date,tone,daily_avg_tone,london_mentions,crime_mentions,crime_keyword_count,crime_types,crime_type,headline,headline_is_duplicate,V1DOCUMENTIDENTIFIER,V2ENHANCEDTHEMES,V2SOURCECOMMONNAME,GKGRECORDID,V2.1COUNTS,V1THEMES,V1LOCATIONS,V2ENHANCEDLOCATIONS,V2ENHANCEDPERSONS,V1ORGANIZATIONS,V2ENHANCEDORGANIZATIONS,V1.5TONE,V2.1SOCIALVIDEOEMBEDS,V2.1ALLNAMES,V2.1AMOUNTS
2018-04-01 01:00:00,-4.04411764705882,-2.162192226452723,4,18,1,SEXUAL OFFENCES,SEXUAL OFFENCES,Pippa's father-in-law accused of rape but is free to fly home,False,https://www.express.co.uk/news/uk/939854/Pippa-Middleton-father-in-law-David-Matthews-accused-of-rape-flies-home,"TAX_ETHNICITY_FRENCH,144;TAX_WORLDLANGUAGES_FRENCH,144;ARREST,693;TAX_FNCACT_CRIMINAL,643;TAX_FNCACT_SOCIALITE,1073;MEDIA_MSM,1098;TAX_FNCACT_DUCHESS,981;TAX_FNCACT_QUEEN,1265;TRIAL,39;TRIAL,174;RAPE,44;UNGP_CRIME_VIOLENCE,44;SECURITY_SERVICES,151;SECURITY_SERVICES,604;TAX_FNCACT_POLICE,151;TAX_FNCACT_POLICE,604;CRISISLEX_C07_SAFETY,151;CRISISLEX_C07_SAFETY,604;SOC_POINTSOFINTEREST_AIRPORT,744;WB_135_TRANSPORT,744;WB_1803_TRANSPORT_INFRASTRUCTURE,744;WB_1804_AIRPORTS,744;LEGISLATION,1196;EPU_POLICY_LAW,1196;TAX_FNCACT_SPOKESMAN,1280;SOC_GENERALCRIME,821;",EXPRESS.CO.UK,20180401010000-864,,TRIAL;RAPE;UNGP_CRIME_VIOLENCE;TAX_ETHNICITY;TAX_ETHNICITY_FRENCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_FRENCH;SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_CRIMINAL;ARREST;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_1804_AIRPORTS;SOC_GENERALCRIME;TAX_FNCACT_DUCHESS;TAX_FNCACT_SOCIALITE;MEDIA_MSM;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;TAX_FNCACT_QUEEN;TAX_FNCACT_SPOKESMAN;,"4#CAMBRIDGE, CAMBRIDGESHIRE, UNITED KINGDOM#UK#UKC3#52.2#0.116667#-2591658;4#PARIS, FRANCE (GENERAL), FRANCE#FR#FR00#48.8667#2.33333#-1456928;1#FRANCE#FR#FR#46#2#FR;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889","1#FRENCH#FR#FR##46#2#FR#144;4#CAMBRIDGE, CAMBRIDGESHIRE, UNITED KINGDOM#UK#UKC3#40098#52.2#0.116667#-2591658#994;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#1047;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#1176;1#FRANCE#FR#FR##46#2#FR#512;1#FRANCE#FR#FR##46#2#FR#550;1#FRANCE#FR#FR##46#2#FR#659;1#FRANCE#FR#FR##46#2#FR#761;1#FRANCE#FR#FR##46#2#FR#806;4#PARIS, FRANCE (GENERAL), FRANCE#FR#FR00#16282#48.8667#2.33333#-1456928#504;4#PARIS, FRANCE (GENERAL), FRANCE#FR#FR00#16282#48.8667#2.33333#-1456928#753","David Matthews,222;David Matthews,1302;Pippa Middleton,16;Pippa Middleton,101",farrer co,"Farrer Co,1163","-4.04411764705882,2.57352941176471,6.61764705882353,9.19117647058824,22.0588235294118,0.735294117647059,247",https://youtube.com/user/TheExpressOnline;,"Pippa Middleton,18;Pippa Middleton,108;David Matthews,230;Royal Family,1285",
2018-04-01 01:00:00,-3.23886639676113,-2.162192226452723,2,6,1,HATE CRIME,HATE CRIME,Tom Watson calls for official at centre of anti-Semitism row to quit,False,https://www.express.co.uk/news/politics/939814/labour-anti-semitism-row-tom-watson-calls-christine-shawcroft-quit,"TAX_FNCACT_DEPUTY,998;TAX_FNCACT_CANDIDATE,697;TAX_FNCACT_EXECUTIVE,397;TAX_FNCACT_EXECUTIVE,1330;WB_678_DIGITAL_GOVERNMENT,1597;WB_694_BROADCAST_AND_MEDIA,1597;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,1597;PROTEST,3181;PROTEST,3478;MEDIA_MSM,1721;REL_ANTISEMITISM,83;TAX_FNCACT_CHANCELLOR,3265;TAX_FNCACT_BUSINESSMAN,2973;TAX_FNCACT_PEER,3874;USPEC_UNCERTAINTY1,659;TAX_FNCACT_APPRENTICE,2812;CRISISLEX_T11_UPDATESSYMPATHY,1983;MEDIA_SOCIAL,768;TAX_RELIGION_JEWS,4000;SCIENCE,3950;TAX_FNCACT_SCIENTIST,3950;HARASSMENT,1608;UNGP_CRIME_VIOLENCE,1608;TAX_FNCACT_CHAIRMAN,554;EPU_ECONOMY_HISTORIC,3504;TAX_RELIGION_JEWISH,2989;TAX_RELIGION_JEWISH,3862;TAX_ETHNICITY_JEWISH,2989;TAX_ETHNICITY_JEWISH,3862;CRISISLEX_CRISISLEXREC,856;RESIGNATION,170;RESIGNATION,542;RESIGNATION,3440;TAX_FNCACT_LEADER,1005;TAX_FNCACT_LEADER,3900;CRISISLEX_C04_LOGISTICS_TRANSPORT,2395;TAX_POLITICAL_PARTY_LABOUR_PARTY,1025;TAX_POLITICAL_PARTY_LABOUR_PARTY,1311;TAX_POLITICAL_PARTY_LABOUR_PARTY,3462;TAX_POLITICAL_PARTY_LABOUR_PARTY,4030;TRIAL,708;TRIAL,1898;ELECTION,496;TAX_FNCACT_DEVELOPER,2666;USPEC_POLITICS_GENERAL1,185;USPEC_POLITICS_GENERAL1,272;USPEC_POLITICS_GENERAL1,1025;USPEC_POLITICS_GENERAL1,1311;USPEC_POLITICS_GENERAL1,1557;USPEC_POLITICS_GENERAL1,2251;USPEC_POLITICS_GENERAL1,2490;USPEC_POLITICS_GENERAL1,2622;USPEC_POLITICS_GENERAL1,3462;USPEC_POLITICS_GENERAL1,3893;USPEC_POLITICS_GENERAL1,4030;LEADER,2328;TAX_FNCACT_MAYOR,2328;TAX_FNCACT_OFFICIAL,112;",EXPRESS.CO.UK,20180401010000-980,"PROTEST#200##4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-2601889#3121;",REL_ANTISEMITISM;TAX_FNCACT;TAX_FNCACT_OFFICIAL;RESIGNATION;USPEC_POLITICS_GENERAL1;TAX_FNCACT_EXECUTIVE;ELECTION;TAX_FNCACT_CHAIRMAN;USPEC_UNCERTAINTY1;TAX_FNCACT_CANDIDATE;TRIAL;MEDIA_SOCIAL;CRISISLEX_CRISISLEXREC;TAX_FNCACT_DEPUTY;TAX_FNCACT_LEADER;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_LABOUR_PARTY;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;HARASSMENT;UNGP_CRIME_VIOLENCE;MEDIA_MSM;CRISISLEX_T11_UPDATESSYMPATHY;LEADER;TAX_FNCACT_MAYOR;CRISISLEX_C04_LOGISTICS_TRANSPORT;TAX_FNCACT_DEVELOPER;TAX_FNCACT_APPRENTICE;TAX_FNCACT_BUSINESSMAN;TAX_RELIGION;TAX_RELIGION_JEWISH;TAX_ETHNICITY;TAX_ETHNICITY_JEWISH;PROTEST;TAX_FNCACT_CHANCELLOR;EPU_ECONOMY_HISTORIC;TAX_FNCACT_PEER;SCIENCE;TAX_FNCACT_SCIENTIST;TAX_RELIGION_JEWS;,"4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889","4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#2306","John Mcdonnell,3280;Tom Watson,985;David Abrahams,2681;Christine Shawcroft,48;Christine Shawcroft,293;Christine Shawcroft,1840;Ken Livingstone,2344;Eddie Izzard,13;Eddie Izzard,455;Alan Sugar,2828;Jeremy Corbyn,248;Adolf Hitler,2956",twitter;national executive committee;facebook;labour party,"Twitter,2897;Twitter,3303;National Executive Committee,407;National Executive Committee,1340;Facebook,768;Labour Party,1025;Labour Party,1311;Labour Party,3462;Labour Party,4030","-3.23886639676113,3.37381916329285,6.61268556005398,9.98650472334683,28.2051282051282,1.21457489878543,695",https://youtube.com/user/TheExpressOnline;,"Eddie Izzard,15;Christine Shawcroft,50;Jeremy Corbyn,245;National Executive,404;Eddie Izzard,463;Tom Watson,1011;Labour Party,1054;Labour Party,1352;Christine Shawcroft,1915;Ken Livingstone,2419;David Abrahams,2793;Alan Sugar,2946;John McDonnell,3432;Labour Party,3630;Jewish Labour,4072;Lord Winston,4187;Labour Party,4241","12,of Labour MPs had,934;4,Today programme,1438;5000000,Twitter followers of Mr,2406;100,protest against anti,2648;"
2018-04-01 08:45:00,-3.91566265060241,-2.162192226452723,2,4,1,VIOLENCE AGAINST THE PERSON,VIOLENCE AGAINST THE PERSON,Britain's nuclear power stations 'searched for Russian secret agents over insider attack fears',False,https://www.thesun.co.uk/news/5948353/britains-nuclear-power-stations-searched-for-russian-secret-agents-over-insider-attack-fears/,"WMD,1632;UNGP_FORESTS_RIVERS_OCEANS,719;UNGP_FORESTS_RIVERS_OCEANS,1085;UNGP_FORESTS_RIVERS_OCEANS,1681;CRISISLEX_T11_UPDATESSYMPATHY,1311;TAX_FNCACT_INSIDER,112;TAX_FNCACT_INSIDER,809;TAX_WORLDLANGUAGES_RUSSIA,1368;TAX_WORLDLANGUAGES_RUSSIA,1448;CRISISLEX_C07_SAFETY,605;CRISISLEX_C07_SAFETY,932;CRISISLEX_C07_SAFETY,1073;TAX_DISEASE_POISONING,203;TAX_DISEASE_POISONING,489;CYBER_ATTACK,703;TAX_FNCACT_DIPLOMATS,1292;TAX_FNCACT_DIPLOMATS,1345;WB_135_TRANSPORT,1149;TAX_FNCACT_AGENTS,102;CRISISLEX_CRISISLEXREC,119;TAX_FNCACT_AGENT,1632;TAX_FNCACT_INTELLIGENCE_OFFICER,767;TAX_WORLDFISH_SLEEPER,376;WB_508_POWER_SYSTEMS,50;WB_508_POWER_SYSTEMS,331;WB_509_NUCLEAR_ENERGY,50;WB_509_NUCLEAR_ENERGY,331;WB_507_ENERGY_AND_EXTRACTIVES,50;WB_507_ENERGY_AND_EXTRACTIVES,331;TAX_ETHNICITY_RUSSIAN,88;TAX_ETHNICITY_RUSSIAN,368;TAX_ETHNICITY_RUSSIAN,1282;TAX_WORLDLANGUAGES_RUSSIAN,88;TAX_WORLDLANGUAGES_RUSSIAN,368;TAX_WORLDLANGUAGES_RUSSIAN,1282;TAX_MILITARY_TITLE_OFFICER,767;TAX_FNCACT_OFFICER,767;",THESUN.CO.UK,20180401084500-1030,,WB_508_POWER_SYSTEMS;WB_509_NUCLEAR_ENERGY;WB_507_ENERGY_AND_EXTRACTIVES;TAX_ETHNICITY;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_RUSSIAN;TAX_FNCACT;TAX_FNCACT_AGENTS;TAX_FNCACT_INSIDER;CRISISLEX_CRISISLEXREC;TAX_DISEASE;TAX_DISEASE_POISONING;TAX_WORLDFISH;TAX_WORLDFISH_SLEEPER;CRISISLEX_C07_SAFETY;CYBER_ATTACK;UNGP_FORESTS_RIVERS_OCEANS;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_INTELLIGENCE_OFFICER;WB_135_TRANSPORT;TAX_FNCACT_DIPLOMATS;CRISISLEX_T11_UPDATESSYMPATHY;TAX_WORLDLANGUAGES_RUSSIA;TAX_FNCACT_AGENT;WMD;,"4#MOSCOW, MOSKVA, RUSSIA#RS#RS48#55.7522#37.6156#-2960561;4#KREMLIN, MOSKVA, RUSSIA#RS#RS48#55.7522#37.6156#-2960561;4#SALISBURY, MASHONALAND EAST, ZIMBABWE#ZI#ZI04#-17.8178#31.0447#-2312291;1#UNITED KINGDOM#UK#UK#54#-4#UK;1#RUSSIA#RS#RS#60#100#RS;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889","1#RUSSIA#RS#RS##60#100#RS#1368;1#RUSSIA#RS#RS##60#100#RS#1448;1#UNITED KINGDOM#UK#UK##54#-4#UK#902;1#UNITED KINGDOM#UK#UK##54#-4#UK#1059;1#BRITAIN#UK#UK##54#-4#UK#26;1#RUSSIAN#RS#RS##60#100#RS#88;1#RUSSIAN#RS#RS##60#100#RS#368;1#RUSSIAN#RS#RS##60#100#RS#1282;4#SALISBURY, MASHONALAND EAST, ZIMBABWE#ZI#ZI04#40197#-17.8178#31.0447#-2312291#257;4#SALISBURY, MASHONALAND EAST, ZIMBABWE#ZI#ZI04#40197#-17.8178#31.0447#-2312291#543;4#KREMLIN, MOSKVA, RUSSIA#RS#RS48#25106#55.7522#37.6156#-2960561#179;4#KREMLIN, MOSKVA, RUSSIA#RS#RS48#25106#55.7522#37.6156#-2960561#465;4#KREMLIN, MOSKVA, RUSSIA#RS#RS48#25106#55.7522#37.6156#-2960561#691;4#MOSCOW, MOSKVA, RUSSIA#RS#RS48#25106#55.7522#37.6156#-2960561#1360;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#1043;1#BRITISH#UK#UK##54#-4#UK#1400","Sergei Skripal,227;Sergei Skripal,513",centre for the protection of national infrastructure,"Centre For The Protection Of National Infrastructure,1246","-3.91566265060241,1.80722891566265,5.72289156626506,7.53012048192771,21.0843373493976,3.01204819277108,289",,"Sergei Skripal,220;Sergei Skripal,498;Sun Online,1857","6,electricity sub,846;60,diplomats,1123;"
2018-04-01 09:00:00,-4.69135802469136,-2.162192226452723,2,66,1,SEXUAL OFFENCES,SEXUAL OFFENCES,Woman felt 'worthless' after alleged rape by Pippa's father-in-law,False,http://www.dailymail.co.uk/news/article-5566733/Woman-raped-teen-Pippa-Middletons-father-law-left-self-loathing-attack.html,"RURAL,3570;TAX_FNCACT_WOMAN,5;TAX_FNCACT_WOMAN,224;TAX_FNCACT_WOMAN,556;TAX_FNCACT_WOMAN,3309;EDUCATION,3012;SOC_POINTSOFINTEREST_SCHOOL,3012;TAX_FNCACT_COAL_MINER,2845;TAX_FNCACT_CHILD,1110;TAX_FNCACT_SPECIALIST,4496;TAX_FNCACT_DUCHESS,1642;TAX_FNCACT_MAGISTRATE,2227;TAX_FNCACT_APPRENTICE,3036;ARREST,1101;ARREST,4394;SOC_GENERALCRIME,1101;SOC_GENERALCRIME,4394;EPU_ECONOMY_HISTORIC,2937;EPU_ECONOMY_HISTORIC,3837;KILL,3743;CRISISLEX_T03_DEAD,3743;CRISISLEX_CRISISLEXREC,348;UNGP_CRIME_VIOLENCE,2259;SECURITY_SERVICES,709;SECURITY_SERVICES,1128;SECURITY_SERVICES,2100;SECURITY_SERVICES,4413;TAX_FNCACT_POLICE,709;TAX_FNCACT_POLICE,1128;TAX_FNCACT_POLICE,2100;TAX_FNCACT_POLICE,4413;CRISISLEX_C07_SAFETY,709;CRISISLEX_C07_SAFETY,1128;CRISISLEX_C07_SAFETY,2100;CRISISLEX_C07_SAFETY,4413;TAX_FNCACT_OFFICIAL,2052;TAX_FNCACT_OFFICIAL,2285;TAX_FNCACT_PROSECUTOR,2150;NATURAL_DISASTER_HURRICANE,4148;TAX_FNCACT_MECHANIC,3052;WB_696_PUBLIC_SECTOR_MANAGEMENT,1725;WB_840_JUSTICE,1725;MANMADE_DISASTER_IMPLIED,2928;MANMADE_DISASTER_IMPLIED,3227;TAX_FNCACT_ARTIST,3420;WB_2024_ANTI_CORRUPTION_AUTHORITIES,1824;WB_2024_ANTI_CORRUPTION_AUTHORITIES,2189;WB_2024_ANTI_CORRUPTION_AUTHORITIES,2351;WB_2024_ANTI_CORRUPTION_AUTHORITIES,2466;WB_2024_ANTI_CORRUPTION_AUTHORITIES,4293;WB_2025_INVESTIGATION,1824;WB_2025_INVESTIGATION,2189;WB_2025_INVESTIGATION,2351;WB_2025_INVESTIGATION,2466;WB_2025_INVESTIGATION,4293;WB_831_GOVERNANCE,1824;WB_831_GOVERNANCE,2189;WB_831_GOVERNANCE,2351;WB_831_GOVERNANCE,2466;WB_831_GOVERNANCE,4293;WB_832_ANTI_CORRUPTION,1824;WB_832_ANTI_CORRUPTION,2189;WB_832_ANTI_CORRUPTION,2351;WB_832_ANTI_CORRUPTION,2466;WB_832_ANTI_CORRUPTION,4293;WB_1014_CRIMINAL_JUSTICE,1824;WB_1014_CRIMINAL_JUSTICE,2189;WB_1014_CRIMINAL_JUSTICE,2351;WB_1014_CRIMINAL_JUSTICE,2466;WB_1014_CRIMINAL_JUSTICE,4293;TAX_FNCACT_QUEEN,4210;TAX_FNCACT_JUDGE,2506;TAX_FNCACT_BUSINESSMAN,1073;TAX_FNCACT_PRINCE,2771;TAX_FNCACT_PRINCE,2788;TAX_FNCACT_AUTHORITIES,2577;EPU_POLICY_AUTHORITIES,2577;TAX_FNCACT_CHAMPION,3200;TAX_FNCACT_SPOKESMAN,4579;SOC_POINTSOFINTEREST_PRISON,2559;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM,2559;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,2559;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,2559;WB_2490_NATIONAL_PROTECTION_AND_SECURITY,2559;TAX_FNCACT_MINER,2845;TAX_ETHNICITY_FRENCH,584;TAX_WORLDLANGUAGES_FRENCH,584;RAPE,73;RAPE,249;TAX_FNCACT_DRIVER,2685;TAX_FNCACT_DRIVER,3323;SOC_POINTSOFINTEREST_AIRPORT,1144;WB_135_TRANSPORT,1144;WB_1803_TRANSPORT_INFRASTRUCTURE,1144;WB_1804_AIRPORTS,1144;TRIAL,1751;TAX_FNCACT_CHILDREN,4566;ENV_COAL,2839;",DAILYMAIL.CO.UK,20180401090000-351,"KILL#22##5#Lincolnshire, United Kingdom#UK#UKH7#53.1667#-0.25#-2601145#3734;CRISISLEX_T03_DEAD#22##5#Lincolnshire, United Kingdom#UK#UKH7#53.1667#-0.25#-2601145#3734;",TAX_FNCACT;TAX_FNCACT_WOMAN;RAPE;CRISISLEX_CRISISLEXREC;TAX_ETHNICITY;TAX_ETHNICITY_FRENCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_FRENCH;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_BUSINESSMAN;ARREST;SOC_GENERALCRIME;TAX_FNCACT_CHILD;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_1804_AIRPORTS;TAX_FNCACT_DUCHESS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;TRIAL;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_OFFICIAL;TAX_FNCACT_PROSECUTOR;TAX_FNCACT_MAGISTRATE;UNGP_CRIME_VIOLENCE;TAX_FNCACT_JUDGE;SOC_POINTSOFINTEREST_PRISON;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;TAX_FNCACT_AUTHORITIES;EPU_POLICY;EPU_POLICY_AUTHORITIES;TAX_FNCACT_DRIVER;TAX_FNCACT_PRINCE;ENV_COAL;TAX_FNCACT_MINER;TAX_FNCACT_COAL_MINER;MANMADE_DISASTER_IMPLIED;EPU_ECONOMY_HISTORIC;EDUCATION;SOC_POINTSOFINTEREST_SCHOOL;TAX_FNCACT_APPRENTICE;TAX_FNCACT_MECHANIC;TAX_FNCACT_CHAMPION;TAX_FNCACT_ARTIST;RURAL;KILL;CRISISLEX_T03_DEAD;NATURAL_DISASTER;NATURAL_DISASTER_HURRICANE;TAX_FNCACT_QUEEN;TAX_FNCACT_SPECIALIST;TAX_FNCACT_CHILDREN;TAX_FNCACT_SPOKESMAN;,"4#ROTHERHAM, ROTHERHAM, UNITED KINGDOM#UK#UKL3#53.4333#-1.35#-2606551;5#LINCOLNSHIRE, LINCOLNSHIRE, UNITED KINGDOM#UK#UKH7#53.1667#-0.25#-2601145;4#PARIS, FRANCE (GENERAL), FRANCE#FR#FR00#48.8667#2.33333#-1456928;1#UNITED KINGDOM#UK#UK#54#-4#UK;4#CAMBRIDGE, CAMBRIDGESHIRE, UNITED KINGDOM#UK#UKC3#52.2#0.116667#-2591658;1#FRANCE#FR#FR#46#2#FR;1#MONACO#MN#MN#43.733333#7.4#MN;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889","1#BRITAIN#UK#UK##54#-4#UK#3297;1#MONACO#MN#MN##43.733333#7.4#MN#3687;1#FRENCH#FR#FR##46#2#FR#584;4#ROTHERHAM, ROTHERHAM, UNITED KINGDOM#UK#UKL3#40130#53.4333#-1.35#-2606551#2818;4#ROTHERHAM, ROTHERHAM, UNITED KINGDOM#UK#UKL3#40130#53.4333#-1.35#-2606551#3493;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#855;4#CAMBRIDGE, CAMBRIDGESHIRE, UNITED KINGDOM#UK#UKC3#40098#52.2#0.116667#-2591658#1655;4#PARIS, FRANCE (GENERAL), FRANCE#FR#FR00#16282#48.8667#2.33333#-1456928#443;4#PARIS, FRANCE (GENERAL), FRANCE#FR#FR00#16282#48.8667#2.33333#-1456928#1168;4#PARIS, FRANCE (GENERAL), FRANCE#FR#FR00#16282#48.8667#2.33333#-1456928#2026;4#PARIS, FRANCE (GENERAL), FRANCE#FR#FR00#16282#48.8667#2.33333#-1456928#2124;4#PARIS, FRANCE (GENERAL), FRANCE#FR#FR00#16282#48.8667#2.33333#-1456928#2586;4#PARIS, FRANCE (GENERAL), FRANCE#FR#FR00#16282#48.8667#2.33333#-1456928#3665;4#PARIS, FRANCE (GENERAL), FRANCE#FR#FR00#16282#48.8667#2.33333#-1456928#4264;1#BRITISH#UK#UK##54#-4#UK#3215;5#LINCOLNSHIRE, LINCOLNSHIRE, UNITED KINGDOM#UK#UKH7#40120#53.1667#-0.25#-2601145#3583","Anita Taylor,3287;Jessica Alba,4051;David Matthews,376;David Matthews,4617;Tom Hanks,4036;Jennifer Lopez,4068;Mount Everest,3782;Pippa Middleton,106;Pippa Middleton,268;Jane Parker,3432;Prince Harry,2794",farrer co;eden rock hotel,"Farrer Co,4231;Eden Rock Hotel,944","-4.69135802469136,2.34567901234568,7.03703703703704,9.38271604938272,22.4691358024691,0,728",,"Pippa Middleton,114;Dianne Apen-sadler,153;Sebastian Murphy-bates For,184;Pippa Middleton,327;French Brigade,690;Eden Rock Hotel,1051;French-speaking St Barts,1121;Palais De Justice,1864;Royal Family,2950;Prince William,2980;British Touring Car Championships,3462;Anita Taylor,3508;Jane Parker,3674;Mount Everest,4025;Eden Rock,4179;Tom Hanks,4297;Jessica Alba,4315;Jennifer Lopez,4334;Hurricane Irma,4420;Juvenile Protection Brigade,4728;David Matthews,4894","2,offences between 1998,365;2,occasions,1476;6,months,2168;40000000,fortune by selling a,2393;3,sons,3054;22,on a Mount Everest,3105;6,specialist brigades,3708;"
2018-04-01 00:15:00,-1.8957345971564,-2.162192226452723,6,23,2,"POSSESSION OF WEAPONS, KNIFE CRIME",POSSESSION OF WEAPONS,Capital turns to Glasgow for help on knife crime,False,https://www.thetimes.co.uk/edition/scotland/capital-turns-to-glasgow-for-help-on-knife-crime-th0hctkwp,"TAX_FNCACT_DEPUTY,750;TAX_FNCACT_COMMISSIONER,599;TAX_FNCACT_POLICE_COMMISSIONER,599;TAX_ECON_PRICE,435;EPU_CATS_MIGRATION_FEAR_FEAR,134;SECURITY_SERVICES,9;SECURITY_SERVICES,586;TAX_FNCACT_POLICE,9;TAX_FNCACT_POLICE,586;CRISISLEX_C07_SAFETY,9;CRISISLEX_C07_SAFETY,586;SOC_GENERALCRIME,140;SOC_GENERALCRIME,777;LEADER,213;LEADER,756;TAX_FNCACT_MAYOR,213;TAX_FNCACT_MAYOR,756;TAX_FNCACT_OFFICIALS,392;WB_2433_CONFLICT_AND_VIOLENCE,317;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,317;UNGP_CRIME_VIOLENCE,317;",THETIMES.CO.UK,20180401001500-455,,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;EPU_CATS_MIGRATION_FEAR_FEAR;SOC_GENERALCRIME;LEADER;TAX_FNCACT_MAYOR;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;TAX_FNCACT_OFFICIALS;TAX_ECON_PRICE;TAX_FNCACT_COMMISSIONER;TAX_FNCACT_POLICE_COMMISSIONER;TAX_FNCACT_DEPUTY;,"4#GLASGOW, GLASGOW CITY, UNITED KINGDOM#UK#UKV2#55.8333#-4.25#-2597039;1#UNITED KINGDOM#UK#UK#54#-4#UK;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889","1#SCOTLAND#UK#UK##54#-4#UK#82;1#SCOTLAND#UK#UK##54#-4#UK#308;4#GLASGOW, GLASGOW CITY, UNITED KINGDOM#UK#UKV2#40176#55.8333#-4.25#-2597039#481;4#GLASGOW, GLASGOW CITY, UNITED KINGDOM#UK#UKV2#40176#55.8333#-4.25#-2597039#617;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#150;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#191;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#727","Sadiq Khan,178;Sophie Linden,718;Cressida Dick,560",,,"-1.8957345971564,2.8436018957346,4.739336492891,7.58293838862559,20.3791469194313,0.947867298578199,200",,"Cressida Dick,548;Sophie Linden,699;Digital Pack,1140","1,a month for 3,927;3,months,937;5,a month thereafter,955;"
