date,tone,daily_avg_tone,london_mentions,crime_mentions,crime_keyword_count,crime_types,crime_type,headline,headline_is_duplicate,V1DOCUMENTIDENTIFIER,V2ENHANCEDTHEMES,V2SOURCECOMMONNAME,GKGRECORDID,V2.1COUNTS,V1THEMES,V1LOCATIONS,V2ENHANCEDLOCATIONS,V2ENHANCEDPERSONS,V1ORGANIZATIONS,V2ENHANCEDORGANIZATIONS,V1.5TONE,V2.1SOCIALVIDEOEMBEDS,V2.1ALLNAMES,V2.1AMOUNTS
2019-10-01 00:30:00,1.76211453744493,-1.950560035689428,2,5,1,THEFT,THEFT,Nottingham soldier reunited with stolen medals after 15 years,False,https://www.bbc.co.uk/news/uk-england-nottinghamshire-49850938,"TAX_FNCACT_QUEEN,958;SECURITY_SERVICES,514;TAX_FNCACT_POLICE,514;TAX_MILITARY_TITLE_SERGEANTS,1012;TAX_FNCACT_SERGEANTS,1012;CRISISLEX_C07_SAFETY,85;MILITARY,17;TAX_MILITARY_TITLE_SOLDIER,17;TAX_FNCACT_SOLDIER,17;",BBC.CO.UK,20191001003000-267,,MILITARY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_SOLDIER;TAX_FNCACT;TAX_FNCACT_SOLDIER;CRISISLEX_C07_SAFETY;SECURITY_SERVICES;TAX_FNCACT_POLICE;TAX_FNCACT_QUEEN;TAX_MILITARY_TITLE_SERGEANTS;TAX_FNCACT_SERGEANTS;,"1#AFGHANISTAN#AF#AF#33#66#AF;1#UNITED KINGDOM#UK#UK#54#-4#UK;4#NOTTINGHAM, NOTTINGHAM, UNITED KINGDOM#UK#UKJ8#52.9667#-1.16667#-2604469;1#CYPRUS#CY#CY#35#33#CY;4#NORTHERN IRELAND, CRAIGAVON, UNITED KINGDOM#UK#UKR8#54.5#-6.5#-2604275;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889","4#NORTHERN IRELAND, CRAIGAVON, UNITED KINGDOM#UK#UKR8#40152#54.5#-6.5#-2604275#856;1#CYPRUS#CY#CY##35#33#CY#768;1#CYPRUS#CY#CY##35#33#CY#1250;4#NOTTINGHAM, NOTTINGHAM, UNITED KINGDOM#UK#UKJ8#40126#52.9667#-1.16667#-2604469#443;1#AFGHANISTAN#AF#AF##33#66#AF#241;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#1082;1#BRITISH#UK#UK##54#-4#UK#9;1#BRITISH#UK#UK##54#-4#UK#711","Baz Mitchell,107;Maj Mitchell,334;Maj Mitchell,692;Maj Mitchell,1154",british army;london medal company,"British Army,716","1.76211453744493,2.6431718061674,0.881057268722467,3.52422907488987,21.1453744493392,0.881057268722467,206",,"Baz Mitchell,116;British Army,735;Northern Ireland,904;Golden Jubilee,1007;London Medal Company,1132","2,tours,770;"
2019-10-01 00:30:00,-1.27388535031847,-1.950560035689428,13,12,1,THEFT,THEFT,Jennifer Arcuri's laptop from when she was close to PM stolen - report,False,https://www.dailymail.co.uk/news/article-7522877/Jennifer-Arcuri-terrified-laptop-close-Boris-Johnson-stolen.html,"EPU_ECONOMY_HISTORIC,1524;CRISISLEX_C07_SAFETY,72;CRISISLEX_C07_SAFETY,655;WB_2024_ANTI_CORRUPTION_AUTHORITIES,2923;WB_696_PUBLIC_SECTOR_MANAGEMENT,2923;WB_840_JUSTICE,2923;WB_2025_INVESTIGATION,2923;WB_831_GOVERNANCE,2923;WB_832_ANTI_CORRUPTION,2923;WB_1014_CRIMINAL_JUSTICE,2923;WB_678_DIGITAL_GOVERNMENT,1801;WB_694_BROADCAST_AND_MEDIA,1801;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,1801;LEADER,343;LEADER,578;LEADER,1618;TAX_FNCACT_PRIME_MINISTER,343;TAX_FNCACT_PRIME_MINISTER,578;TAX_FNCACT_PRIME_MINISTER,1618;WB_698_TRADE,2651;SCANDAL,1658;TAX_ETHNICITY_POLE,46;SECURITY_SERVICES,3067;TAX_FNCACT_POLICE,3067;TAX_FNCACT_EDITOR,1357;PROTEST,742;TAX_FNCACT_MAYOR,1251;TAX_FNCACT_MAYOR,2193;TAX_FNCACT_MAYOR,2436;TAX_FNCACT_MAYOR,2709;TAX_FNCACT_MAYOR,2884;TAX_FNCACT_MAYOR,3574;TAX_FNCACT_MINISTER,343;TAX_FNCACT_MINISTER,578;TAX_FNCACT_MINISTER,1618;TAX_ETHNICITY_AMERICAN,851;TAX_ETHNICITY_AMERICAN,1165;",DAILYMAIL.CO.UK,20191001003000-1868,,TAX_ETHNICITY;TAX_ETHNICITY_POLE;CRISISLEX_C07_SAFETY;TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;PROTEST;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_MAYOR;TAX_FNCACT_EDITOR;EPU_ECONOMY_HISTORIC;SCANDAL;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_698_TRADE;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;SECURITY_SERVICES;TAX_FNCACT_POLICE;,"2#NEW YORK, UNITED STATES#US#USNY#42.1497#-74.9384#NY;2#CALIFORNIA, UNITED STATES#US#USCA#36.17#-119.746#CA;1#UNITED STATES#US#US#39.828175#-98.5795#US;1#UNITED KINGDOM#UK#UK#54#-4#UK;4#GREATER LONDON, UNITED KINGDOM (GENERAL), UNITED KINGDOM#UK#UK00#51.5#-0.166667#-2597512;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889","1#UNITED KINGDOM#UK#UK##54#-4#UK#257;1#UNITED KINGDOM#UK#UK##54#-4#UK#1277;1#UNITED KINGDOM#UK#UK##54#-4#UK#1440;1#UNITED KINGDOM#UK#UK##54#-4#UK#1903;1#UNITED KINGDOM#UK#UK##54#-4#UK#2109;1#UNITED KINGDOM#UK#UK##54#-4#UK#2219;1#UNITED KINGDOM#UK#UK##54#-4#UK#2462;1#UNITED KINGDOM#UK#UK##54#-4#UK#2878;1#UNITED KINGDOM#UK#UK##54#-4#UK#2979;1#UNITED KINGDOM#UK#UK##54#-4#UK#2995;2#NEW YORK, UNITED STATES#US#USNY##42.1497#-74.9384#NY#1373;2#CALIFORNIA, UNITED STATES#US#USCA##36.17#-119.746#CA#1968;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#1261;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#1424;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#2203;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#2446;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#2862;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#2963;1#AMERICAN#US#US##39.828175#-98.5795#US#851;1#AMERICAN#US#US##39.828175#-98.5795#US#1165;4#GREATER LONDON, UNITED KINGDOM (GENERAL), UNITED KINGDOM#UK#UK00#40110#51.5#-0.166667#-2597512#2963","Marina Wheeler,1324;Marina Wheeler,2509;David Enrich,1340;Boris Johnson,41;Boris Johnson,592;Boris Johnson,895;Boris Johnson,2158;Jennifer Arcuri,184;Jennifer Arcuri,529",new york times;department for culture media;greater london authority,"New York Times,1379;Department For Culture Media,1801","-1.27388535031847,2.22929936305732,3.5031847133758,5.73248407643312,26.1146496815287,0.159235668789809,596",,"Boris Johnson,45;United Kingdom,275;Prime Minister,366;Boris Johnson,622;Boris Johnson,944;InnoTech Summit,966;New York Times,1434;Sunday Times,1533;Prime Minister,1662;Culture Media,1853;United Kingdom,1959;Boris Johnson,2236;Greater London Authority,3051;Both Mr Johnson,3286","3,trade missions led by,2153;"
2019-10-01 03:15:00,-3.42465753424658,-1.950560035689428,2,5,1,THEFT,THEFT,Boris Johnson’s ‘lover’ terrified as laptop linked to alleged affair is stolen,False,https://www.dailystar.co.uk/news/latest-news/boris-johnsons-lover-terrified-laptop-20376698,"MEDIA_MSM,1293;TAX_FNCACT_JOURNALIST,1293;TAX_FNCACT_AIDE,1436;TAX_FNCACT_CHIEF,1431;TAX_FNCACT_WOMAN,1365;TAX_FNCACT_WOMAN,1499;TAX_FNCACT_REPORTER,1682;CRISISLEX_C07_SAFETY,142;LEADER,358;LEADER,1338;TAX_FNCACT_PRIME_MINISTER,358;TAX_FNCACT_PRIME_MINISTER,1338;SECURITY_SERVICES,1052;TAX_FNCACT_POLICE,1052;TAX_FNCACT_MAYOR,570;TAX_FNCACT_MAYOR,1169;TAX_FNCACT_MAYOR,1634;PROTEST,662;KIDNAP,228;TAX_ETHNICITY_AMERICAN,33;TAX_FNCACT_MINISTER,358;TAX_FNCACT_MINISTER,1338;",DAILYSTAR.CO.UK,20191001031500-107,,TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;CRISISLEX_C07_SAFETY;KIDNAP;TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_FNCACT_MAYOR;PROTEST;SECURITY_SERVICES;TAX_FNCACT_POLICE;MEDIA_MSM;TAX_FNCACT_JOURNALIST;TAX_FNCACT_WOMAN;TAX_FNCACT_CHIEF;TAX_FNCACT_AIDE;TAX_FNCACT_REPORTER;,"1#UNITED STATES#US#US#39.828175#-98.5795#US;1#UNITED KINGDOM#UK#UK#54#-4#UK;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889","1#UNITED KINGDOM#UK#UK##54#-4#UK#250;1#UNITED KINGDOM#UK#UK##54#-4#UK#596;1#AMERICAN#US#US##39.828175#-98.5795#US#33;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#580","Domonic Cummings,1453;Mary Wakefield,1405;Charlotte Edwards,1311;Boris Johnson,115;Jennifer Arcuri,185",,,"-3.42465753424658,2.3972602739726,5.82191780821918,8.21917808219178,25,0.684931506849315,272",,"Boris Johnson,116;Jennifer Arcuri,185;United Kingdom,257;Prime Minister,375;Charlotte Edwards,1340;Prime Minister,1367;Domonic Cummings,1486",
2019-10-01 10:30:00,-8.49673202614379,-1.950560035689428,2,41,1,VIOLENCE AGAINST THE PERSON,VIOLENCE AGAINST THE PERSON,"Jealous creep cut up girlfriend's clothes, dumped her watch in apple juice and called her 76 times a DAY in bizarre stalking campaign",False,https://www.thesun.co.uk/news/10040374/jealous-creep-cut-up-girlfriends-clothes/,"TAX_FNCACT_WOMAN,2250;EDUCATION,1942;SOC_POINTSOFINTEREST_SCHOOL,1942;BAN,3061;TAX_FNCACT_PIONEER,2687;CRISISLEX_T04_INFRASTRUCTURE,1004;WB_841_JUSTICE_SYSTEM_ADMINISTRATION,948;WB_696_PUBLIC_SECTOR_MANAGEMENT,948;WB_840_JUSTICE,948;WB_1211_HUMAN_RESOURCES,948;PROTEST,2070;TAX_FNCACT_TRUCKER,646;KILL,1989;CRISISLEX_T01_CAUTION_ADVICE,1989;CRISISLEX_T03_DEAD,1989;SOC_GENERALCRIME,2397;HARASSMENT,497;HARASSMENT,555;HARASSMENT,3020;UNGP_CRIME_VIOLENCE,497;UNGP_CRIME_VIOLENCE,555;UNGP_CRIME_VIOLENCE,3020;CYBER_ATTACK,719;SCIENCE,309;SECURITY_SERVICES,279;SECURITY_SERVICES,608;SECURITY_SERVICES,2642;TAX_FNCACT_POLICE,279;TAX_FNCACT_POLICE,608;TAX_FNCACT_POLICE,2642;CRISISLEX_C07_SAFETY,279;CRISISLEX_C07_SAFETY,608;CRISISLEX_C07_SAFETY,2642;CRISISLEX_T11_UPDATESSYMPATHY,1104;TAX_FNCACT_STALKER,3269;TAX_FNCACT_STALKER,3307;MEDIA_SOCIAL,2817;WB_652_ICT_APPLICATIONS,2817;WB_662_SOCIAL_MEDIA,2817;WB_658_ENTERPRISE_APPLICATIONS,2817;UNGP_FORESTS_RIVERS_OCEANS,948;DISCRIMINATION,2499;DISCRIMINATION,2552;DISCRIMINATION_RACE_RACISM,2499;DISCRIMINATION_RACE_RACISM,2552;UNGP_FREEDOM_FROM_DISCRIMINATION,2499;UNGP_FREEDOM_FROM_DISCRIMINATION,2552;TAX_WORLDMAMMALS_HUMAN,938;TAX_FNCACT_FATHER,3281;TAX_FNCACT_FATHER,3319;WB_678_DIGITAL_GOVERNMENT,2817;WB_678_DIGITAL_GOVERNMENT,2838;WB_694_BROADCAST_AND_MEDIA,2817;WB_694_BROADCAST_AND_MEDIA,2838;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,2817;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,2838;POLITICAL_TURMOIL,2112;GENERAL_HEALTH,1142;MEDICAL,1142;MEDIA_MSM,2471;TAX_FNCACT_JOURNALIST,2471;TAX_FNCACT_CONSULTANT,959;ARREST,34;ARREST,510;ARREST,568;ARREST,3033;RAPE,2256;WB_1437_SOCIAL_DETERMINANTS_FOR_HEALTH,2679;WB_1438_ALCOHOL_AND_SUBSTANCE_ABUSE,2679;WB_1406_DISEASES,1142;WB_621_HEALTH_NUTRITION_AND_POPULATION,1142;WB_1430_MENTAL_HEALTH,1142;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY,1142;MANMADE_DISASTER_IMPLIED,698;TAX_FNCACT_BOSS,2512;CRISISLEX_CRISISLEXREC,1004;CRISISLEX_CRISISLEXREC,1840;DEATH_PENALTY,2193;TAX_WEAPONS_GUN,2280;TAX_FNCACT_PSYCHIATRIST,2758;ARMEDCONFLICT,1239;",THESUN.CO.UK,20191001103000-228,KILL#14##1#United Kingdom#UK#UK#54#-4#UK#1955;KILL#14##1#United Kingdom#UK#UK#54#-4#UK#1955;KILL#14##1#United Kingdom#UK#UK#54#-4#UK#1955;CRISISLEX_CRISISLEXREC#14##1#United Kingdom#UK#UK#54#-4#UK#1955;CRISISLEX_T01_CAUTION_ADVICE#14##1#United Kingdom#UK#UK#54#-4#UK#1955;CRISISLEX_T03_DEAD#14##1#United Kingdom#UK#UK#54#-4#UK#1955;CRISISLEX_T03_DEAD#14##1#United Kingdom#UK#UK#54#-4#UK#1955;KILL#14##1#China#CH#CH#35#105#CH#2345;CRISISLEX_T03_DEAD#14##1#China#CH#CH#35#105#CH#2345;ARREST#16##1#China#CH#CH#35#105#CH#2345;SOC_GENERALCRIME#16##1#China#CH#CH#35#105#CH#2345;CRISISLEX_C07_SAFETY#16##1#China#CH#CH#35#105#CH#2345;KILL#27#aged#1#China#CH#CH#35#105#CH#2412;CRISISLEX_T03_DEAD#27#aged#1#China#CH#CH#35#105#CH#2412;,ARREST;SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;SCIENCE;HARASSMENT;UNGP_CRIME_VIOLENCE;TAX_FNCACT_TRUCKER;MANMADE_DISASTER_IMPLIED;CYBER_ATTACK;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;UNGP_FORESTS_RIVERS_OCEANS;WB_841_JUSTICE_SYSTEM_ADMINISTRATION;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1211_HUMAN_RESOURCES;TAX_FNCACT_CONSULTANT;CRISISLEX_CRISISLEXREC;CRISISLEX_T04_INFRASTRUCTURE;CRISISLEX_T11_UPDATESSYMPATHY;GENERAL_HEALTH;MEDICAL;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1430_MENTAL_HEALTH;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;ARMEDCONFLICT;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;KILL;CRISISLEX_T01_CAUTION_ADVICE;CRISISLEX_T03_DEAD;PROTEST;POLITICAL_TURMOIL;DEATH_PENALTY;TAX_FNCACT_WOMAN;RAPE;TAX_WEAPONS;TAX_WEAPONS_GUN;SOC_GENERALCRIME;MEDIA_MSM;TAX_FNCACT_JOURNALIST;DISCRIMINATION;DISCRIMINATION_RACE;DISCRIMINATION_RACE_RACISM;UNGP_FREEDOM_FROM_DISCRIMINATION;TAX_FNCACT_BOSS;WB_1437_SOCIAL_DETERMINANTS_FOR_HEALTH;WB_1438_ALCOHOL_AND_SUBSTANCE_ABUSE;TAX_FNCACT_PIONEER;TAX_FNCACT_PSYCHIATRIST;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;BAN;TAX_FNCACT_STALKER;TAX_FNCACT_FATHER;,"4#WALTHAM ABBEY, ESSEX, UNITED KINGDOM#UK#UKE4#51.6833#0.016667#-2610826;1#ICELAND#IC#IC#65#-18#IC;1#HONG KONG#HK#HK#22.25#114.166667#HK;1#UNITED KINGDOM#UK#UK#54#-4#UK;1#CHINA#CH#CH#35#105#CH;4#MANCHESTER, MANCHESTER, UNITED KINGDOM#UK#UKI2#53.5#-2.21667#-2602512;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889;5#ESSEX, ESSEX, UNITED KINGDOM#UK#UKE4#51.8333#0.583333#-2595724","4#MANCHESTER, MANCHESTER, UNITED KINGDOM#UK#UKI2#40118#53.5#-2.21667#-2602512#419;4#MANCHESTER, MANCHESTER, UNITED KINGDOM#UK#UKI2#40118#53.5#-2.21667#-2602512#1445;4#MANCHESTER, MANCHESTER, UNITED KINGDOM#UK#UKI2#40118#53.5#-2.21667#-2602512#2961;1#UNITED KINGDOM#UK#UK##54#-4#UK#435;1#UNITED KINGDOM#UK#UK##54#-4#UK#849;1#UNITED KINGDOM#UK#UK##54#-4#UK#887;1#UNITED KINGDOM#UK#UK##54#-4#UK#1461;1#UNITED KINGDOM#UK#UK##54#-4#UK#2043;1#UNITED KINGDOM#UK#UK##54#-4#UK#2977;1#UNITED KINGDOM#UK#UK##54#-4#UK#3436;5#ESSEX, ESSEX, UNITED KINGDOM#UK#UKE4#40108#51.8333#0.583333#-2595724#833;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#3420;1#HONG KONG#HK#HK##22.25#114.166667#HK#2608;1#ICELAND#IC#IC##65#-18#IC#709;1#ICELAND#IC#IC##65#-18#IC#763;1#CHINA#CH#CH##35#105#CH#2164;1#CHINA#CH#CH##35#105#CH#2660;4#WALTHAM ABBEY, ESSEX, UNITED KINGDOM#UK#UKE4#40114#51.6833#0.016667#-2610826#871","James Cleverly,2085;Michael Blake,231;Michael Blake,474;Michael Blake,532;Herbert Kleber,2712",cavendish press michael blake;manchester crown court,"Cavendish Press Michael Blake,474","-8.49673202614379,2.28758169934641,10.7843137254902,13.0718954248366,25.6535947712418,0.816993464052288,576",,"Rosie Talland,183;Michael Blake,253;Cavendish Press,477;Michael Blake,494;Miss Talland,804;Waltham Abbey,911;United Kingdom,2032;Google Doodle,2668;Manchester Crown Court,2915;Miss Talland,3029;Cavendish Press,3191;Miss Talland,3323","29,months after he cut,34;17,month relationship with Michael,171;76,times,221;29,months,431;29,months / Credit,487;16,arrested for,1964;29,months,2496;76,times,2879;"
