date,tone,daily_avg_tone,london_mentions,crime_mentions,crime_keyword_count,crime_types,crime_type,headline,headline_is_duplicate,V1DOCUMENTIDENTIFIER,V2ENHANCEDTHEMES,V2SOURCECOMMONNAME,GKGRECORDID,V2.1COUNTS,V1THEMES,V1LOCATIONS,V2ENHANCEDLOCATIONS,V2ENHANCEDPERSONS,V1ORGANIZATIONS,V2ENHANCEDORGANIZATIONS,V1.5TONE,V2.1SOCIALVIDEOEMBEDS,V2.1ALLNAMES,V2.1AMOUNTS
2022-07-01 07:15:00,-3.16027088036117,-2.757174894797425,3,34,1,SEXUAL OFFENCES,SEXUAL OFFENCES,Man cornered and sexually assaulted woman in McDonald's car park after night out,False,https://www.mylondon.news/news/east-london-news/man-sexually-assaulted-woman-mcdonalds-24369424,"TAX_FNCACT_WOMAN,49;TAX_FNCACT_WOMAN,218;TAX_FNCACT_WOMAN,353;TAX_FNCACT_WOMAN,566;TAX_FNCACT_WOMAN,841;TAX_FNCACT_WOMAN,1088;TAX_FNCACT_WOMAN,1311;UNGP_CRIME_VIOLENCE,2122;TAX_ETHNICITY_ASIAN,158;TAX_ETHNICITY_ASIAN,869;MANMADE_DISASTER_IMPLIED,1396;MANMADE_DISASTER_IMPLIED,1586;WB_2024_ANTI_CORRUPTION_AUTHORITIES,2303;WB_696_PUBLIC_SECTOR_MANAGEMENT,2303;WB_840_JUSTICE,2303;WB_2025_INVESTIGATION,2303;WB_831_GOVERNANCE,2303;WB_832_ANTI_CORRUPTION,2303;WB_1014_CRIMINAL_JUSTICE,2303;TAX_FNCACT_SPECIALIST,2209;TAX_FNCACT_CONSTABLE,987;TAX_FNCACT_VICTIM,2108;TAX_FNCACT_DETECTIVE,977;RAPE,95;RAPE,523;RAPE,1245;ARREST,1270;CRISISLEX_CRISISLEXREC,122;CRISISLEX_CRISISLEXREC,643;CRISISLEX_CRISISLEXREC,1077;TAX_MILITARY_TITLE_OFFICERS,2218;TAX_FNCACT_OFFICERS,2218;UNGP_FORESTS_RIVERS_OCEANS,2137;CRISISLEX_T11_UPDATESSYMPATHY,115;CRISISLEX_T11_UPDATESSYMPATHY,1070;SECURITY_SERVICES,6;SECURITY_SERVICES,333;SECURITY_SERVICES,793;SECURITY_SERVICES,2189;TAX_FNCACT_POLICE,6;TAX_FNCACT_POLICE,333;TAX_FNCACT_POLICE,793;TAX_FNCACT_POLICE,2189;CRISISLEX_C07_SAFETY,6;CRISISLEX_C07_SAFETY,333;CRISISLEX_C07_SAFETY,793;CRISISLEX_C07_SAFETY,2189;TAX_FNCACT_MAN,28;TAX_FNCACT_MAN,130;TAX_FNCACT_MAN,502;TAX_FNCACT_MAN,719;TAX_FNCACT_MAN,825;TAX_FNCACT_MAN,1263;TAX_FNCACT_MAN,2006;TAX_FNCACT_DRIVERS,1491;",MYLONDON.NEWS,20220701071500-757,,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_MAN;TAX_FNCACT_WOMAN;RAPE;CRISISLEX_T11_UPDATESSYMPATHY;CRISISLEX_CRISISLEXREC;TAX_ETHNICITY;TAX_ETHNICITY_ASIAN;TAX_FNCACT_DETECTIVE;TAX_FNCACT_CONSTABLE;ARREST;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_DRIVERS;TAX_FNCACT_VICTIM;UNGP_CRIME_VIOLENCE;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_SPECIALIST;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;,"4#SILVERTOWN, NEWHAM, UNITED KINGDOM#UK#UKI8#51.5#0.033333#-2607825;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889","4#SILVERTOWN, NEWHAM, UNITED KINGDOM#UK#UKI8#40110#51.5#0.033333#-2607825#423;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#1321","Matt Wilson,999",morrisons;mcdonalds,"Morrisons,774;Mcdonalds,66;Mcdonalds,246;Mcdonalds,409;Mcdonalds,1532","-3.16027088036117,1.12866817155756,4.28893905191874,5.4176072234763,25.9593679458239,1.58013544018059,419",,"Metropolitan Police,359;Silvertown Way,453;Canning Town,471;Constable Matt Wilson,1049;North East Safeguarding Unit,1092","101,with the reference 3228,1947;"
2022-07-01 11:00:00,-2.45535714285714,-2.757174894797425,7,18,1,VIOLENCE AGAINST THE PERSON,VIOLENCE AGAINST THE PERSON,Zara Aleena 'dragged into driveway before being kicked & stamped to death',False,https://www.thesun.co.uk/news/19058931/zara-aleena-killer-jordan-mcsweeney-court/,"TAX_FNCACT_WOMAN,1489;TAX_FNCACT_WOMAN,1532;TAX_FNCACT_WOMAN,1832;CRISISLEX_T11_UPDATESSYMPATHY,1636;WB_696_PUBLIC_SECTOR_MANAGEMENT,1324;WB_840_JUSTICE,1324;TAX_WORLDMAMMALS_HUMAN,1911;CRISISLEX_CRISISLEXREC,71;CRISISLEX_CRISISLEXREC,1337;CRISISLEX_CRISISLEXREC,1666;CRISISLEX_CRISISLEXREC,2531;CRISISLEX_CRISISLEXREC,2563;TAX_FNCACT_LAWYER,1264;TAX_FNCACT_LAWYER,1718;TAX_FNCACT_LAWYER,2476;TAX_DISEASE_HEAD_INJURIES,421;TAX_FNCACT_PARAMEDICS,892;KILL,317;KILL,1567;CRISISLEX_T03_DEAD,317;CRISISLEX_T03_DEAD,1567;CRISISLEX_O02_RESPONSEAGENCIESATCRISIS,697;RAPE,561;UNGP_CRIME_VIOLENCE,561;USPEC_POLITICS_GENERAL1,1761;WB_1428_INJURY,421;WB_1428_INJURY,965;WB_1406_DISEASES,421;WB_1406_DISEASES,965;WB_621_HEALTH_NUTRITION_AND_POPULATION,421;WB_621_HEALTH_NUTRITION_AND_POPULATION,965;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY,421;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY,965;CRISISLEX_T02_INJURED,421;CRISISLEX_T02_INJURED,965;TRIAL,537;SOC_GENERALCRIME,537;LEGISLATION,5;EPU_POLICY_LAW,5;TAX_FNCACT_MAN,1576;TAX_FNCACT_PROSECUTOR,846;TAX_FNCACT_PROSECUTOR,1067;CRISISLEX_C07_SAFETY,846;CRISISLEX_C07_SAFETY,1067;ARREST,1166;",THESUN.CO.UK,20220701110000-689,"KILL#52#nd woman#4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-2601889#1517;CRISISLEX_T03_DEAD#52#nd woman#4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-2601889#1517;",LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;CRISISLEX_CRISISLEXREC;KILL;CRISISLEX_T03_DEAD;WB_1428_INJURY;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;CRISISLEX_T02_INJURED;TAX_DISEASE;TAX_DISEASE_HEAD_INJURIES;TRIAL;SOC_GENERALCRIME;RAPE;UNGP_CRIME_VIOLENCE;CRISISLEX_O02_RESPONSEAGENCIESATCRISIS;TAX_FNCACT;TAX_FNCACT_PROSECUTOR;CRISISLEX_C07_SAFETY;TAX_FNCACT_PARAMEDICS;ARREST;TAX_FNCACT_LAWYER;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;TAX_FNCACT_WOMAN;TAX_FNCACT_MAN;CRISISLEX_T11_UPDATESSYMPATHY;USPEC_POLITICS_GENERAL1;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;,"4#ILFORD, REDBRIDGE, UNITED KINGDOM#UK#UKK8#51.5597#0.070805#-2599348;1#UNITED KINGDOM#UK#UK#54#-4#UK;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889","1#UNITED KINGDOM#UK#UK##54#-4#UK#202;1#UNITED KINGDOM#UK#UK##54#-4#UK#232;1#UNITED KINGDOM#UK#UK##54#-4#UK#1446;1#UNITED KINGDOM#UK#UK##54#-4#UK#1515;1#UNITED KINGDOM#UK#UK##54#-4#UK#1554;4#ILFORD, REDBRIDGE, UNITED KINGDOM#UK#UKK8#40110#51.5597#0.070805#-2599348#186;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#216;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#1430;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#1499","Zara Aleena,144;Zara Aleena,306;Sabina Nessa,1404",,,"-2.45535714285714,4.6875,7.14285714285714,11.8303571428571,25,0.446428571428571,419",,"East London,213;Old Bailey,355;Cranbrook Road,739;Old Bailey,1207;Royal Courts,1322;Sabina Nessa,1412;Sarah Everard,1430;United Kingdom,1537",
2022-07-01 11:15:00,-2.77078085642317,-2.757174894797425,3,24,1,SEXUAL OFFENCES,SEXUAL OFFENCES,"Woman, 24, sexually assaulted in McDonald's carpark as cops release e-fit",False,https://www.thesun.co.uk/news/19057305/woman-sexually-assaulted-in-mcdonalds-carpark/,"TAX_FNCACT_WOMAN,66;TAX_FNCACT_WOMAN,707;TAX_FNCACT_WOMAN,976;UNGP_CRIME_VIOLENCE,1879;TAX_ETHNICITY_ASIAN,751;MANMADE_DISASTER_IMPLIED,499;MANMADE_DISASTER_IMPLIED,1170;MANMADE_DISASTER_IMPLIED,1360;WB_2024_ANTI_CORRUPTION_AUTHORITIES,2062;WB_696_PUBLIC_SECTOR_MANAGEMENT,2062;WB_840_JUSTICE,2062;WB_2025_INVESTIGATION,2062;WB_831_GOVERNANCE,2062;WB_832_ANTI_CORRUPTION,2062;WB_1014_CRIMINAL_JUSTICE,2062;TAX_FNCACT_SPECIALIST,1968;TAX_FNCACT_CONSTABLE,869;TAX_FNCACT_VICTIM,102;TAX_FNCACT_VICTIM,1865;TAX_FNCACT_DETECTIVE,859;RAPE,58;RAPE,564;RAPE,1133;CRISISLEX_C05_NEED_OF_SHELTERS,641;CRISISLEX_CRISISLEXREC,965;TAX_MILITARY_TITLE_OFFICERS,1977;TAX_FNCACT_OFFICERS,1977;UNGP_FORESTS_RIVERS_OCEANS,1894;CRISISLEX_T11_UPDATESSYMPATHY,958;SECURITY_SERVICES,239;SECURITY_SERVICES,1946;TAX_FNCACT_POLICE,239;TAX_FNCACT_POLICE,1946;CRISISLEX_C07_SAFETY,4;TAX_FNCACT_MAN,35;TAX_FNCACT_MAN,261;TAX_FNCACT_MAN,543;TAX_FNCACT_MAN,1765;TAX_FNCACT_DRIVERS,1265;",THESUN.CO.UK,20220701111500-982,,CRISISLEX_C07_SAFETY;TAX_FNCACT;TAX_FNCACT_MAN;RAPE;TAX_FNCACT_WOMAN;TAX_FNCACT_VICTIM;SECURITY_SERVICES;TAX_FNCACT_POLICE;MANMADE_DISASTER_IMPLIED;CRISISLEX_C05_NEED_OF_SHELTERS;TAX_ETHNICITY;TAX_ETHNICITY_ASIAN;TAX_FNCACT_DETECTIVE;TAX_FNCACT_CONSTABLE;CRISISLEX_T11_UPDATESSYMPATHY;CRISISLEX_CRISISLEXREC;TAX_FNCACT_DRIVERS;UNGP_CRIME_VIOLENCE;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_SPECIALIST;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;,"4#SILVERTOWN, NEWHAM, UNITED KINGDOM#UK#UKI8#51.5#0.033333#-2607825;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889","4#SILVERTOWN, NEWHAM, UNITED KINGDOM#UK#UKI8#40110#51.5#0.033333#-2607825#409;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#213","Matt Wilson,881",morrisons;mcdonald;mcdonalds,"Morrisons,682;Mcdonald,80;Mcdonalds,1306","-2.77078085642317,1.7632241813602,4.53400503778338,6.29722921914358,27.7078085642317,1.7632241813602,378",,"Silvertown Way,407;Constable Matt Wilson,872;North East Safeguarding Unit,915","30000000,this morning,142;101,with the reference 3228,1740;"
