date,tone,daily_avg_tone,london_mentions,crime_mentions,crime_keyword_count,crime_types,crime_type,headline,headline_is_duplicate,V1DOCUMENTIDENTIFIER,V2ENHANCEDTHEMES,V2SOURCECOMMONNAME,GKGRECORDID,V2.1COUNTS,V1THEMES,V1LOCATIONS,V2ENHANCEDLOCATIONS,V2ENHANCEDPERSONS,V1ORGANIZATIONS,V2ENHANCEDORGANIZATIONS,V1.5TONE,V2.1SOCIALVIDEOEMBEDS,V2.1ALLNAMES,V2.1AMOUNTS
2023-01-01 12:30:00,-6.06060606060606,-0.7496909904184984,2,31,1,VIOLENCE AGAINST THE PERSON,VIOLENCE AGAINST THE PERSON,"Glasgow Airport terrorism attack led to concern for NHS workers, papers show",False,https://www.dailyrecord.co.uk/news/politics/glasgow-airport-terrorism-attack-led-28850946,"ECON_PROPANE,207;MANMADE_DISASTER_IMPLIED,187;MANMADE_DISASTER_IMPLIED,702;TERROR,335;ARMEDCONFLICT,335;KILL,628;TAX_FNCACT_SOLICITOR,2204;TRIAL,802;TRIAL,994;TAX_FNCACT_SPECIALIST,446;SOC_GENERALCRIME,823;SOC_POINTSOFINTEREST_HOSPITAL,410;CRISISLEX_C03_WELLBEING_HEALTH,410;GENERAL_HEALTH,378;GENERAL_HEALTH,1432;MEDICAL,378;MEDICAL,1432;TAX_FNCACT_DOCTOR,378;TAX_FNCACT_DOCTOR,1432;TAX_DISEASE_DIABETES,435;TAX_CHRONICDISEASE_DIABETES,435;WB_1433_DIABETES,435;CRISISLEX_T03_DEAD,267;WB_2670_JOBS,1751;TAX_FNCACT_MINISTER,1492;SOC_POINTSOFINTEREST_PRISON,853;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM,853;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,853;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,853;WB_2490_NATIONAL_PROTECTION_AND_SECURITY,853;TAX_ETHNICITY_SCOTTISH,8;TAX_WEAPONS_BOMBS,708;CRISISLEX_T01_CAUTION_ADVICE,708;CRISISLEX_CRISISLEXREC,126;CRISISLEX_CRISISLEXREC,158;CRISISLEX_CRISISLEXREC,462;CRISISLEX_CRISISLEXREC,526;CRISISLEX_CRISISLEXREC,666;CRISISLEX_CRISISLEXREC,1193;CRISISLEX_CRISISLEXREC,1615;UNGP_FORESTS_RIVERS_OCEANS,1894;UNGP_FORESTS_RIVERS_OCEANS,2155;ARREST,567;SOC_POINTSOFINTEREST_AIRPORT,119;SOC_POINTSOFINTEREST_AIRPORT,243;WB_135_TRANSPORT,119;WB_135_TRANSPORT,243;WB_1803_TRANSPORT_INFRASTRUCTURE,119;WB_1803_TRANSPORT_INFRASTRUCTURE,243;WB_1804_AIRPORTS,119;WB_1804_AIRPORTS,243;TAX_FNCACT_MINISTERS,18;TAX_FNCACT_MINISTERS,1125;TAX_FNCACT_MINISTERS,1289;TAX_FNCACT_MINISTERS,1457;TAX_FNCACT_MINISTERS,2466;SECURITY_SERVICES,551;SECURITY_SERVICES,2248;TAX_FNCACT_POLICE,551;TAX_FNCACT_POLICE,2248;CRISISLEX_C07_SAFETY,551;CRISISLEX_C07_SAFETY,2248;TAX_FNCACT_PROCURATORS,2478;CRISISLEX_O02_RESPONSEAGENCIESATCRISIS,1988;TAX_FNCACT_WORKERS,1340;TAX_FNCACT_WORKERS,1668;WB_1428_INJURY,300;WB_1428_INJURY,642;WB_1406_DISEASES,300;WB_1406_DISEASES,642;WB_621_HEALTH_NUTRITION_AND_POPULATION,300;WB_621_HEALTH_NUTRITION_AND_POPULATION,642;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY,300;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY,642;CRISISLEX_T02_INJURED,300;CRISISLEX_T02_INJURED,642;WB_1305_HEALTH_SERVICES_DELIVERY,956;WB_1305_HEALTH_SERVICES_DELIVERY,1232;WB_1305_HEALTH_SERVICES_DELIVERY,1601;RELEASE_HOSTAGE,1025;",DAILYRECORD.CO.UK,20230101123000-347,,TAX_ETHNICITY;TAX_ETHNICITY_SCOTTISH;TAX_FNCACT;TAX_FNCACT_MINISTERS;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_1804_AIRPORTS;CRISISLEX_CRISISLEXREC;MANMADE_DISASTER_IMPLIED;ECON_PROPANE;CRISISLEX_T03_DEAD;WB_1428_INJURY;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;CRISISLEX_T02_INJURED;TERROR;ARMEDCONFLICT;GENERAL_HEALTH;MEDICAL;TAX_FNCACT_DOCTOR;SOC_POINTSOFINTEREST_HOSPITAL;CRISISLEX_C03_WELLBEING_HEALTH;TAX_DISEASE;TAX_DISEASE_DIABETES;TAX_CHRONICDISEASE;TAX_CHRONICDISEASE_DIABETES;WB_1433_DIABETES;TAX_FNCACT_SPECIALIST;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;ARREST;KILL;TAX_WEAPONS;TAX_WEAPONS_BOMBS;CRISISLEX_T01_CAUTION_ADVICE;TRIAL;SOC_GENERALCRIME;SOC_POINTSOFINTEREST_PRISON;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;WB_1305_HEALTH_SERVICES_DELIVERY;RELEASE_HOSTAGE;TAX_FNCACT_WORKERS;TAX_FNCACT_MINISTER;WB_2670_JOBS;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_O02_RESPONSEAGENCIESATCRISIS;TAX_FNCACT_SOLICITOR;TAX_FNCACT_PROCURATORS;,"4#GLASGOW, GLASGOW CITY, UNITED KINGDOM#UK#UKV2#55.8333#-4.25#-2597039;1#IRAQ#IZ#IZ#33#44#IZ;1#UNITED KINGDOM#UK#UK#54#-4#UK;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889","1#SCOTLAND#UK#UK##54#-4#UK#1057;1#SCOTLAND#UK#UK##54#-4#UK#2183;1#IRAQ#IZ#IZ##33#44#IZ#1440;4#GLASGOW, GLASGOW CITY, UNITED KINGDOM#UK#UKV2#40176#55.8333#-4.25#-2597039#95;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#729","Bilal Abdullah,352;Kafeel Ahmed,606;Alex Salmond,1505",national records of scotland,"National Records Of Scotland,1057","-6.06060606060606,1.3986013986014,7.45920745920746,8.85780885780886,17.7156177156177,0,410",,"Glasgow Airport,104;Bilal Abdullah,374;Royal Alexandra Hospital,435;Kafeel Ahmed,632;National Records,1071;Alex Salmond,1553;Frank Mulholland,2288","2,men rammed a car,142;5,people,256;"
2023-01-01 13:30:00,-4.67706013363029,-0.7496909904184984,3,17,1,SEXUAL OFFENCES,SEXUAL OFFENCES,Andrew braces as sex abuse accuser’s gag lifts in DAYS after ‘£3m settlement’,False,https://www.thesun.co.uk/news/20911076/prince-andrew-virginia-giuffre-gag-lifts-settlement/,"TAX_FNCACT_QUEEN,1319;TAX_FNCACT_QUEEN,2363;TAX_WORLDLANGUAGES_DUKE_OF_YORK,503;TAX_WORLDLANGUAGES_DUKE_OF_YORK,569;TAX_WORLDLANGUAGES_DUKE_OF_YORK,763;TAX_FNCACT_VICTIM,626;TAX_FNCACT_VICTIM,1159;TAX_FNCACT_PRINCE,6;TAX_FNCACT_PRINCE,253;TAX_FNCACT_PRINCE,353;TAX_FNCACT_PRINCE,2049;TAX_DISEASE_GAGGING,144;TAX_DISEASE_GAGGING,317;TAX_DISEASE_GAGGING,417;HUMAN_TRAFFICKING,645;WB_2458_HUMAN_TRAFFICKING,645;WB_2453_ORGANIZED_CRIME,645;WB_2433_CONFLICT_AND_VIOLENCE,645;WB_2442_SEXUAL_TRAFICKING,645;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,645;TAX_FNCACT_FINANCIER,688;TAX_FNCACT_PAEDOPHILE,678;NEGOTIATIONS,985;SOC_EXPRESSREGRET,1180;TAX_WORLDLANGUAGES_MAITLIS,1877;MEDIA_MSM,1433;TAX_FNCACT_LAWYERS,974;RAPE,45;RAPE,288;RAPE,388;TRIAL,892;TAX_FNCACT_KING,2458;UNGP_CRIME_VIOLENCE,511;UNGP_CRIME_VIOLENCE,577;TAX_FNCACT_PRINCESS,2230;USPEC_POLITICS_GENERAL1,2176;",THESUN.CO.UK,20230101133000-98,,TAX_FNCACT;TAX_FNCACT_PRINCE;RAPE;TAX_DISEASE;TAX_DISEASE_GAGGING;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_DUKE_OF_YORK;UNGP_CRIME_VIOLENCE;TAX_FNCACT_VICTIM;HUMAN_TRAFFICKING;WB_2458_HUMAN_TRAFFICKING;WB_2453_ORGANIZED_CRIME;WB_2433_CONFLICT_AND_VIOLENCE;WB_2442_SEXUAL_TRAFICKING;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;TAX_FNCACT_PAEDOPHILE;TAX_FNCACT_FINANCIER;TRIAL;TAX_FNCACT_LAWYERS;NEGOTIATIONS;SOC_EXPRESSREGRET;TAX_FNCACT_QUEEN;MEDIA_MSM;TAX_WORLDLANGUAGES_MAITLIS;USPEC_POLITICS_GENERAL1;TAX_FNCACT_PRINCESS;TAX_FNCACT_KING;,"2#VIRGINIA, UNITED STATES#US#USVA#37.768#-78.2057#VA;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889;1#VIRGIN ISLANDS#VQ#VQ#18.3333#-64.8333#VQ;4#BUCKINGHAM PALACE, WESTMINSTER, UNITED KINGDOM#UK#UKP5#51.5#-0.133333#-2591190","2#VIRGINIA, UNITED STATES#US#USVA##37.768#-78.2057#VA#128;2#VIRGINIA, UNITED STATES#US#USVA##37.768#-78.2057#VA#470;2#VIRGINIA, UNITED STATES#US#USVA##37.768#-78.2057#VA#530;4#BUCKINGHAM PALACE, WESTMINSTER, UNITED KINGDOM#UK#UKP5#40110#51.5#-0.133333#-2591190#2419;1#VIRGIN ISLANDS#VQ#VQ##18.3333#-64.8333#VQ#1812;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#1694","Emily Maitlis,1877;Ghislaine Maxwell,731;Jeffrey Epstein,704;King Charles,2466",pizza express,"Pizza Express,2161","-4.67706013363029,4.23162583518931,8.9086859688196,13.1403118040089,23.6080178173719,0,413",,"Virginia Giuffre,140;Prince Andrew,374;Virginia Giuffre,501;Jeffrey Epstein,738;Platinum Jubilee,1411;Pizza Express,2269;Buckingham Palace,2539;King Charles,2570","3,separate occasions,1353;"
2023-01-01 13:30:00,-4.3010752688172,-0.7496909904184984,3,31,2,"BURGLARY, THEFT",BURGLARY,Luxury £110k BMW stolen in burglary found dumped miles away,False,https://www.birminghammail.co.uk/news/midlands-news/luxury-110k-bmw-stolen-sutton-25872474,"CRIME_COMMON_ROBBERY,999;CRIME_COMMON_ROBBERY,1265;WB_696_PUBLIC_SECTOR_MANAGEMENT,482;WB_696_PUBLIC_SECTOR_MANAGEMENT,1082;WB_840_JUSTICE,482;WB_840_JUSTICE,1082;WB_1014_CRIMINAL_JUSTICE,482;WB_1014_CRIMINAL_JUSTICE,1082;TAX_FNCACT_BURGLARS,17;CRISISLEX_C07_SAFETY,17;CRISISLEX_T11_UPDATESSYMPATHY,820;TAX_MILITARY_TITLE_OFFICERS,359;TAX_FNCACT_OFFICERS,359;ORGANIZED_CRIME,653;WB_2453_ORGANIZED_CRIME,653;WB_2433_CONFLICT_AND_VIOLENCE,653;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,653;SECURITY_SERVICES,304;SECURITY_SERVICES,1183;TAX_FNCACT_POLICE,304;TAX_FNCACT_POLICE,1183;TAX_WEAPONS_GUN,627;SOC_GENERALCRIME,653;EPU_CATS_MIGRATION_FEAR_FEAR,653;TAX_FNCACT_SPOKESMAN,1142;",BIRMINGHAMMAIL.CO.UK,20230101133000-351,,TAX_FNCACT;TAX_FNCACT_BURGLARS;CRISISLEX_C07_SAFETY;SECURITY_SERVICES;TAX_FNCACT_POLICE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1014_CRIMINAL_JUSTICE;TAX_WEAPONS;TAX_WEAPONS_GUN;SOC_GENERALCRIME;EPU_CATS_MIGRATION_FEAR_FEAR;ORGANIZED_CRIME;WB_2453_ORGANIZED_CRIME;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;CRISISLEX_T11_UPDATESSYMPATHY;CRIME_COMMON_ROBBERY;TAX_FNCACT_SPOKESMAN;,"4#ERDINGTON, BIRMINGHAM, UNITED KINGDOM#UK#UKA7#52.5333#-1.81667#-2595661;4#SUTTON COLDFIELD, BIRMINGHAM, UNITED KINGDOM#UK#UKA7#52.5667#-1.81667#-2609166;4#WEST MIDLANDS, UNITED KINGDOM (GENERAL), UNITED KINGDOM#UK#UK00#52.5#-1.96667#-2611326;4#SOLIHULL, SOLIHULL, UNITED KINGDOM#UK#UKM2#52.4167#-1.78333#-2608104","4#SUTTON COLDFIELD, BIRMINGHAM, UNITED KINGDOM#UK#UKA7#40136#52.5667#-1.81667#-2609166#55;4#SUTTON COLDFIELD, BIRMINGHAM, UNITED KINGDOM#UK#UKA7#40136#52.5667#-1.81667#-2609166#1019;4#SUTTON COLDFIELD, BIRMINGHAM, UNITED KINGDOM#UK#UKA7#40136#52.5667#-1.81667#-2609166#1301;4#ERDINGTON, BIRMINGHAM, UNITED KINGDOM#UK#UKA7#40136#52.5333#-1.81667#-2595661#701;4#WEST MIDLANDS, UNITED KINGDOM (GENERAL), UNITED KINGDOM#UK#UK00#40136#52.5#-1.96667#-2611326#281;4#WEST MIDLANDS, UNITED KINGDOM (GENERAL), UNITED KINGDOM#UK#UK00#40136#52.5#-1.96667#-2611326#1160;4#SOLIHULL, SOLIHULL, UNITED KINGDOM#UK#UKM2#40136#52.4167#-1.78333#-2608104#421;4#SOLIHULL, SOLIHULL, UNITED KINGDOM#UK#UKM2#40136#52.4167#-1.78333#-2608104#941;4#SOLIHULL, SOLIHULL, UNITED KINGDOM#UK#UKM2#40136#52.4167#-1.78333#-2608104#1410",,birmingham east neighbourhood task;rover;midlands police,"Birmingham East Neighbourhood Task,596;Rover,841","-4.3010752688172,0.716845878136201,5.01792114695341,5.73476702508961,20.4301075268817,1.7921146953405,270",,"Sutton Coldfield,56;Cremorne Road,159;Mere Green,177;West Midlands Police,313;Mereside Way,431;Birmingham East Neighbourhood Task Force,608;Hall Green,753;Range Rover,842;Mereside Way,938;Sutton Coldfield,1014;West Midlands Police,1152;Cremorne Road,1255;Live Chat,1597","10000000,on Friday,258;12,miles away,314;10000000,on Friday,1049;"
2023-01-01 13:30:00,-4.3010752688172,-0.7496909904184984,3,31,2,"BURGLARY, THEFT",THEFT,Luxury £110k BMW stolen in burglary found dumped miles away,False,https://www.birminghammail.co.uk/news/midlands-news/luxury-110k-bmw-stolen-sutton-25872474,"CRIME_COMMON_ROBBERY,999;CRIME_COMMON_ROBBERY,1265;WB_696_PUBLIC_SECTOR_MANAGEMENT,482;WB_696_PUBLIC_SECTOR_MANAGEMENT,1082;WB_840_JUSTICE,482;WB_840_JUSTICE,1082;WB_1014_CRIMINAL_JUSTICE,482;WB_1014_CRIMINAL_JUSTICE,1082;TAX_FNCACT_BURGLARS,17;CRISISLEX_C07_SAFETY,17;CRISISLEX_T11_UPDATESSYMPATHY,820;TAX_MILITARY_TITLE_OFFICERS,359;TAX_FNCACT_OFFICERS,359;ORGANIZED_CRIME,653;WB_2453_ORGANIZED_CRIME,653;WB_2433_CONFLICT_AND_VIOLENCE,653;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,653;SECURITY_SERVICES,304;SECURITY_SERVICES,1183;TAX_FNCACT_POLICE,304;TAX_FNCACT_POLICE,1183;TAX_WEAPONS_GUN,627;SOC_GENERALCRIME,653;EPU_CATS_MIGRATION_FEAR_FEAR,653;TAX_FNCACT_SPOKESMAN,1142;",BIRMINGHAMMAIL.CO.UK,20230101133000-351,,TAX_FNCACT;TAX_FNCACT_BURGLARS;CRISISLEX_C07_SAFETY;SECURITY_SERVICES;TAX_FNCACT_POLICE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1014_CRIMINAL_JUSTICE;TAX_WEAPONS;TAX_WEAPONS_GUN;SOC_GENERALCRIME;EPU_CATS_MIGRATION_FEAR_FEAR;ORGANIZED_CRIME;WB_2453_ORGANIZED_CRIME;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;CRISISLEX_T11_UPDATESSYMPATHY;CRIME_COMMON_ROBBERY;TAX_FNCACT_SPOKESMAN;,"4#ERDINGTON, BIRMINGHAM, UNITED KINGDOM#UK#UKA7#52.5333#-1.81667#-2595661;4#SUTTON COLDFIELD, BIRMINGHAM, UNITED KINGDOM#UK#UKA7#52.5667#-1.81667#-2609166;4#WEST MIDLANDS, UNITED KINGDOM (GENERAL), UNITED KINGDOM#UK#UK00#52.5#-1.96667#-2611326;4#SOLIHULL, SOLIHULL, UNITED KINGDOM#UK#UKM2#52.4167#-1.78333#-2608104","4#SUTTON COLDFIELD, BIRMINGHAM, UNITED KINGDOM#UK#UKA7#40136#52.5667#-1.81667#-2609166#55;4#SUTTON COLDFIELD, BIRMINGHAM, UNITED KINGDOM#UK#UKA7#40136#52.5667#-1.81667#-2609166#1019;4#SUTTON COLDFIELD, BIRMINGHAM, UNITED KINGDOM#UK#UKA7#40136#52.5667#-1.81667#-2609166#1301;4#ERDINGTON, BIRMINGHAM, UNITED KINGDOM#UK#UKA7#40136#52.5333#-1.81667#-2595661#701;4#WEST MIDLANDS, UNITED KINGDOM (GENERAL), UNITED KINGDOM#UK#UK00#40136#52.5#-1.96667#-2611326#281;4#WEST MIDLANDS, UNITED KINGDOM (GENERAL), UNITED KINGDOM#UK#UK00#40136#52.5#-1.96667#-2611326#1160;4#SOLIHULL, SOLIHULL, UNITED KINGDOM#UK#UKM2#40136#52.4167#-1.78333#-2608104#421;4#SOLIHULL, SOLIHULL, UNITED KINGDOM#UK#UKM2#40136#52.4167#-1.78333#-2608104#941;4#SOLIHULL, SOLIHULL, UNITED KINGDOM#UK#UKM2#40136#52.4167#-1.78333#-2608104#1410",,birmingham east neighbourhood task;rover;midlands police,"Birmingham East Neighbourhood Task,596;Rover,841","-4.3010752688172,0.716845878136201,5.01792114695341,5.73476702508961,20.4301075268817,1.7921146953405,270",,"Sutton Coldfield,56;Cremorne Road,159;Mere Green,177;West Midlands Police,313;Mereside Way,431;Birmingham East Neighbourhood Task Force,608;Hall Green,753;Range Rover,842;Mereside Way,938;Sutton Coldfield,1014;West Midlands Police,1152;Cremorne Road,1255;Live Chat,1597","10000000,on Friday,258;12,miles away,314;10000000,on Friday,1049;"
2023-01-01 16:00:00,-3.16205533596838,-0.7496909904184984,2,24,1,DRUG OFFENCES,DRUG OFFENCES,Covid virus can be cut to pieces by molecular 'scissors' in drugs to protect us,False,https://www.mirror.co.uk/news/health/covid-virus-could-cut-pieces-28852262,"CRISISLEX_C03_WELLBEING_HEALTH,1886;TAX_FNCACT_PARAMEDICS,1870;EDUCATION,52;SOC_POINTSOFINTEREST_UNIVERSITIES,52;CRISISLEX_T02_INJURED,1901;WB_1331_HEALTH_TECHNOLOGIES,429;WB_1331_HEALTH_TECHNOLOGIES,1856;WB_1331_HEALTH_TECHNOLOGIES,2733;WB_2453_ORGANIZED_CRIME,429;WB_2453_ORGANIZED_CRIME,1856;WB_2453_ORGANIZED_CRIME,2733;WB_1350_PHARMACEUTICALS,429;WB_1350_PHARMACEUTICALS,1856;WB_1350_PHARMACEUTICALS,2733;WB_2433_CONFLICT_AND_VIOLENCE,429;WB_2433_CONFLICT_AND_VIOLENCE,1856;WB_2433_CONFLICT_AND_VIOLENCE,2733;WB_621_HEALTH_NUTRITION_AND_POPULATION,429;WB_621_HEALTH_NUTRITION_AND_POPULATION,1856;WB_621_HEALTH_NUTRITION_AND_POPULATION,2733;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,429;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,1856;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,2733;WB_2456_DRUGS_AND_NARCOTICS,429;WB_2456_DRUGS_AND_NARCOTICS,1856;WB_2456_DRUGS_AND_NARCOTICS,2733;CRISISLEX_CRISISLEXREC,1338;TAX_ETHNICITY_CHOP,1269;KILL,602;GENERAL_HEALTH,1950;MEDICAL,1950;SOC_POINTSOFINTEREST_HOSPITAL,1950;HEALTH_PANDEMIC,2259;WB_635_PUBLIC_HEALTH,2259;WB_2165_HEALTH_EMERGENCIES,2259;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE,2259;WB_2167_PANDEMICS,2259;UNGP_HEALTHCARE,2259;TAX_DISEASE_CANCER,1368;WB_1406_DISEASES,1368;WB_1431_CANCER,1368;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY,1368;SCIENCE,497;TAX_DISEASE_COVID_19,319;TAX_DISEASE_COVID,316;TAX_DISEASE_COVID,822;TAX_DISEASE_COVID,878;TAX_DISEASE_COVID,1907;TAX_DISEASE_COVID,2768;",MIRROR.CO.UK,20230101160000-514,,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;TAX_DISEASE;TAX_DISEASE_COVID-19;WB_1331_HEALTH_TECHNOLOGIES;WB_2453_ORGANIZED_CRIME;WB_1350_PHARMACEUTICALS;WB_2433_CONFLICT_AND_VIOLENCE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2456_DRUGS_AND_NARCOTICS;SCIENCE;KILL;TAX_DISEASE_COVID;TAX_ETHNICITY;TAX_ETHNICITY_CHOP;CRISISLEX_CRISISLEXREC;TAX_DISEASE_CANCER;WB_1406_DISEASES;WB_1431_CANCER;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;TAX_FNCACT;TAX_FNCACT_PARAMEDICS;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_T02_INJURED;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST_HOSPITAL;HEALTH_PANDEMIC;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_2167_PANDEMICS;UNGP_HEALTHCARE;,"4#CAMBRIDGE, CAMBRIDGESHIRE, UNITED KINGDOM#UK#UKC3#52.2#0.116667#-2591658;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889","4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#1925;4#CAMBRIDGE, CAMBRIDGESHIRE, UNITED KINGDOM#UK#UKC3#40098#52.2#0.116667#-2591658#215;4#CAMBRIDGE, CAMBRIDGESHIRE, UNITED KINGDOM#UK#UKC3#40098#52.2#0.116667#-2591658#1453","Pehuen Pereyra-Gerber,2368;Alex Taylor,1055",images group,"Images Group,920","-3.16205533596838,1.97628458498024,5.13833992094862,7.11462450592885,21.9367588932806,1.18577075098814,470",,"Images Group,953;Getty Images,970;Royal London Hospital,1979;Pehuen Pereyra-Gerber,2405","19,virus / This new,677;19,virus / Image,723;"
