date,tone,daily_avg_tone,london_mentions,crime_mentions,crime_keyword_count,crime_types,crime_type,headline,headline_is_duplicate,V1DOCUMENTIDENTIFIER,V2ENHANCEDTHEMES,V2SOURCECOMMONNAME,GKGRECORDID,V2.1COUNTS,V1THEMES,V1LOCATIONS,V2ENHANCEDLOCATIONS,V2ENHANCEDPERSONS,V1ORGANIZATIONS,V2ENHANCEDORGANIZATIONS,V1.5TONE,V2.1SOCIALVIDEOEMBEDS,V2.1ALLNAMES,V2.1AMOUNTS
2018-10-01 01:00:00,-9.00900900900901,-2.124806770811281,2,33,1,"POSSESSION OF WEAPONS, GUN CRIME",POSSESSION OF WEAPONS,Former IRA gunman calls PM to stop prosecution of army NI veterans,False,https://www.thesun.co.uk/news/7385650/former-ira-gunman-calls-on-theresa-may-to-stop-prosecution-of-elderly-british-veterans-over-northern-ireland-troubles/,"KILL,1929;TAX_POLITICAL_PARTY_REPUBLICANS,1516;MANMADE_DISASTER_IMPLIED,1857;MANMADE_DISASTER_IMPLIED,2109;SOC_POINTSOFINTEREST_SCHOOL,1857;SOC_POINTSOFINTEREST_SCHOOL,2109;EPU_CATS_NATIONAL_SECURITY,1410;EPU_CATS_NATIONAL_SECURITY,1446;TAX_FNCACT_WITCH,2536;CRISISLEX_T11_UPDATESSYMPATHY,1383;MILITARY,89;MILITARY,158;MILITARY,338;MILITARY,475;MILITARY,807;MILITARY,1328;MILITARY,2693;TAX_MILITARY_TITLE_SOLDIERS,89;TAX_MILITARY_TITLE_SOLDIERS,158;TAX_MILITARY_TITLE_SOLDIERS,338;TAX_MILITARY_TITLE_SOLDIERS,475;TAX_MILITARY_TITLE_SOLDIERS,807;TAX_MILITARY_TITLE_SOLDIERS,1328;TAX_MILITARY_TITLE_SOLDIERS,2693;TAX_FNCACT_SOLDIERS,89;TAX_FNCACT_SOLDIERS,158;TAX_FNCACT_SOLDIERS,338;TAX_FNCACT_SOLDIERS,475;TAX_FNCACT_SOLDIERS,807;TAX_FNCACT_SOLDIERS,1328;TAX_FNCACT_SOLDIERS,2693;CRISISLEX_C07_SAFETY,833;SOC_SUICIDE,2146;EXTREMISM,1598;WB_696_PUBLIC_SECTOR_MANAGEMENT,69;WB_840_JUSTICE,69;WB_1014_CRIMINAL_JUSTICE,69;TAX_FNCACT_VETERANS,1120;TAX_FNCACT_VETERANS,2566;TAX_MILITARY_TITLE_COMMANDER,697;TAX_FNCACT_COMMANDER,697;TAX_FNCACT_EXSERVICEMEN,298;ARREST,1844;SOC_GENERALCRIME,1844;TAX_MILITARY_TITLE_OFFICERS,1353;TAX_FNCACT_OFFICERS,1353;WB_1609_FOOD_AND_IN_KIND_TRANSFERS,2557;WB_1620_ELDERLY,2557;WB_1466_SOCIAL_ASSISTANCE,2557;WB_1618_FOOD_DISTRIBUTION,2557;WB_697_SOCIAL_PROTECTION_AND_LABOR,2557;REBELLION,1446;WB_739_POLITICAL_VIOLENCE_AND_CIVIL_WAR,1446;WB_738_SOCIAL_COHESION,1446;WB_134_SOCIAL_DEVELOPMENT,1446;TAX_FNCACT_POLICE,1344;TAX_FNCACT_OFFICIAL,683;GENERAL_GOVERNMENT,2400;EPU_POLICY_GOVERNMENT,2400;CRISISLEX_CRISISLEXREC,2063;EDUCATION,438;SOC_POINTSOFINTEREST_COLLEGE,438;TERROR,19;SECURITY_SERVICES,840;ARMEDCONFLICT,840;WB_2468_CONVENTIONAL_WAR,840;WB_2433_CONFLICT_AND_VIOLENCE,840;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,840;WB_2462_POLITICAL_VIOLENCE_AND_WAR,840;PROTEST,623;PROTEST,1268;GENERAL_HEALTH,1831;MEDICAL,1831;SOC_POINTSOFINTEREST_HOSPITAL,1831;CRISISLEX_C03_WELLBEING_HEALTH,1831;WB_2449_PARAMILITARIES,1096;WB_2445_NON_STATE_SECURITY_ACTORS,1096;TAX_FNCACT_ATTORNEY,2613;TAX_FNCACT_VICTIMS,2261;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE,2261;TAX_POLITICAL_PARTY_REPUBLICAN,1081;TAX_POLITICAL_PARTY_REPUBLICAN,2338;USPEC_POLITICS_GENERAL1,1081;USPEC_POLITICS_GENERAL1,2338;BULLYING,2117;TAX_MILITARY_TITLE_OFFICER,601;TAX_FNCACT_OFFICER,601;LEGISLATION,1571;EPU_POLICY_LAW,1571;TAX_FNCACT_MAN,1708;TRIAL,1921;TAX_WORLDARACHNIDS_TICK,2155;TAX_FNCACT_CHILDREN,2135;TAX_MILITARY_TITLE_COLONEL,508;TAX_FNCACT_COLONEL,508;UNGP_CRIME_VIOLENCE,1866;",THESUN.CO.UK,20181001010000-1574,"ARREST#2##4#Northern Ireland, Craigavon, United Kingdom#UK#UKR8#54.5#-6.5#-2604275#1833;SOC_GENERALCRIME#2##4#Northern Ireland, Craigavon, United Kingdom#UK#UKR8#54.5#-6.5#-2604275#1833;CRISISLEX_C07_SAFETY#2##4#Northern Ireland, Craigavon, United Kingdom#UK#UKR8#54.5#-6.5#-2604275#1833;",TERROR;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1014_CRIMINAL_JUSTICE;MILITARY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_SOLDIERS;TAX_FNCACT;TAX_FNCACT_SOLDIERS;TAX_FNCACT_EXSERVICEMEN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;TAX_MILITARY_TITLE_COLONEL;TAX_FNCACT_COLONEL;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;PROTEST;TAX_FNCACT_OFFICIAL;TAX_MILITARY_TITLE_COMMANDER;TAX_FNCACT_COMMANDER;CRISISLEX_C07_SAFETY;SECURITY_SERVICES;ARMEDCONFLICT;WB_2468_CONVENTIONAL_WAR;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2462_POLITICAL_VIOLENCE_AND_WAR;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REPUBLICAN;USPEC_POLITICS_GENERAL1;WB_2449_PARAMILITARIES;WB_2445_NON_STATE_SECURITY_ACTORS;TAX_FNCACT_VETERANS;TAX_FNCACT_POLICE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;CRISISLEX_T11_UPDATESSYMPATHY;EPU_CATS_NATIONAL_SECURITY;REBELLION;WB_739_POLITICAL_VIOLENCE_AND_CIVIL_WAR;WB_738_SOCIAL_COHESION;WB_134_SOCIAL_DEVELOPMENT;TAX_POLITICAL_PARTY_REPUBLICANS;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;EXTREMISM;TAX_FNCACT_MAN;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST_HOSPITAL;CRISISLEX_C03_WELLBEING_HEALTH;ARREST;SOC_GENERALCRIME;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST_SCHOOL;UNGP_CRIME_VIOLENCE;TRIAL;KILL;CRISISLEX_CRISISLEXREC;BULLYING;TAX_FNCACT_CHILDREN;SOC_SUICIDE;TAX_WORLDARACHNIDS;TAX_WORLDARACHNIDS_TICK;TAX_FNCACT_VICTIMS;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;TAX_FNCACT_WITCH;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1620_ELDERLY;WB_1466_SOCIAL_ASSISTANCE;WB_1618_FOOD_DISTRIBUTION;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_FNCACT_ATTORNEY;,"1#AFGHANISTAN#AF#AF#33#66#AF;5#HERTFORDSHIRE, HERTFORDSHIRE, UNITED KINGDOM#UK#UKF8#51.8333#-0.25#-2598579;1#UNITED KINGDOM#UK#UK#54#-4#UK;4#NORTHERN IRELAND, CRAIGAVON, UNITED KINGDOM#UK#UKR8#54.5#-6.5#-2604275","5#HERTFORDSHIRE, HERTFORDSHIRE, UNITED KINGDOM#UK#UKF8#40114#51.8333#-0.25#-2598579#930;4#NORTHERN IRELAND, CRAIGAVON, UNITED KINGDOM#UK#UKR8#40152#54.5#-6.5#-2604275#120;4#NORTHERN IRELAND, CRAIGAVON, UNITED KINGDOM#UK#UKR8#40152#54.5#-6.5#-2604275#1151;4#NORTHERN IRELAND, CRAIGAVON, UNITED KINGDOM#UK#UKR8#40152#54.5#-6.5#-2604275#2285;4#NORTHERN IRELAND, CRAIGAVON, UNITED KINGDOM#UK#UKR8#40152#54.5#-6.5#-2604275#2724;1#AFGHANISTAN#AF#AF##33#66#AF#574;1#BRITISH#UK#UK##54#-4#UK#80;1#BRITISH#UK#UK##54#-4#UK#149;1#BRITISH#UK#UK##54#-4#UK#329;1#BRITISH#UK#UK##54#-4#UK#466;1#BRITISH#UK#UK##54#-4#UK#552;1#BRITISH#UK#UK##54#-4#UK#798","Theresa May,45;Theresa May,2478;Richard Kemp,521;Richard Kemp,1229;Geoffrey Cox,2634;Henry Robinson,316;Henry Robinson,453;Henry Robinson,712",boston college henry robinson;john j burns library,"Boston College Henry Robinson,453","-9.00900900900901,0.900900900900901,9.90990990990991,10.8108108108108,25.6756756756757,0,422",,"Theresa May,39;Bobbie Hanvey Photographic Archives,386;Boston College,434;Henry Robinson,452;Richard Kemp,522;Henry Robinson,708;Good Friday Agreement,992;Northern Ireland,1147;Sun Online,1730;Northern Ireland Troubles,2243;Theresa May,2412;Attorney General Geoffrey Cox,2564","2,arrested after school violence,1541;"
2018-10-01 01:00:00,-9.00900900900901,-2.124806770811281,2,33,1,"POSSESSION OF WEAPONS, GUN CRIME",GUN CRIME,Former IRA gunman calls PM to stop prosecution of army NI veterans,False,https://www.thesun.co.uk/news/7385650/former-ira-gunman-calls-on-theresa-may-to-stop-prosecution-of-elderly-british-veterans-over-northern-ireland-troubles/,"KILL,1929;TAX_POLITICAL_PARTY_REPUBLICANS,1516;MANMADE_DISASTER_IMPLIED,1857;MANMADE_DISASTER_IMPLIED,2109;SOC_POINTSOFINTEREST_SCHOOL,1857;SOC_POINTSOFINTEREST_SCHOOL,2109;EPU_CATS_NATIONAL_SECURITY,1410;EPU_CATS_NATIONAL_SECURITY,1446;TAX_FNCACT_WITCH,2536;CRISISLEX_T11_UPDATESSYMPATHY,1383;MILITARY,89;MILITARY,158;MILITARY,338;MILITARY,475;MILITARY,807;MILITARY,1328;MILITARY,2693;TAX_MILITARY_TITLE_SOLDIERS,89;TAX_MILITARY_TITLE_SOLDIERS,158;TAX_MILITARY_TITLE_SOLDIERS,338;TAX_MILITARY_TITLE_SOLDIERS,475;TAX_MILITARY_TITLE_SOLDIERS,807;TAX_MILITARY_TITLE_SOLDIERS,1328;TAX_MILITARY_TITLE_SOLDIERS,2693;TAX_FNCACT_SOLDIERS,89;TAX_FNCACT_SOLDIERS,158;TAX_FNCACT_SOLDIERS,338;TAX_FNCACT_SOLDIERS,475;TAX_FNCACT_SOLDIERS,807;TAX_FNCACT_SOLDIERS,1328;TAX_FNCACT_SOLDIERS,2693;CRISISLEX_C07_SAFETY,833;SOC_SUICIDE,2146;EXTREMISM,1598;WB_696_PUBLIC_SECTOR_MANAGEMENT,69;WB_840_JUSTICE,69;WB_1014_CRIMINAL_JUSTICE,69;TAX_FNCACT_VETERANS,1120;TAX_FNCACT_VETERANS,2566;TAX_MILITARY_TITLE_COMMANDER,697;TAX_FNCACT_COMMANDER,697;TAX_FNCACT_EXSERVICEMEN,298;ARREST,1844;SOC_GENERALCRIME,1844;TAX_MILITARY_TITLE_OFFICERS,1353;TAX_FNCACT_OFFICERS,1353;WB_1609_FOOD_AND_IN_KIND_TRANSFERS,2557;WB_1620_ELDERLY,2557;WB_1466_SOCIAL_ASSISTANCE,2557;WB_1618_FOOD_DISTRIBUTION,2557;WB_697_SOCIAL_PROTECTION_AND_LABOR,2557;REBELLION,1446;WB_739_POLITICAL_VIOLENCE_AND_CIVIL_WAR,1446;WB_738_SOCIAL_COHESION,1446;WB_134_SOCIAL_DEVELOPMENT,1446;TAX_FNCACT_POLICE,1344;TAX_FNCACT_OFFICIAL,683;GENERAL_GOVERNMENT,2400;EPU_POLICY_GOVERNMENT,2400;CRISISLEX_CRISISLEXREC,2063;EDUCATION,438;SOC_POINTSOFINTEREST_COLLEGE,438;TERROR,19;SECURITY_SERVICES,840;ARMEDCONFLICT,840;WB_2468_CONVENTIONAL_WAR,840;WB_2433_CONFLICT_AND_VIOLENCE,840;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,840;WB_2462_POLITICAL_VIOLENCE_AND_WAR,840;PROTEST,623;PROTEST,1268;GENERAL_HEALTH,1831;MEDICAL,1831;SOC_POINTSOFINTEREST_HOSPITAL,1831;CRISISLEX_C03_WELLBEING_HEALTH,1831;WB_2449_PARAMILITARIES,1096;WB_2445_NON_STATE_SECURITY_ACTORS,1096;TAX_FNCACT_ATTORNEY,2613;TAX_FNCACT_VICTIMS,2261;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE,2261;TAX_POLITICAL_PARTY_REPUBLICAN,1081;TAX_POLITICAL_PARTY_REPUBLICAN,2338;USPEC_POLITICS_GENERAL1,1081;USPEC_POLITICS_GENERAL1,2338;BULLYING,2117;TAX_MILITARY_TITLE_OFFICER,601;TAX_FNCACT_OFFICER,601;LEGISLATION,1571;EPU_POLICY_LAW,1571;TAX_FNCACT_MAN,1708;TRIAL,1921;TAX_WORLDARACHNIDS_TICK,2155;TAX_FNCACT_CHILDREN,2135;TAX_MILITARY_TITLE_COLONEL,508;TAX_FNCACT_COLONEL,508;UNGP_CRIME_VIOLENCE,1866;",THESUN.CO.UK,20181001010000-1574,"ARREST#2##4#Northern Ireland, Craigavon, United Kingdom#UK#UKR8#54.5#-6.5#-2604275#1833;SOC_GENERALCRIME#2##4#Northern Ireland, Craigavon, United Kingdom#UK#UKR8#54.5#-6.5#-2604275#1833;CRISISLEX_C07_SAFETY#2##4#Northern Ireland, Craigavon, United Kingdom#UK#UKR8#54.5#-6.5#-2604275#1833;",TERROR;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1014_CRIMINAL_JUSTICE;MILITARY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_SOLDIERS;TAX_FNCACT;TAX_FNCACT_SOLDIERS;TAX_FNCACT_EXSERVICEMEN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;TAX_MILITARY_TITLE_COLONEL;TAX_FNCACT_COLONEL;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;PROTEST;TAX_FNCACT_OFFICIAL;TAX_MILITARY_TITLE_COMMANDER;TAX_FNCACT_COMMANDER;CRISISLEX_C07_SAFETY;SECURITY_SERVICES;ARMEDCONFLICT;WB_2468_CONVENTIONAL_WAR;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2462_POLITICAL_VIOLENCE_AND_WAR;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REPUBLICAN;USPEC_POLITICS_GENERAL1;WB_2449_PARAMILITARIES;WB_2445_NON_STATE_SECURITY_ACTORS;TAX_FNCACT_VETERANS;TAX_FNCACT_POLICE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;CRISISLEX_T11_UPDATESSYMPATHY;EPU_CATS_NATIONAL_SECURITY;REBELLION;WB_739_POLITICAL_VIOLENCE_AND_CIVIL_WAR;WB_738_SOCIAL_COHESION;WB_134_SOCIAL_DEVELOPMENT;TAX_POLITICAL_PARTY_REPUBLICANS;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;EXTREMISM;TAX_FNCACT_MAN;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST_HOSPITAL;CRISISLEX_C03_WELLBEING_HEALTH;ARREST;SOC_GENERALCRIME;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST_SCHOOL;UNGP_CRIME_VIOLENCE;TRIAL;KILL;CRISISLEX_CRISISLEXREC;BULLYING;TAX_FNCACT_CHILDREN;SOC_SUICIDE;TAX_WORLDARACHNIDS;TAX_WORLDARACHNIDS_TICK;TAX_FNCACT_VICTIMS;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;TAX_FNCACT_WITCH;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1620_ELDERLY;WB_1466_SOCIAL_ASSISTANCE;WB_1618_FOOD_DISTRIBUTION;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_FNCACT_ATTORNEY;,"1#AFGHANISTAN#AF#AF#33#66#AF;5#HERTFORDSHIRE, HERTFORDSHIRE, UNITED KINGDOM#UK#UKF8#51.8333#-0.25#-2598579;1#UNITED KINGDOM#UK#UK#54#-4#UK;4#NORTHERN IRELAND, CRAIGAVON, UNITED KINGDOM#UK#UKR8#54.5#-6.5#-2604275","5#HERTFORDSHIRE, HERTFORDSHIRE, UNITED KINGDOM#UK#UKF8#40114#51.8333#-0.25#-2598579#930;4#NORTHERN IRELAND, CRAIGAVON, UNITED KINGDOM#UK#UKR8#40152#54.5#-6.5#-2604275#120;4#NORTHERN IRELAND, CRAIGAVON, UNITED KINGDOM#UK#UKR8#40152#54.5#-6.5#-2604275#1151;4#NORTHERN IRELAND, CRAIGAVON, UNITED KINGDOM#UK#UKR8#40152#54.5#-6.5#-2604275#2285;4#NORTHERN IRELAND, CRAIGAVON, UNITED KINGDOM#UK#UKR8#40152#54.5#-6.5#-2604275#2724;1#AFGHANISTAN#AF#AF##33#66#AF#574;1#BRITISH#UK#UK##54#-4#UK#80;1#BRITISH#UK#UK##54#-4#UK#149;1#BRITISH#UK#UK##54#-4#UK#329;1#BRITISH#UK#UK##54#-4#UK#466;1#BRITISH#UK#UK##54#-4#UK#552;1#BRITISH#UK#UK##54#-4#UK#798","Theresa May,45;Theresa May,2478;Richard Kemp,521;Richard Kemp,1229;Geoffrey Cox,2634;Henry Robinson,316;Henry Robinson,453;Henry Robinson,712",boston college henry robinson;john j burns library,"Boston College Henry Robinson,453","-9.00900900900901,0.900900900900901,9.90990990990991,10.8108108108108,25.6756756756757,0,422",,"Theresa May,39;Bobbie Hanvey Photographic Archives,386;Boston College,434;Henry Robinson,452;Richard Kemp,522;Henry Robinson,708;Good Friday Agreement,992;Northern Ireland,1147;Sun Online,1730;Northern Ireland Troubles,2243;Theresa May,2412;Attorney General Geoffrey Cox,2564","2,arrested after school violence,1541;"
2018-10-01 00:30:00,-3.37552742616034,-2.124806770811281,2,10,1,VIOLENCE AGAINST THE PERSON,VIOLENCE AGAINST THE PERSON,hammond leads tory attack on boris johnson saying i dont expect him to be pm,True,https://www.eveningtelegraph.co.uk/2018/09/30/hammond-leads-tory-attack-on-boris-johnson-saying-i-dont-expect-him-to-be-pm/,"GENERAL_GOVERNMENT,2372;EPU_POLICY_GOVERNMENT,2372;TAX_ETHNICITY_LATVIAN,3065;TAX_WORLDLANGUAGES_LATVIAN,3065;WB_678_DIGITAL_GOVERNMENT,1972;WB_694_BROADCAST_AND_MEDIA,1972;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,1972;LEADER,144;LEADER,401;LEADER,1306;TAX_FNCACT_PRIME_MINISTER,144;TAX_FNCACT_PRIME_MINISTER,401;TAX_FNCACT_PRIME_MINISTER,1306;TAX_ETHNICITY_SOVIET,3159;TAX_ETHNICITY_SOVIET,3259;PROTEST,2515;TAX_FNCACT_AMBASSADOR,3076;TAX_FNCACT_CHANCELLOR,271;TAX_ETHNICITY_SOVIETS,3554;TAX_FNCACT_POLITICIANS,2680;USPEC_POLICY1,1077;EPU_POLICY_POLICY,1077;CRISISLEX_T11_UPDATESSYMPATHY,2628;CRISISLEX_T11_UPDATESSYMPATHY,2901;TAX_FNCACT_MINISTER,144;TAX_FNCACT_MINISTER,401;TAX_FNCACT_MINISTER,1306;SOC_POINTSOFINTEREST_PRISON,3369;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM,3369;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,3369;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,3369;WB_2490_NATIONAL_PROTECTION_AND_SECURITY,3369;TAX_ETHNICITY_SCOTTISH,2223;WB_137_WATER,2015;WB_988_LEVEES,2015;WB_141_WATER_RESOURCES_MANAGEMENT,2015;WB_1000_WATER_MANAGEMENT_STRUCTURES,2015;CRISISLEX_CRISISLEXREC,45;CRISISLEX_CRISISLEXREC,295;CRISISLEX_CRISISLEXREC,524;CRISISLEX_CRISISLEXREC,755;ARREST,3457;TAX_POLITICAL_PARTY_CONSERVATIVE_PARTY,814;TAX_POLITICAL_PARTY_CONSERVATIVE_PARTY,2072;TAX_FNCACT_LEADER,2243;TAX_ECON_PRICE,2713;MARITIME_INCIDENT,2606;MARITIME,2606;MANMADE_DISASTER_IMPLIED,2606;MEDIA_SOCIAL,3544;TAX_FNCACT_PRESIDENT,3951;KILL,3561;CRISISLEX_T03_DEAD,3561;TAX_FNCACT_CRITIC,254;TAX_FNCACT_MAYOR,741;USPEC_POLITICS_GENERAL1,499;USPEC_POLITICS_GENERAL1,2665;TAX_FNCACT_SECRETARY,119;TAX_FNCACT_SECRETARY,1208;TAX_FNCACT_SECRETARY,2443;TAX_FNCACT_SECRETARY,3016;",EVENINGTELEGRAPH.CO.UK,20181001003000-269,ARREST#100000##1#Russia#RS#RS#60#100#RS#3583;KILL#3##1#Russia#RS#RS#60#100#RS#3661;,CRISISLEX_CRISISLEXREC;TAX_FNCACT;TAX_FNCACT_SECRETARY;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_FNCACT_CRITIC;TAX_FNCACT_CHANCELLOR;USPEC_POLITICS_GENERAL1;TAX_FNCACT_MAYOR;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_CONSERVATIVE_PARTY;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_137_WATER;WB_988_LEVEES;WB_141_WATER_RESOURCES_MANAGEMENT;WB_1000_WATER_MANAGEMENT_STRUCTURES;TAX_ETHNICITY;TAX_ETHNICITY_SCOTTISH;TAX_FNCACT_LEADER;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;PROTEST;MARITIME_INCIDENT;MARITIME;MANMADE_DISASTER_IMPLIED;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_POLITICIANS;TAX_ECON_PRICE;TAX_ETHNICITY_LATVIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_LATVIAN;TAX_FNCACT_AMBASSADOR;TAX_ETHNICITY_SOVIET;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_PRISON;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;ARREST;MEDIA_SOCIAL;TAX_ETHNICITY_SOVIETS;KILL;CRISISLEX_T03_DEAD;TAX_FNCACT_PRESIDENT;,"1#LATVIA#LG#LG#57#25#LG;1#IRELAND#EI#EI#53#-8#EI;1#UNITED KINGDOM#UK#UK#54#-4#UK;1#RUSSIA#RS#RS#60#100#RS;4#BRUSSELS, BRUXELLES-CAPITALE, BELGIUM#BE#BE11#50.8333#4.33333#-1955538;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#51.5#-0.116667#-2601889;4#DUNKIRK, KENT, UNITED KINGDOM#UK#UKG5#51.2833#0.983333#-2594899","1#LATVIAN#LG#LG##57#25#LG#3065;1#SOVIETS#RS#RS##60#100#RS#3554;1#UNITED KINGDOM#UK#UK##54#-4#UK#735;1#UNITED KINGDOM#UK#UK##54#-4#UK#1470;1#UNITED KINGDOM#UK#UK##54#-4#UK#1616;1#UNITED KINGDOM#UK#UK##54#-4#UK#3098;1#UNITED KINGDOM#UK#UK##54#-4#UK#3871;1#LATVIA#LG#LG##57#25#LG#3611;1#IRELAND#EI#EI##53#-8#EI#2617;4#DUNKIRK, KENT, UNITED KINGDOM#UK#UKG5#40117#51.2833#0.983333#-2594899#3855;4#BRUSSELS, BRUXELLES-CAPITALE, BELGIUM#BE#BE11#5850#50.8333#4.33333#-1955538#986;4#BRUSSELS, BRUXELLES-CAPITALE, BELGIUM#BE#BE11#5850#50.8333#4.33333#-1955538#3819;1#SOVIET#RS#RS##60#100#RS#3159;1#SOVIET#RS#RS##60#100#RS#3259;4#LONDON, LONDON, CITY OF, UNITED KINGDOM#UK#UKH9#40110#51.5#-0.116667#-2601889#719;1#BRITISH#UK#UK##54#-4#UK#1901;1#BRITISH#UK#UK##54#-4#UK#2656","Theresa May,180;Jeremy Hunt,3030;Jones Pa David Davis,2127;Philip Hammond,14;Ruth Davidson,2257;David Davis,2127;David Davis,2455;Boris Johnson,62;Boris Johnson,1924;Boris Johnson,1948;Boris Johnson,2155",twitter,"Twitter,3544","-3.37552742616034,2.81293952180028,6.18846694796062,9.0014064697609,25.5977496483826,0.984528832630098,671",,"Philip Hammond,15;Boris Johnson,63;Theresa May,183;Daily Mail,362;Conservative Party,821;Sunday Times,1040;Mrs May,1070;Mrs May,1282;Prime Minister,1325;Mrs May,1381;United Kingdom,1495;United Kingdom,1641;Mrs May,1679;Andrew Marr Show,1767;Boris Johnson,2008;Conservative Party,2138;David Davis,2200;Boris Johnson,2228;Ruth Davidson,2334;David Davis,2538;Mrs May,2560;Sky News,2869;Foreign Secretary,3134;Jeremy Hunt,3151;United Kingdom,3222;Soviet Union,3395;Baiba Braze,3659;President Macron,4121","100000,of Latvia inhabitants after,3007;3,generations,3079;"
