metric,n_obs,mean_residual,t_stat_mean,t_p_mean,durbin_watson,bp_stat,bp_p,shapiro_p,skew,kurtosis,png_path
Fair treatment,36,-0.043897860131840674,-0.06882686644541412,0.9455191563934965,0.1258785085540548,0.02632707862264061,0.8711040947320405,0.03819850275546904,-0.08761405688574521,-1.3251620896018552,C:\Users\einob\OneDrive - King's College London\AA - Individual Project Files\Data_Visuals\Scrollytelling_draft\data\multi_reg_diagnostics\aggregated\aggregated__Fair_treatment__residuals_diagnostics.png
Good job,36,0.09622952234482224,0.1278476584115007,0.8990012971706484,0.1096421891519737,2.4499047926288124,0.11753199665013983,0.18743900948743358,0.4088711218074022,-0.7279575696617786,C:\Users\einob\OneDrive - King's College London\AA - Individual Project Files\Data_Visuals\Scrollytelling_draft\data\multi_reg_diagnostics\aggregated\aggregated__Good_job__residuals_diagnostics.png
Trust MPS,36,-0.220826371352759,-0.34163445798187686,0.7346687603809465,0.1216630844656541,0.1881462005964858,0.664464017948031,0.07357922893664572,-0.25574390702931116,-1.1376007316486365,C:\Users\einob\OneDrive - King's College London\AA - Individual Project Files\Data_Visuals\Scrollytelling_draft\data\multi_reg_diagnostics\aggregated\aggregated__Trust_MPS__residuals_diagnostics.png
