date,residual,metric
2022-04-01 00:00:00,-5.036288230608185,Fair treatment
2022-07-01 00:00:00,-3.699701685884738,Fair treatment
2022-10-01 00:00:00,-4.36369994722952,Fair treatment
2023-01-01 00:00:00,-3.7458180041127753,Fair treatment
2023-04-01 00:00:00,-3.3144188321793244,Fair treatment
2023-07-01 00:00:00,-4.4744177812130985,Fair treatment
2023-10-01 00:00:00,-5.684806686383921,Fair treatment
2024-01-01 00:00:00,-6.831823078519729,Fair treatment
2024-04-01 00:00:00,-5.831195032089589,Fair treatment
2024-07-01 00:00:00,-5.221046661070905,Fair treatment
2024-10-01 00:00:00,-4.7841568776492736,Fair treatment
2025-01-01 00:00:00,-4.41569301345486,Fair treatment
2025-04-01 00:00:00,-2.1436466597619517,Fair treatment
2025-07-01 00:00:00,-0.1062009127821401,Fair treatment
2025-10-01 00:00:00,-0.9791339310429583,Fair treatment
2026-01-01 00:00:00,-1.6467778168708969,Fair treatment
