date,crime_type,crime_count,headline_count,headline_share,signed_jsd
4/1/2025,HATE CRIME,5246,8,0.015296367,-0.312923055
4/1/2025,KNIFE CRIME,1834,126,0.240917782,0.312923055
4/1/2025,LETHAL BARREL DISCHARGE,7,28,0.053537285,0.312923055
4/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1055,0,0,-0.312923055
4/1/2025,POSSESSION OF WEAPONS,582,20,0.038240918,0.312923055
4/1/2025,PUBLIC ORDER OFFENCES,4490,1,0.001912046,-0.312923055
4/1/2025,ROBBERY,2656,23,0.043977055,0.312923055
4/1/2025,SEXUAL OFFENCES,2102,59,0.112810708,0.312923055
4/1/2025,THEFT,24010,27,0.051625239,-0.312923055
4/1/2025,VEHICLE OFFENCES,6941,20,0.038240918,-0.312923055
4/1/2025,VIOLENCE AGAINST THE PERSON,19429,129,0.24665392,0.312923055
5/1/2025,ARSON AND CRIMINAL DAMAGE,4870,48,0.08988764,0.268271395
5/1/2025,BURGLARY,6119,15,0.028089888,-0.268271395
5/1/2025,DOMESTIC ABUSE,9474,3,0.005617978,-0.268271395
5/1/2025,DRUG OFFENCES,5107,58,0.108614232,0.268271395
5/1/2025,FRAUD AND FORGERY,2,6,0.011235955,0.268271395
5/1/2025,GUN CRIME,159,4,0.007490637,0.268271395
5/1/2025,HATE CRIME,5645,7,0.013108614,-0.268271395
5/1/2025,KNIFE CRIME,1728,83,0.155430712,0.268271395
5/1/2025,LETHAL BARREL DISCHARGE,15,14,0.026217228,0.268271395
5/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1081,0,0,-0.268271395
5/1/2025,POSSESSION OF WEAPONS,553,18,0.033707865,0.268271395
5/1/2025,PUBLIC ORDER OFFENCES,4989,1,0.001872659,-0.268271395
5/1/2025,ROBBERY,2842,18,0.033707865,0.268271395
5/1/2025,SEXUAL OFFENCES,2335,45,0.084269663,0.268271395
5/1/2025,THEFT,24919,24,0.04494382,-0.268271395
5/1/2025,VEHICLE OFFENCES,7335,4,0.007490637,-0.268271395
5/1/2025,VIOLENCE AGAINST THE PERSON,20782,186,0.348314607,0.268271395
6/1/2025,ARSON AND CRIMINAL DAMAGE,4842,8,0.039800995,-0.277875351
6/1/2025,BURGLARY,5809,2,0.009950249,-0.277875351
6/1/2025,DOMESTIC ABUSE,9646,0,0,-0.277875351
6/1/2025,DRUG OFFENCES,4529,18,0.089552239,0.277875351
6/1/2025,FRAUD AND FORGERY,3,6,0.029850746,0.277875351
6/1/2025,GUN CRIME,212,4,0.019900498,0.277875351
6/1/2025,HATE CRIME,6165,4,0.019900498,-0.277875351
6/1/2025,KNIFE CRIME,1830,31,0.154228856,0.277875351
6/1/2025,LETHAL BARREL DISCHARGE,23,9,0.044776119,0.277875351
6/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1112,1,0.004975124,-0.277875351
6/1/2025,POSSESSION OF WEAPONS,620,11,0.054726368,0.277875351
6/1/2025,PUBLIC ORDER OFFENCES,5199,1,0.004975124,-0.277875351
6/1/2025,ROBBERY,2825,11,0.054726368,0.277875351
6/1/2025,SEXUAL OFFENCES,2534,10,0.049751244,0.277875351
6/1/2025,THEFT,24467,9,0.044776119,-0.277875351
6/1/2025,VEHICLE OFFENCES,7008,5,0.024875622,-0.277875351
6/1/2025,VIOLENCE AGAINST THE PERSON,21677,71,0.353233831,0.277875351
7/1/2025,ARSON AND CRIMINAL DAMAGE,5224,24,0.045454545,-0.304071453
7/1/2025,BURGLARY,6073,13,0.024621212,-0.304071453
7/1/2025,DOMESTIC ABUSE,10503,5,0.009469697,-0.304071453
7/1/2025,DRUG OFFENCES,4760,32,0.060606061,0.304071453
7/1/2025,FRAUD AND FORGERY,1,15,0.028409091,0.304071453
7/1/2025,GUN CRIME,175,14,0.026515152,0.304071453
7/1/2025,HATE CRIME,6409,17,0.03219697,-0.304071453
7/1/2025,KNIFE CRIME,1909,127,0.240530303,0.304071453
7/1/2025,LETHAL BARREL DISCHARGE,12,32,0.060606061,0.304071453
7/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1167,3,0.005681818,-0.304071453
7/1/2025,POSSESSION OF WEAPONS,621,37,0.070075758,0.304071453
7/1/2025,PUBLIC ORDER OFFENCES,5605,1,0.001893939,-0.304071453
7/1/2025,ROBBERY,2894,9,0.017045455,-0.304071453
7/1/2025,SEXUAL OFFENCES,2633,53,0.100378788,0.304071453
7/1/2025,THEFT,25684,25,0.047348485,-0.304071453
7/1/2025,VEHICLE OFFENCES,7262,11,0.020833333,-0.304071453
7/1/2025,VIOLENCE AGAINST THE PERSON,22867,110,0.208333333,-0.304071453
8/1/2025,ARSON AND CRIMINAL DAMAGE,4857,17,0.034979424,-0.30814293
8/1/2025,BURGLARY,6404,11,0.022633745,-0.30814293
8/1/2025,DOMESTIC ABUSE,9843,1,0.002057613,-0.30814293
8/1/2025,DRUG OFFENCES,4820,34,0.069958848,0.30814293
8/1/2025,FRAUD AND FORGERY,1,3,0.00617284,0.30814293
8/1/2025,GUN CRIME,133,11,0.022633745,0.30814293
8/1/2025,HATE CRIME,6299,12,0.024691358,-0.30814293
8/1/2025,KNIFE CRIME,1589,83,0.170781893,0.30814293
8/1/2025,LETHAL BARREL DISCHARGE,11,29,0.059670782,0.30814293
8/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1099,3,0.00617284,-0.30814293
8/1/2025,POSSESSION OF WEAPONS,629,29,0.059670782,0.30814293
8/1/2025,PUBLIC ORDER OFFENCES,5004,4,0.008230453,-0.30814293
8/1/2025,ROBBERY,2748,12,0.024691358,-0.30814293
8/1/2025,SEXUAL OFFENCES,2376,75,0.154320988,0.30814293
8/1/2025,THEFT,24254,16,0.032921811,-0.30814293
8/1/2025,VEHICLE OFFENCES,7215,9,0.018518519,-0.30814293
8/1/2025,VIOLENCE AGAINST THE PERSON,20408,137,0.281893004,0.30814293
9/1/2025,ARSON AND CRIMINAL DAMAGE,4505,8,0.017391304,-0.27953281
9/1/2025,BURGLARY,3994,8,0.017391304,-0.27953281
9/1/2025,DOMESTIC ABUSE,8881,2,0.004347826,-0.27953281
9/1/2025,DRUG OFFENCES,4417,35,0.076086957,0.27953281
9/1/2025,FRAUD AND FORGERY,0,8,0.017391304,0.27953281
9/1/2025,GUN CRIME,162,9,0.019565217,0.27953281
9/1/2025,HATE CRIME,6484,25,0.054347826,-0.27953281
9/1/2025,KNIFE CRIME,1570,54,0.117391304,0.27953281
9/1/2025,LETHAL BARREL DISCHARGE,9,58,0.126086957,0.27953281
9/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,970,0,0,-0.27953281
9/1/2025,POSSESSION OF WEAPONS,541,22,0.047826087,0.27953281
9/1/2025,PUBLIC ORDER OFFENCES,4786,5,0.010869565,-0.27953281
9/1/2025,ROBBERY,2582,12,0.026086957,-0.27953281
9/1/2025,SEXUAL OFFENCES,2206,55,0.119565217,0.27953281
9/1/2025,THEFT,22714,29,0.063043478,-0.27953281
9/1/2025,VEHICLE OFFENCES,7252,5,0.010869565,-0.27953281
9/1/2025,VIOLENCE AGAINST THE PERSON,19879,125,0.27173913,0.27953281
10/1/2025,ARSON AND CRIMINAL DAMAGE,4652,17,0.024011299,-0.279021093
10/1/2025,BURGLARY,4267,8,0.011299435,-0.279021093
10/1/2025,DOMESTIC ABUSE,9431,1,0.001412429,-0.279021093
10/1/2025,DRUG OFFENCES,4611,29,0.040960452,-0.279021093
10/1/2025,FRAUD AND FORGERY,4,22,0.031073446,0.279021093
10/1/2025,GUN CRIME,162,8,0.011299435,0.279021093
10/1/2025,HATE CRIME,6739,47,0.066384181,-0.279021093
10/1/2025,KNIFE CRIME,1674,140,0.197740113,0.279021093
10/1/2025,LETHAL BARREL DISCHARGE,7,34,0.048022599,0.279021093
10/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1067,9,0.012711864,0.279021093
10/1/2025,POSSESSION OF WEAPONS,513,24,0.033898305,0.279021093
10/1/2025,PUBLIC ORDER OFFENCES,4845,1,0.001412429,-0.279021093
10/1/2025,ROBBERY,2643,14,0.019774011,-0.279021093
10/1/2025,SEXUAL OFFENCES,2238,87,0.122881356,0.279021093
10/1/2025,THEFT,23541,41,0.057909605,-0.279021093
10/1/2025,VEHICLE OFFENCES,7424,17,0.024011299,-0.279021093
10/1/2025,VIOLENCE AGAINST THE PERSON,21181,209,0.29519774,0.279021093
11/1/2025,ARSON AND CRIMINAL DAMAGE,4447,12,0.02189781,-0.339998148
11/1/2025,BURGLARY,4398,3,0.005474453,-0.339998148
11/1/2025,DOMESTIC ABUSE,9118,1,0.001824818,-0.339998148
11/1/2025,DRUG OFFENCES,4456,27,0.049270073,0.339998148
11/1/2025,FRAUD AND FORGERY,8,24,0.04379562,0.339998148
11/1/2025,GUN CRIME,152,5,0.009124088,0.339998148
11/1/2025,HATE CRIME,5571,42,0.076642336,0.339998148
11/1/2025,KNIFE CRIME,1545,144,0.262773723,0.339998148
11/1/2025,LETHAL BARREL DISCHARGE,6,18,0.032846715,0.339998148
11/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1006,5,0.009124088,-0.339998148
11/1/2025,POSSESSION OF WEAPONS,573,36,0.065693431,0.339998148
11/1/2025,PUBLIC ORDER OFFENCES,4448,0,0,-0.339998148
11/1/2025,ROBBERY,2771,21,0.038321168,0.339998148
11/1/2025,SEXUAL OFFENCES,2176,52,0.094890511,0.339998148
11/1/2025,THEFT,24325,21,0.038321168,-0.339998148
11/1/2025,VEHICLE OFFENCES,7223,10,0.018248175,-0.339998148
11/1/2025,VIOLENCE AGAINST THE PERSON,20164,127,0.231751825,0.339998148
12/1/2025,ARSON AND CRIMINAL DAMAGE,4179,3,0.00591716,-0.311811322
12/1/2025,BURGLARY,4168,4,0.007889546,-0.311811322
12/1/2025,DOMESTIC ABUSE,9533,0,0,-0.311811322
12/1/2025,DRUG OFFENCES,4260,18,0.035502959,-0.311811322
12/1/2025,GUN CRIME,169,14,0.027613412,0.311811322
12/1/2025,HATE CRIME,4944,54,0.106508876,0.311811322
12/1/2025,KNIFE CRIME,1364,91,0.17948718,0.311811322
12/1/2025,LETHAL BARREL DISCHARGE,9,34,0.067061144,0.311811322
12/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,958,6,0.01183432,0.311811322
12/1/2025,POSSESSION OF WEAPONS,554,19,0.037475345,0.311811322
12/1/2025,PUBLIC ORDER OFFENCES,4241,0,0,-0.311811322
12/1/2025,ROBBERY,2577,22,0.043392505,0.311811322
12/1/2025,SEXUAL OFFENCES,2114,51,0.100591716,0.311811322
12/1/2025,THEFT,23869,21,0.041420118,-0.311811322
12/1/2025,VEHICLE OFFENCES,6364,19,0.037475345,-0.311811322
12/1/2025,VIOLENCE AGAINST THE PERSON,20037,151,0.297830375,0.311811322
1/1/2026,ARSON AND CRIMINAL DAMAGE,4255,4,0.010928962,-0.332940538
1/1/2026,BURGLARY,4256,4,0.010928962,-0.332940538
1/1/2026,DOMESTIC ABUSE,9403,0,0,-0.332940538
1/1/2026,DRUG OFFENCES,4256,24,0.06557377,0.332940538
1/1/2026,FRAUD AND FORGERY,5,11,0.030054645,0.332940538
1/1/2026,GUN CRIME,128,8,0.021857924,0.332940538
1/1/2026,HATE CRIME,4741,9,0.024590164,-0.332940538
1/1/2026,KNIFE CRIME,1514,66,0.180327869,0.332940538
1/1/2026,LETHAL BARREL DISCHARGE,11,29,0.079234973,0.332940538
1/1/2026,MISCELLANEOUS CRIMES AGAINST SOCIETY,1052,3,0.008196721,-0.332940538
1/1/2026,POSSESSION OF WEAPONS,545,22,0.06010929,0.332940538
1/1/2026,PUBLIC ORDER OFFENCES,4004,0,0,-0.332940538
1/1/2026,ROBBERY,2462,14,0.038251366,0.332940538
1/1/2026,SEXUAL OFFENCES,2287,54,0.147540984,0.332940538
1/1/2026,THEFT,20842,17,0.046448087,-0.332940538
1/1/2026,VEHICLE OFFENCES,6698,11,0.030054645,-0.332940538
1/1/2026,VIOLENCE AGAINST THE PERSON,19503,90,0.245901639,0.332940538
2/1/2026,ARSON AND CRIMINAL DAMAGE,3938,4,0.00921659,-0.356394982
2/1/2026,BURGLARY,3967,10,0.023041475,-0.356394982
2/1/2026,DOMESTIC ABUSE,9010,2,0.004608295,-0.356394982
2/1/2026,DRUG OFFENCES,3497,21,0.048387097,0.356394982
2/1/2026,FRAUD AND FORGERY,0,9,0.020737327,0.356394982
2/1/2026,GUN CRIME,132,7,0.016129032,0.356394982
2/1/2026,HATE CRIME,4742,7,0.016129032,-0.356394982
2/1/2026,KNIFE CRIME,1426,127,0.292626728,0.356394982
2/1/2026,LETHAL BARREL DISCHARGE,3,18,0.041474654,0.356394982
2/1/2026,MISCELLANEOUS CRIMES AGAINST SOCIETY,1051,2,0.004608295,-0.356394982
2/1/2026,POSSESSION OF WEAPONS,529,22,0.050691244,0.356394982
2/1/2026,PUBLIC ORDER OFFENCES,3912,0,0,-0.356394982
2/1/2026,ROBBERY,2340,18,0.041474654,0.356394982
2/1/2026,SEXUAL OFFENCES,2039,63,0.14516129,0.356394982
2/1/2026,THEFT,20534,23,0.052995392,-0.356394982
2/1/2026,VEHICLE OFFENCES,6201,3,0.006912442,-0.356394982
2/1/2026,VIOLENCE AGAINST THE PERSON,19125,98,0.225806452,-0.356394982
3/1/2026,ARSON AND CRIMINAL DAMAGE,4402,37,0.07444668,0.232619989
3/1/2026,BURGLARY,3819,10,0.020120724,-0.232619989
3/1/2026,DOMESTIC ABUSE,9185,2,0.004024145,-0.232619989
3/1/2026,DRUG OFFENCES,3635,34,0.068410463,0.232619989
3/1/2026,FRAUD AND FORGERY,5,8,0.016096579,0.232619989
3/1/2026,GUN CRIME,194,3,0.006036217,0.232619989
3/1/2026,HATE CRIME,5887,31,0.062374245,-0.232619989
3/1/2026,KNIFE CRIME,1723,67,0.134808853,0.232619989
3/1/2026,LETHAL BARREL DISCHARGE,11,18,0.036217304,0.232619989
3/1/2026,MISCELLANEOUS CRIMES AGAINST SOCIETY,1184,10,0.020120724,0.232619989
3/1/2026,POSSESSION OF WEAPONS,618,18,0.036217304,0.232619989
3/1/2026,PUBLIC ORDER OFFENCES,4730,0,0,-0.232619989
3/1/2026,ROBBERY,2551,7,0.014084507,-0.232619989
3/1/2026,SEXUAL OFFENCES,2201,45,0.09054326,0.232619989
3/1/2026,THEFT,22445,28,0.056338028,-0.232619989
3/1/2026,VEHICLE OFFENCES,6725,7,0.014084507,-0.232619989
3/1/2026,VIOLENCE AGAINST THE PERSON,20816,172,0.346076459,0.232619989
4/1/2026,ARSON AND CRIMINAL DAMAGE,4468,112,0.145265889,0.289262774
4/1/2026,BURGLARY,3609,16,0.02075227,-0.289262774
4/1/2026,DOMESTIC ABUSE,9065,1,0.001297017,-0.289262774
4/1/2026,DRUG OFFENCES,3607,26,0.033722438,-0.289262774
4/1/2026,FRAUD AND FORGERY,5,7,0.009079118,0.289262774
4/1/2026,GUN CRIME,160,16,0.02075227,0.289262774
4/1/2026,HATE CRIME,5385,52,0.067444877,0.289262774
4/1/2026,KNIFE CRIME,1490,154,0.199740597,0.289262774
4/1/2026,LETHAL BARREL DISCHARGE,12,42,0.054474708,0.289262774
4/1/2026,MISCELLANEOUS CRIMES AGAINST SOCIETY,1089,0,0,-0.289262774
4/1/2026,POSSESSION OF WEAPONS,638,38,0.049286641,0.289262774
4/1/2026,PUBLIC ORDER OFFENCES,2004,3,0.003891051,-0.289262774
4/1/2026,ROBBERY,2634,7,0.009079118,-0.289262774
4/1/2026,SEXUAL OFFENCES,2181,47,0.060959792,0.289262774
4/1/2026,THEFT,23463,32,0.04150454,-0.289262774
4/1/2026,VEHICLE OFFENCES,7011,12,0.015564202,-0.289262774
4/1/2026,VIOLENCE AGAINST THE PERSON,20598,206,0.267185473,0.289262774
5/1/2026,ARSON AND CRIMINAL DAMAGE,4796,38,0.104972376,0.210532499
5/1/2026,BURGLARY,3540,7,0.019337017,-0.210532499
5/1/2026,DRUG OFFENCES,3424,16,0.044198895,0.210532499
5/1/2026,KNIFE CRIME,1937,75,0.20718232,0.210532499
5/1/2026,MISCELLANEOUS CRIMES AGAINST SOCIETY,1255,1,0.002762431,-0.210532499
5/1/2026,POSSESSION OF WEAPONS,701,19,0.052486188,0.210532499
5/1/2026,PUBLIC ORDER OFFENCES,2304,1,0.002762431,-0.210532499
5/1/2026,ROBBERY,2798,2,0.005524862,-0.210532499
5/1/2026,SEXUAL OFFENCES,2511,41,0.113259669,0.210532499
5/1/2026,THEFT,24116,22,0.060773481,-0.210532499
5/1/2026,VEHICLE OFFENCES,7003,5,0.013812155,-0.210532499
5/1/2026,VIOLENCE AGAINST THE PERSON,23212,135,0.372928177,0.210532499
