crime_type,date,residual
GUN CRIME,9/1/2015,-3.042482025
GUN CRIME,10/1/2015,7.679093379
GUN CRIME,11/1/2015,-3.333539774
GUN CRIME,12/1/2015,23.29506236
GUN CRIME,1/1/2016,10.22330942
GUN CRIME,2/1/2016,2.586120109
GUN CRIME,3/1/2016,8.970151129
GUN CRIME,4/1/2016,0.510321187
GUN CRIME,5/1/2016,7.738213168
GUN CRIME,6/1/2016,8.953471996
GUN CRIME,7/1/2016,-14.95355473
GUN CRIME,8/1/2016,13.80592013
GUN CRIME,9/1/2016,-4.637230677
GUN CRIME,10/1/2016,4.544174669
GUN CRIME,11/1/2016,-17.59074404
GUN CRIME,12/1/2016,4.219263438
GUN CRIME,1/1/2017,16.31628269
GUN CRIME,2/1/2017,-6.903022119
GUN CRIME,3/1/2017,-3.527578274
GUN CRIME,4/1/2017,10.24452975
GUN CRIME,5/1/2017,-14.29968629
GUN CRIME,6/1/2017,-8.915655272
GUN CRIME,7/1/2017,-12.65390981
GUN CRIME,8/1/2017,-6.552844581
GUN CRIME,9/1/2017,-8.61196437
GUN CRIME,10/1/2017,-6.299686292
GUN CRIME,11/1/2017,-0.156180407
GUN CRIME,12/1/2017,-2.890388965
GUN CRIME,1/1/2018,4.472421726
GUN CRIME,2/1/2018,-3.405292717
GUN CRIME,3/1/2018,27.02522494
GUN CRIME,4/1/2018,28.26575007
GUN CRIME,5/1/2018,1.734167189
GUN CRIME,6/1/2018,1.991371457
GUN CRIME,7/1/2018,-4.94092158
GUN CRIME,8/1/2018,-1.287053139
GUN CRIME,9/1/2018,-6.240566503
GUN CRIME,10/1/2018,-3.481091638
GUN CRIME,11/1/2018,12.50627521
GUN CRIME,12/1/2018,3.016637764
GUN CRIME,1/1/2019,17.67909338
GUN CRIME,2/1/2019,6.316282688
GUN CRIME,3/1/2019,30.93225167
GUN CRIME,4/1/2019,9.991371457
GUN CRIME,5/1/2019,26.60734044
GUN CRIME,6/1/2019,8.569440976
GUN CRIME,7/1/2019,-2.877755812
GUN CRIME,8/1/2019,-6.768103408
GUN CRIME,9/1/2019,21.41330194
GUN CRIME,10/1/2019,-4.384072389
GUN CRIME,11/1/2019,-16.26178683
GUN CRIME,12/1/2019,-8.464412506
GUN CRIME,1/1/2020,49.9787383
GUN CRIME,2/1/2020,1.463834552
GUN CRIME,3/1/2020,-6.70493764
GUN CRIME,4/1/2020,5.708405666
GUN CRIME,5/1/2020,-3.198621064
GUN CRIME,6/1/2020,-0.633184698
GUN CRIME,7/1/2020,0.666460226
GUN CRIME,8/1/2020,-7.99599539
GUN CRIME,9/1/2020,12.34154899
GUN CRIME,10/1/2020,-7.70493764
GUN CRIME,11/1/2020,-13.45177935
GUN CRIME,12/1/2020,-1.148088449
GUN CRIME,1/1/2021,-5.426513045
GUN CRIME,2/1/2021,-8.726157969
GUN CRIME,3/1/2021,-6.101601814
GUN CRIME,4/1/2021,14.91103134
GUN CRIME,5/1/2021,0.008050589
GUN CRIME,6/1/2021,1.138923321
GUN CRIME,7/1/2021,-10.41387989
GUN CRIME,8/1/2021,-7.367393256
GUN CRIME,9/1/2021,-7.160721603
GUN CRIME,10/1/2021,-4.920196468
GUN CRIME,11/1/2021,-1.304227488
GUN CRIME,12/1/2021,-8.536165448
GUN CRIME,1/1/2022,-5.038436046
GUN CRIME,2/1/2022,-2.738791122
GUN CRIME,3/1/2022,-4.894930161
GUN CRIME,4/1/2022,-0.907563315
GUN CRIME,5/1/2022,7.392081609
GUN CRIME,6/1/2022,7.33296182
GUN CRIME,7/1/2022,-11.46441251
GUN CRIME,8/1/2022,-3.645817852
GUN CRIME,9/1/2022,19.24857572
GUN CRIME,10/1/2022,-11.16476758
GUN CRIME,11/1/2022,-5.148088449
GUN CRIME,12/1/2022,-7.654405026
GUN CRIME,1/1/2023,-1.548798602
GUN CRIME,2/1/2023,-2.426513045
GUN CRIME,3/1/2023,13.41734792
GUN CRIME,4/1/2023,0.404714763
GUN CRIME,5/1/2023,15.48910086
GUN CRIME,6/1/2023,7.729625994
GUN CRIME,7/1/2023,13.40471476
GUN CRIME,8/1/2023,-10.18598791
GUN CRIME,9/1/2023,26.61997359
GUN CRIME,10/1/2023,14.93629765
GUN CRIME,11/1/2023,9.138923321
GUN CRIME,12/1/2023,-1.017215718
GUN CRIME,1/1/2024,-8.848443526
GUN CRIME,2/1/2024,-5.042482025
GUN CRIME,3/1/2024,2.860498725
GUN CRIME,4/1/2024,-5.764057429
GUN CRIME,5/1/2024,-9.911609294
GUN CRIME,6/1/2024,-3.055115179
GUN CRIME,7/1/2024,-1.886342986
GUN CRIME,8/1/2024,-13.98336224
GUN CRIME,9/1/2024,-6.080381486
GUN CRIME,10/1/2024,6.919618514
GUN CRIME,11/1/2024,1.847865572
GUN CRIME,12/1/2024,-9.983362236
GUN CRIME,1/1/2025,-13.29564031
GUN CRIME,2/1/2025,-2.126868121
GUN CRIME,3/1/2025,0.742259147
GUN CRIME,4/1/2025,-9.970729082
GUN CRIME,5/1/2025,-15.11423497
GUN CRIME,6/1/2025,-17.58669806
GUN CRIME,7/1/2025,0.535587494
GUN CRIME,8/1/2025,4.079803532
GUN CRIME,9/1/2025,-6.367393256
GUN CRIME,10/1/2025,-3.367393256
GUN CRIME,11/1/2025,-9.523532295
GUN CRIME,12/1/2025,4.041904071
GUN CRIME,1/1/2026,-4.498265987
GUN CRIME,2/1/2026,0.164189628
GUN CRIME,3/1/2026,-17.06774833
GUN CRIME,4/1/2026,-18.19862106
HATE CRIME,1/1/2015,-22.65350944
HATE CRIME,2/1/2015,-22.76092691
HATE CRIME,3/1/2015,2.161455177
HATE CRIME,4/1/2015,-9.838544823
HATE CRIME,5/1/2015,-5.917845702
HATE CRIME,6/1/2015,-10.00139263
HATE CRIME,7/1/2015,-12.07813043
HATE CRIME,8/1/2015,-10.07813043
HATE CRIME,9/1/2015,-11.38756746
HATE CRIME,10/1/2015,15.24155891
HATE CRIME,11/1/2015,-8.792563944
HATE CRIME,12/1/2015,9.654167375
HATE CRIME,1/1/2016,8.025921111
HATE CRIME,2/1/2016,-13.28952219
HATE CRIME,3/1/2016,-1.980085153
HATE CRIME,4/1/2016,40.88093759
HATE CRIME,5/1/2016,76.79651056
HATE CRIME,6/1/2016,58.60466606
HATE CRIME,7/1/2016,0.11348232
HATE CRIME,8/1/2016,-1.331411526
HATE CRIME,9/1/2016,5.648161111
HATE CRIME,10/1/2016,17.51519012
HATE CRIME,11/1/2016,-2.558104493
HATE CRIME,12/1/2016,12.89968199
HATE CRIME,1/1/2017,10.42146814
HATE CRIME,2/1/2017,15.53825781
HATE CRIME,3/1/2017,23.37621287
HATE CRIME,4/1/2017,29.27392155
HATE CRIME,5/1/2017,-18.34246669
HATE CRIME,6/1/2017,7.797236166
HATE CRIME,7/1/2017,-7.895812625
HATE CRIME,8/1/2017,-9.488253065
HATE CRIME,9/1/2017,5.422271001
HATE CRIME,10/1/2017,-14.34927581
HATE CRIME,11/1/2017,15.03185012
HATE CRIME,12/1/2017,0.101778804
HATE CRIME,1/1/2018,41.76246496
HATE CRIME,2/1/2018,11.45046485
HATE CRIME,3/1/2018,73.23555265
HATE CRIME,4/1/2018,81.87324836
HATE CRIME,5/1/2018,15.14175342
HATE CRIME,6/1/2018,-10.23592933
HATE CRIME,7/1/2018,-12.15750856
HATE CRIME,8/1/2018,33.97641979
HATE CRIME,9/1/2018,43.00709946
HATE CRIME,10/1/2018,51.29098298
HATE CRIME,11/1/2018,22.54330672
HATE CRIME,12/1/2018,-5.556421526
HATE CRIME,1/1/2019,4.945740122
HATE CRIME,2/1/2019,55.4700121
HATE CRIME,3/1/2019,49.35570825
HATE CRIME,4/1/2019,-5.061146252
HATE CRIME,5/1/2019,17.64984408
HATE CRIME,6/1/2019,33.4656888
HATE CRIME,7/1/2019,65.38807089
HATE CRIME,8/1/2019,-2.868498889
HATE CRIME,9/1/2019,18.75982463
HATE CRIME,10/1/2019,-10.46526263
HATE CRIME,11/1/2019,49.74020012
HATE CRIME,12/1/2019,28.44950748
HATE CRIME,1/1/2020,20.04458825
HATE CRIME,2/1/2020,21.75726155
HATE CRIME,3/1/2020,-7.216304823
HATE CRIME,4/1/2020,-19.05682295
HATE CRIME,5/1/2020,-23.3339746
HATE CRIME,6/1/2020,214.7655991
HATE CRIME,7/1/2020,17.03330133
HATE CRIME,8/1/2020,9.23027199
HATE CRIME,9/1/2020,-13.4815212
HATE CRIME,10/1/2020,16.65152705
HATE CRIME,11/1/2020,-25.3620912
HATE CRIME,12/1/2020,-20.03383252
HATE CRIME,1/1/2021,-12.10456405
HATE CRIME,2/1/2021,-5.345832625
HATE CRIME,3/1/2021,12.93709353
HATE CRIME,4/1/2021,-16.54288054
HATE CRIME,5/1/2021,-5.350310428
HATE CRIME,6/1/2021,-33.13459537
HATE CRIME,7/1/2021,-41.77829735
HATE CRIME,8/1/2021,-26.53094526
HATE CRIME,9/1/2021,-37.08677702
HATE CRIME,10/1/2021,-26.80377361
HATE CRIME,11/1/2021,-31.37578669
HATE CRIME,12/1/2021,-16.82332087
HATE CRIME,1/1/2022,-7.266608999
HATE CRIME,2/1/2022,9.628536606
HATE CRIME,3/1/2022,-27.14220735
HATE CRIME,4/1/2022,-33.68522372
HATE CRIME,5/1/2022,-28.64348889
HATE CRIME,6/1/2022,-33.1754501
HATE CRIME,7/1/2022,-42.50795482
HATE CRIME,8/1/2022,-42.38515889
HATE CRIME,9/1/2022,-19.63147636
HATE CRIME,10/1/2022,-24.98104252
HATE CRIME,11/1/2022,2.489559353
HATE CRIME,12/1/2022,-3.496745153
HATE CRIME,1/1/2023,-2.366337241
HATE CRIME,2/1/2023,-23.56923691
HATE CRIME,3/1/2023,-14.03815581
HATE CRIME,4/1/2023,-3.885560318
HATE CRIME,5/1/2023,-33.39116515
HATE CRIME,6/1/2023,-29.6827379
HATE CRIME,7/1/2023,-27.6060001
HATE CRIME,8/1/2023,7.783617924
HATE CRIME,9/1/2023,-33.5198901
HATE CRIME,10/1/2023,33.33761221
HATE CRIME,11/1/2023,70.20632419
HATE CRIME,12/1/2023,-7.587255702
HATE CRIME,1/1/2024,-9.614492186
HATE CRIME,2/1/2024,22.87998023
HATE CRIME,3/1/2024,24.9533521
HATE CRIME,4/1/2024,11.54074364
HATE CRIME,5/1/2024,-5.381715702
HATE CRIME,6/1/2024,-27.60592285
HATE CRIME,7/1/2024,-38.74065405
HATE CRIME,8/1/2024,-11.87113922
HATE CRIME,9/1/2024,-22.46694559
HATE CRIME,10/1/2024,-11.49081614
HATE CRIME,11/1/2024,-20.89148933
HATE CRIME,12/1/2024,-20.93747021
HATE CRIME,1/1/2025,-15.96646691
HATE CRIME,2/1/2025,-12.51973559
HATE CRIME,3/1/2025,-27.29472559
HATE CRIME,4/1/2025,-27.01084208
HATE CRIME,5/1/2025,-42.77301669
HATE CRIME,6/1/2025,-47.97935955
HATE CRIME,7/1/2025,-25.89156658
HATE CRIME,8/1/2025,-29.57868636
HATE CRIME,9/1/2025,-24.78671219
HATE CRIME,10/1/2025,4.169792759
HATE CRIME,11/1/2025,6.110193638
HATE CRIME,12/1/2025,18.59361089
HATE CRIME,1/1/2026,-15.98352834
HATE CRIME,2/1/2026,-24.99546361
HATE CRIME,3/1/2026,-35.66135317
HATE CRIME,4/1/2026,-47.66984526
KNIFE CRIME,1/1/2015,-99.56959394
KNIFE CRIME,2/1/2015,-89.68285434
KNIFE CRIME,3/1/2015,-32.67035369
KNIFE CRIME,4/1/2015,-56.00075941
KNIFE CRIME,5/1/2015,-95.0708602
KNIFE CRIME,6/1/2015,-23.22981274
KNIFE CRIME,7/1/2015,-11.66469601
KNIFE CRIME,8/1/2015,-62.42254941
KNIFE CRIME,9/1/2015,32.12753415
KNIFE CRIME,10/1/2015,-25.32178965
KNIFE CRIME,11/1/2015,3.864696698
KNIFE CRIME,12/1/2015,46.12753415
KNIFE CRIME,1/1/2016,39.88910535
KNIFE CRIME,2/1/2016,9.515540012
KNIFE CRIME,3/1/2016,23.43040606
KNIFE CRIME,4/1/2016,6.806503917
KNIFE CRIME,5/1/2016,5.210728223
KNIFE CRIME,6/1/2016,-51.44070773
KNIFE CRIME,7/1/2016,-60.31807185
KNIFE CRIME,8/1/2016,117.9510159
KNIFE CRIME,9/1/2016,-33.65160273
KNIFE CRIME,10/1/2016,-6.969507802
KNIFE CRIME,11/1/2016,2.241387194
KNIFE CRIME,12/1/2016,-2.413173922
KNIFE CRIME,1/1/2017,-62.12533518
KNIFE CRIME,2/1/2017,-8.847464558
KNIFE CRIME,3/1/2017,-53.21046913
KNIFE CRIME,4/1/2017,-10.97829064
KNIFE CRIME,5/1/2017,11.76452958
KNIFE CRIME,6/1/2017,-4.045266268
KNIFE CRIME,7/1/2017,-102.5070907
KNIFE CRIME,8/1/2017,-84.99644897
KNIFE CRIME,9/1/2017,-72.70920287
KNIFE CRIME,10/1/2017,-84.95953968
KNIFE CRIME,11/1/2017,-115.2135943
KNIFE CRIME,12/1/2017,-97.02145026
KNIFE CRIME,1/1/2018,-12.08842588
KNIFE CRIME,2/1/2018,62.14941028
KNIFE CRIME,3/1/2018,16.45287483
KNIFE CRIME,4/1/2018,253.0799021
KNIFE CRIME,5/1/2018,71.75574674
KNIFE CRIME,6/1/2018,91.44096683
KNIFE CRIME,7/1/2018,1.027959678
KNIFE CRIME,8/1/2018,110.7707799
KNIFE CRIME,9/1/2018,84.9935829
KNIFE CRIME,10/1/2018,11.9816749
KNIFE CRIME,11/1/2018,257.5167253
KNIFE CRIME,12/1/2018,38.44349935
KNIFE CRIME,1/1/2019,223.119344
KNIFE CRIME,2/1/2019,159.889698
KNIFE CRIME,3/1/2019,576.9328576
KNIFE CRIME,4/1/2019,161.2419798
KNIFE CRIME,5/1/2019,19.15937841
KNIFE CRIME,6/1/2019,127.9391079
KNIFE CRIME,7/1/2019,86.58429356
KNIFE CRIME,8/1/2019,128.6087022
KNIFE CRIME,9/1/2019,132.1375023
KNIFE CRIME,10/1/2019,55.42534102
KNIFE CRIME,11/1/2019,27.32770643
KNIFE CRIME,12/1/2019,40.84400585
KNIFE CRIME,1/1/2020,33.28454681
KNIFE CRIME,2/1/2020,134.2657958
KNIFE CRIME,3/1/2020,-7.584627103
KNIFE CRIME,4/1/2020,101.7414682
KNIFE CRIME,5/1/2020,26.24645224
KNIFE CRIME,6/1/2020,88.43353122
KNIFE CRIME,7/1/2020,102.9566736
KNIFE CRIME,8/1/2020,-8.137835822
KNIFE CRIME,9/1/2020,-12.0708602
KNIFE CRIME,10/1/2020,-33.37685727
KNIFE CRIME,11/1/2020,-14.1233953
KNIFE CRIME,12/1/2020,1.200760099
KNIFE CRIME,1/1/2021,35.07187389
KNIFE CRIME,2/1/2021,92.94983065
KNIFE CRIME,3/1/2021,-0.386232752
KNIFE CRIME,4/1/2021,57.85219605
KNIFE CRIME,5/1/2021,22.50050685
KNIFE CRIME,6/1/2021,11.03614988
KNIFE CRIME,7/1/2021,44.41224774
KNIFE CRIME,8/1/2021,25.48234852
KNIFE CRIME,9/1/2021,-62.33994798
KNIFE CRIME,10/1/2021,12.45793987
KNIFE CRIME,11/1/2021,10.17947661
KNIFE CRIME,12/1/2021,-44.4106414
KNIFE CRIME,1/1/2022,-7.621536397
KNIFE CRIME,2/1/2022,7.255827719
KNIFE CRIME,3/1/2022,-34.92753347
KNIFE CRIME,4/1/2022,-2.79611474
KNIFE CRIME,5/1/2022,-41.508276
KNIFE CRIME,6/1/2022,-65.82930623
KNIFE CRIME,7/1/2022,-70.08901852
KNIFE CRIME,8/1/2022,26.53175846
KNIFE CRIME,9/1/2022,-58.33682281
KNIFE CRIME,10/1/2022,-93.46452374
KNIFE CRIME,11/1/2022,-35.54771781
KNIFE CRIME,12/1/2022,-49.26672203
KNIFE CRIME,1/1/2023,-70.14096098
KNIFE CRIME,2/1/2023,-88.32744733
KNIFE CRIME,3/1/2023,-87.43758257
KNIFE CRIME,4/1/2023,-42.68538686
KNIFE CRIME,5/1/2023,28.268921
KNIFE CRIME,6/1/2023,3.571792913
KNIFE CRIME,7/1/2023,-24.37001431
KNIFE CRIME,8/1/2023,10.63311086
KNIFE CRIME,9/1/2023,31.60245188
KNIFE CRIME,10/1/2023,-8.361231463
KNIFE CRIME,11/1/2023,-128.8744057
KNIFE CRIME,12/1/2023,-48.0671424
KNIFE CRIME,1/1/2024,28.08243466
KNIFE CRIME,2/1/2024,-46.48952503
KNIFE CRIME,3/1/2024,-65.95700716
KNIFE CRIME,4/1/2024,15.99983323
KNIFE CRIME,5/1/2024,-41.18293532
KNIFE CRIME,6/1/2024,-114.8775309
KNIFE CRIME,7/1/2024,-64.68791938
KNIFE CRIME,8/1/2024,39.01858419
KNIFE CRIME,9/1/2024,-46.44949057
KNIFE CRIME,10/1/2024,-98.68166906
KNIFE CRIME,11/1/2024,-98.68479422
KNIFE CRIME,12/1/2024,-91.56275098
KNIFE CRIME,1/1/2025,35.31461314
KNIFE CRIME,2/1/2025,-42.82930623
KNIFE CRIME,3/1/2025,-71.92694083
KNIFE CRIME,4/1/2025,-80.26612939
KNIFE CRIME,5/1/2025,-64.08589336
KNIFE CRIME,6/1/2025,-135.6178186
KNIFE CRIME,7/1/2025,-65.42195676
KNIFE CRIME,8/1/2025,-51.55709329
KNIFE CRIME,9/1/2025,-82.47761702
KNIFE CRIME,10/1/2025,-16.33369765
KNIFE CRIME,11/1/2025,131.5743254
KNIFE CRIME,12/1/2025,7.910388834
KNIFE CRIME,1/1/2026,-42.40126592
KNIFE CRIME,2/1/2026,25.86157154
KNIFE CRIME,3/1/2026,-121.2755049
KNIFE CRIME,4/1/2026,-107.5114012
KNIFE CRIME,5/1/2026,-179.9601323
LETHAL BARREL DISCHARGE,1/1/2015,-46.57551197
LETHAL BARREL DISCHARGE,2/1/2015,-47.55054602
LETHAL BARREL DISCHARGE,3/1/2015,-6.475648166
LETHAL BARREL DISCHARGE,4/1/2015,-4.350818416
LETHAL BARREL DISCHARGE,5/1/2015,-34.40075032
LETHAL BARREL DISCHARGE,6/1/2015,-15.57551197
LETHAL BARREL DISCHARGE,7/1/2015,9.599249684
LETHAL BARREL DISCHARGE,8/1/2015,-5.400750316
LETHAL BARREL DISCHARGE,9/1/2015,0.599249684
LETHAL BARREL DISCHARGE,10/1/2015,18.37455613
LETHAL BARREL DISCHARGE,11/1/2015,23.37455613
LETHAL BARREL DISCHARGE,12/1/2015,53.44945398
LETHAL BARREL DISCHARGE,1/1/2016,-20.35081842
LETHAL BARREL DISCHARGE,2/1/2016,4.474419934
LETHAL BARREL DISCHARGE,3/1/2016,1.798977284
LETHAL BARREL DISCHARGE,4/1/2016,-22.27592057
LETHAL BARREL DISCHARGE,5/1/2016,-25.02626107
LETHAL BARREL DISCHARGE,6/1/2016,42.57428373
LETHAL BARREL DISCHARGE,7/1/2016,-24.87646537
LETHAL BARREL DISCHARGE,8/1/2016,14.29829628
LETHAL BARREL DISCHARGE,9/1/2016,6.649181584
LETHAL BARREL DISCHARGE,10/1/2016,-4.201022716
LETHAL BARREL DISCHARGE,11/1/2016,-19.47564817
LETHAL BARREL DISCHARGE,12/1/2016,12.34959018
LETHAL BARREL DISCHARGE,1/1/2017,8.424488034
LETHAL BARREL DISCHARGE,2/1/2017,-11.40075032
LETHAL BARREL DISCHARGE,3/1/2017,53.57428373
LETHAL BARREL DISCHARGE,4/1/2017,5.699113484
LETHAL BARREL DISCHARGE,5/1/2017,-15.02626107
LETHAL BARREL DISCHARGE,6/1/2017,14.04863678
LETHAL BARREL DISCHARGE,7/1/2017,-47.85149942
LETHAL BARREL DISCHARGE,8/1/2017,-45.70170372
LETHAL BARREL DISCHARGE,9/1/2017,0.574283734
LETHAL BARREL DISCHARGE,10/1/2017,-20.37578437
LETHAL BARREL DISCHARGE,11/1/2017,-11.30088652
LETHAL BARREL DISCHARGE,12/1/2017,-21.27592057
LETHAL BARREL DISCHARGE,1/1/2018,-42.10115892
LETHAL BARREL DISCHARGE,2/1/2018,-42.10115892
LETHAL BARREL DISCHARGE,3/1/2018,11.04863678
LETHAL BARREL DISCHARGE,4/1/2018,119.6491816
LETHAL BARREL DISCHARGE,5/1/2018,38.22339843
LETHAL BARREL DISCHARGE,6/1/2018,-14.05122702
LETHAL BARREL DISCHARGE,7/1/2018,-11.87646537
LETHAL BARREL DISCHARGE,8/1/2018,1.873875134
LETHAL BARREL DISCHARGE,9/1/2018,42.69911348
LETHAL BARREL DISCHARGE,10/1/2018,0.248364384
LETHAL BARREL DISCHARGE,11/1/2018,6.098568684
LETHAL BARREL DISCHARGE,12/1/2018,7.823943234
LETHAL BARREL DISCHARGE,1/1/2019,-7.425716266
LETHAL BARREL DISCHARGE,2/1/2019,18.52435183
LETHAL BARREL DISCHARGE,3/1/2019,47.62421563
LETHAL BARREL DISCHARGE,4/1/2019,50.67414753
LETHAL BARREL DISCHARGE,5/1/2019,-6.525580066
LETHAL BARREL DISCHARGE,6/1/2019,22.64918158
LETHAL BARREL DISCHARGE,7/1/2019,44.67414753
LETHAL BARREL DISCHARGE,8/1/2019,-25.15109082
LETHAL BARREL DISCHARGE,9/1/2019,17.54931778
LETHAL BARREL DISCHARGE,10/1/2019,-18.52558007
LETHAL BARREL DISCHARGE,11/1/2019,22.39952208
LETHAL BARREL DISCHARGE,12/1/2019,19.87387513
LETHAL BARREL DISCHARGE,1/1/2020,5.774011334
LETHAL BARREL DISCHARGE,2/1/2020,24.67414753
LETHAL BARREL DISCHARGE,3/1/2020,-14.40075032
LETHAL BARREL DISCHARGE,4/1/2020,-20.85013742
LETHAL BARREL DISCHARGE,5/1/2020,5.574283734
LETHAL BARREL DISCHARGE,6/1/2020,18.02367083
LETHAL BARREL DISCHARGE,7/1/2020,0.173466534
LETHAL BARREL DISCHARGE,8/1/2020,-16.12612487
LETHAL BARREL DISCHARGE,9/1/2020,110.8239432
LETHAL BARREL DISCHARGE,10/1/2020,-18.20102272
LETHAL BARREL DISCHARGE,11/1/2020,-6.425716266
LETHAL BARREL DISCHARGE,12/1/2020,-13.72530767
LETHAL BARREL DISCHARGE,1/1/2021,-24.65040982
LETHAL BARREL DISCHARGE,2/1/2021,-21.70034172
LETHAL BARREL DISCHARGE,3/1/2021,-28.47564817
LETHAL BARREL DISCHARGE,4/1/2021,-6.525580066
LETHAL BARREL DISCHARGE,5/1/2021,58.52435183
LETHAL BARREL DISCHARGE,6/1/2021,36.74904538
LETHAL BARREL DISCHARGE,7/1/2021,-43.47564817
LETHAL BARREL DISCHARGE,8/1/2021,-25.22598867
LETHAL BARREL DISCHARGE,9/1/2021,-28.50061412
LETHAL BARREL DISCHARGE,10/1/2021,-14.37578437
LETHAL BARREL DISCHARGE,11/1/2021,-4.675375766
LETHAL BARREL DISCHARGE,12/1/2021,-18.52558007
LETHAL BARREL DISCHARGE,1/1/2022,-14.77523957
LETHAL BARREL DISCHARGE,2/1/2022,-22.62544387
LETHAL BARREL DISCHARGE,3/1/2022,-25.65040982
LETHAL BARREL DISCHARGE,4/1/2022,-15.70034172
LETHAL BARREL DISCHARGE,5/1/2022,-24.47564817
LETHAL BARREL DISCHARGE,6/1/2022,-13.37578437
LETHAL BARREL DISCHARGE,7/1/2022,-17.25095462
LETHAL BARREL DISCHARGE,8/1/2022,-25.97632917
LETHAL BARREL DISCHARGE,9/1/2022,29.59924968
LETHAL BARREL DISCHARGE,10/1/2022,5.699113484
LETHAL BARREL DISCHARGE,11/1/2022,-17.67537577
LETHAL BARREL DISCHARGE,12/1/2022,-34.47564817
LETHAL BARREL DISCHARGE,1/1/2023,44.67414753
LETHAL BARREL DISCHARGE,2/1/2023,-15.52558007
LETHAL BARREL DISCHARGE,3/1/2023,-1.600477916
LETHAL BARREL DISCHARGE,4/1/2023,28.47441993
LETHAL BARREL DISCHARGE,5/1/2023,31.64918158
LETHAL BARREL DISCHARGE,6/1/2023,15.39952208
LETHAL BARREL DISCHARGE,7/1/2023,-6.625443866
LETHAL BARREL DISCHARGE,8/1/2023,-6.500614116
LETHAL BARREL DISCHARGE,9/1/2023,10.34959018
LETHAL BARREL DISCHARGE,10/1/2023,-15.32585247
LETHAL BARREL DISCHARGE,11/1/2023,-8.650409816
LETHAL BARREL DISCHARGE,12/1/2023,21.42448803
LETHAL BARREL DISCHARGE,1/1/2024,-4.400750316
LETHAL BARREL DISCHARGE,2/1/2024,-9.825171466
LETHAL BARREL DISCHARGE,3/1/2024,40.24972638
LETHAL BARREL DISCHARGE,4/1/2024,-14.57551197
LETHAL BARREL DISCHARGE,5/1/2024,24.52435183
LETHAL BARREL DISCHARGE,6/1/2024,-12.47564817
LETHAL BARREL DISCHARGE,7/1/2024,15.34959018
LETHAL BARREL DISCHARGE,8/1/2024,-17.52558007
LETHAL BARREL DISCHARGE,9/1/2024,7.499385884
LETHAL BARREL DISCHARGE,10/1/2024,76.42448803
LETHAL BARREL DISCHARGE,11/1/2024,12.57428373
LETHAL BARREL DISCHARGE,12/1/2024,10.37455613
LETHAL BARREL DISCHARGE,1/1/2025,-18.65040982
LETHAL BARREL DISCHARGE,2/1/2025,40.37455613
LETHAL BARREL DISCHARGE,3/1/2025,27.24972638
LETHAL BARREL DISCHARGE,4/1/2025,-3.775239566
LETHAL BARREL DISCHARGE,5/1/2025,-32.57551197
LETHAL BARREL DISCHARGE,6/1/2025,-51.37578437
LETHAL BARREL DISCHARGE,7/1/2025,-12.65040982
LETHAL BARREL DISCHARGE,8/1/2025,4.324624234
LETHAL BARREL DISCHARGE,9/1/2025,15.27469233
LETHAL BARREL DISCHARGE,10/1/2025,13.22476043
LETHAL BARREL DISCHARGE,11/1/2025,-22.80020552
LETHAL BARREL DISCHARGE,12/1/2025,11.27469233
LETHAL BARREL DISCHARGE,1/1/2026,-12.67537577
LETHAL BARREL DISCHARGE,2/1/2026,-14.87510337
LETHAL BARREL DISCHARGE,3/1/2026,-26.67537577
LETHAL BARREL DISCHARGE,4/1/2026,-43.65040982
MISCELLANEOUS CRIMES AGAINST SOCIETY,1/1/2015,-2.480932897
MISCELLANEOUS CRIMES AGAINST SOCIETY,2/1/2015,-2.353987624
MISCELLANEOUS CRIMES AGAINST SOCIETY,3/1/2015,-1.519479033
MISCELLANEOUS CRIMES AGAINST SOCIETY,4/1/2015,-1.51022796
MISCELLANEOUS CRIMES AGAINST SOCIETY,5/1/2015,0.362312818
MISCELLANEOUS CRIMES AGAINST SOCIETY,6/1/2015,6.716937266
MISCELLANEOUS CRIMES AGAINST SOCIETY,7/1/2015,-0.251197929
MISCELLANEOUS CRIMES AGAINST SOCIETY,8/1/2015,0.78991795
MISCELLANEOUS CRIMES AGAINST SOCIETY,9/1/2015,-2.231667886
MISCELLANEOUS CRIMES AGAINST SOCIETY,10/1/2015,1.711797781
MISCELLANEOUS CRIMES AGAINST SOCIETY,11/1/2015,3.623398643
MISCELLANEOUS CRIMES AGAINST SOCIETY,12/1/2015,-0.477849206
MISCELLANEOUS CRIMES AGAINST SOCIETY,1/1/2016,1.641900789
MISCELLANEOUS CRIMES AGAINST SOCIETY,2/1/2016,-2.235265526
MISCELLANEOUS CRIMES AGAINST SOCIETY,3/1/2016,1.730299926
MISCELLANEOUS CRIMES AGAINST SOCIETY,4/1/2016,-2.155603512
MISCELLANEOUS CRIMES AGAINST SOCIETY,5/1/2016,-0.306704364
MISCELLANEOUS CRIMES AGAINST SOCIETY,6/1/2016,-1.41925908
MISCELLANEOUS CRIMES AGAINST SOCIETY,7/1/2016,-1.398701141
MISCELLANEOUS CRIMES AGAINST SOCIETY,8/1/2016,-1.360668954
MISCELLANEOUS CRIMES AGAINST SOCIETY,9/1/2016,1.66502847
MISCELLANEOUS CRIMES AGAINST SOCIETY,10/1/2016,1.644470531
