borough,skipped,n_obs,params,pvalues,rsquared,rsquared_adj,shapiro_p,skew,kurtosis,cooks_d,leverage,predicted,residuals,diag_plot,hc3_params,hc3_bse,hc3_pvalues,metric,quarter_range
Barking and Dagenham,False,45,"[0.7267654279943379, -7.204004166403531e-05]","[1.4975295962810173e-27, 3.996628288768429e-08]",0.5078138517558064,0.4963676622617553,0.08989587049313448,0.23439167861563057,-0.8566824129745867,"[0.0583444466321836, 0.018537074939324556, 0.07147737515600357, 0.007868459562978632, 0.015187295518945576, 0.01526196036940542, 0.0068188569774379724, 0.006101035529440011, 0.0002285220979103161, 0.02168783748002129, 0.016179169589872908, 0.05757967972388137, 0.10822233406923314, 0.053608480825082745, 0.008023186102859573, 0.01216497910628186, 0.019938145953957317, 0.01736764393233948, 0.0008939320309540687, 0.00026729951338065345, 0.024514649984669633, 0.006381966530253342, 0.008963061328202617, 0.08040688548559564, 0.011724139326728287, 0.017008259932115858, 0.005859547614629909, 7.940885193771766e-05, 0.0010979745842781899, 0.006115261363496774, 0.0038901790902599884, 0.0172951114649715, 0.011161223002021114, 0.17935031116758898, 4.884506825434552e-07, 0.041989534205069234, 0.006548046496664609, 0.01457348133313616, 0.012484312249754015, 0.004158749796100096, 0.010728106541054883, 0.0026757310419088477, 0.0015319979008542235, 0.041248085299606295, 0.04008860158026626]","[0.09954270255171377, 0.10731860900149216, 0.02585318508630831, 0.02326679922469195, 0.031711373730091176, 0.02347990223849891, 0.02686216720543999, 0.027973003933770963, 0.04285508176507581, 0.0284597114494931, 0.03807843209930685, 0.09918548816534094, 0.10230882303214332, 0.02726984941728944, 0.02333246049317665, 0.029762964420438305, 0.02903678319278463, 0.02766302740481546, 0.027058892341165437, 0.046849691156002016, 0.03299073889195181, 0.032946297050087864, 0.10895215428573797, 0.10933133177420162, 0.023541452019717926, 0.02403774392959583, 0.03019078373030714, 0.02509651997148984, 0.026443748498077624, 0.03351601712740766, 0.027537273074109855, 0.035908882294739486, 0.030538931061981682, 0.10673599628032937, 0.10291658627909236, 0.11085631235227435, 0.022752659103538207, 0.02646233868304878, 0.02997539863685479, 0.022544717571882242, 0.025931097429638054, 0.030178032333750125, 0.03360732073451789, 0.026871906461078014, 0.03226681251555105]","[0.6774263153496102, 0.6837130201629145, 0.5215752824124619, 0.534444924203048, 0.504459646271529, 0.532996678068046, 0.5179546670749569, 0.5143998811072246, 0.4831638451500221, 0.5129516349722226, 0.49132668700185167, 0.6771300831856325, 0.6796974286067725, 0.5166051649946141, 0.5339841186146382, 0.5093310196347176, 0.5113059007279022, 0.5153544069689305, 0.5172963733772287, 0.47704171376115, 0.5015302393166385, 0.5016289833712978, 0.6849966928734844, 0.6852929250374621, 0.532601701849409, 0.529705209579405, 0.5082119203485796, 0.524636348106898, 0.5194029132099589, 0.5003782253456143, 0.5157493831875675, 0.4954410226126529, 0.5073232238566466, 0.6832522145745047, 0.6801911488800686, 0.6864778536933728, 0.5387238332382811, 0.5193370838401861, 0.5087714699916486, 0.5410607758652163, 0.5212790502484842, 0.5082448350334661, 0.5001807372362959, 0.5179217523900704, 0.5955016646673373]","[-0.06742631534961019, 0.03628697983708551, 0.15842471758753818, 0.05555507579695196, 0.065540353728471, 0.07700332193195403, -0.04795466707495688, -0.04439988110722459, 0.006836154849977905, -0.08295163497222263, -0.061326687001851676, -0.06713008318563252, 0.0903025713932275, 0.13339483500538596, 0.05601588138536173, 0.06066898036528234, 0.0786940992720978, -0.07535440696893053, -0.01729637337722867, -0.007041713761150037, -0.08153023931663855, -0.04162898337129778, -0.024996692873484383, 0.07470707496253792, 0.06739829815059095, 0.08029479042059495, 0.041788079651420396, 0.005363651893102062, -0.019402913209958905, -0.04037822534561425, -0.035749383187567485, -0.06544102261265289, -0.05732322385664662, -0.11325221457450474, -0.0001911488800685479, 0.053522146306627216, 0.05127616676171887, 0.0706629161598139, 0.06122853000835138, -0.04106077586521628, -0.06127905024848418, -0.028244835033466087, -0.020180737236295876, -0.11792175239007041, -0.10550166466733735]",C:\Users\einob\OneDrive - King's College London\AA - Individual Project Files\Visual Python Code\Residual Outputs\diagnostics_borough_simple\diag_Good_job_Barking_and_Dagenham_Q1_1516-Q4_2526.png,"[0.7267654279943379, -7.204004166403531e-05]","[0.03087267095041487, 1.1261875165040802e-05]","[3.4016208671249974e-26, 9.67334495809689e-08]",Good job,Q1_1516-Q4_2526
Barnet,False,45,"[0.6795782048114275, -5.800576506830056e-05]","[4.412725905975112e-24, 0.0007059438087839122]",0.23652543951791238,0.21877021718111966,0.011222886591744734,0.5611405001802248,-0.7416115626073587,"[0.00025344736694712033, 0.0028542217407266195, 0.04402747683501047, 0.04117204029431374, 0.016760829059044313, 0.0008776330086537821, 0.00257968519017893, 0.007825863946830897, 0.010003682683143092, 0.013304841652267979, 0.006750731330397658, 0.0002491672135754749, 0.0006790151141997834, 0.042403705728143636, 0.046549954727767864, 0.007227876201566056, 0.006875336461989827, 0.007750712151443933, 0.007737679609265837, 0.013128087205102234, 0.02581962871859946, 0.01267294617513191, 0.0020438086736317526, 0.0002858015582431993, 0.05838353959102998, 0.028941476440728493, 0.017476578536234296, 0.0008236655649831174, 0.002106730312352644, 0.007805078679200066, 0.011085358865601132, 0.016653769526354088, 0.020957773072109925, 0.0037920590941125194, 0.002013873405001296, 0.013144608169173289, 0.02890418719315526, 0.01777755579049667, 0.01848005004473865, 0.0049248726990842465, 0.0037519077863599985, 0.010558689056681742, 0.010249337431804057, 0.01683343461432675, 0.04373655539663418]","[0.10713071034479549, 0.10298249326840045, 0.02525870749809169, 0.028319704335051047, 0.03580402983643351, 0.022237031355111042, 0.03021926922806762, 0.025601117806629024, 0.027818821756749188, 0.027382757759405206, 0.030156295483036815, 0.10721884843534697, 0.10036862690426192, 0.024789587786714123, 0.02599889249762884, 0.03789968758569744, 0.028542083520838816, 0.025839551687938077, 0.025882113305320018, 0.028382834831584755, 0.031599220330871716, 0.03165787666423427, 0.10561024808663888, 0.10648576139448321, 0.0256422569760912, 0.030547066254975743, 0.04104735462597979, 0.026444956360295223, 0.02543905041263996, 0.02566587683669186, 0.04495143640143959, 0.030192249999170435, 0.029090372788633502, 0.11411222523003514, 0.10937763436684445, 0.10430555091367463, 0.023857464381996936, 0.03674790830560269, 0.03339580546979173, 0.022753542346128995, 0.02502456348263406, 0.025630477526817727, 0.02674485664341086, 0.02831970433505104, 0.02752337463876401]","[0.6550257522675179, 0.652895290669351, 0.5525997138941088, 0.5458060741125415, 0.5344386461446998, 0.5677513184069461, 0.5424539492203209, 0.5517058139228499, 0.5467744657480719, 0.5476534673864765, 0.5425582375503011, 0.6550704472660809, 0.6515246440467541, 0.5539107671852883, 0.5507225239544651, 0.5318761328937578, 0.5453889207926207, 0.5511098806086773, 0.5510055922786972, 0.545686887449707, 0.5402638942907367, 0.5401745042936108, 0.6542510389590936, 0.654697988944723, 0.5516015255928697, 0.5419176092375655, 0.528330329674431, 0.5496796406546631, 0.5521229672427707, 0.5515419322614524, 0.5243226781366206, 0.5424986442188837, 0.5443907324913817, 0.6584970638225731, 0.6561580255644458, 0.6535806139806495, 0.5569351287547141, 0.533261677849209, 0.5376417877083774, 0.5620750535894524, 0.5532403422068443, 0.5516313222585782, 0.549009215676219, 0.5458060741125415, 0.5904116826783579]","[0.004974247732482118, 0.017104709330649004, 0.14740028610589118, 0.1341939258874586, 0.07556135385530016, 0.02224868159305382, -0.032453949220320855, -0.061705813922849906, -0.06677446574807189, -0.0776534673864765, -0.05255823755030109, 0.004929552733919151, 0.008475355953245889, 0.14608923281471164, 0.14927747604553487, 0.04812386710624217, 0.05461107920737929, -0.06110988060867728, -0.061005592278697174, -0.07568688744970697, -0.10026389429073673, -0.07017450429361083, -0.014251038959093631, 0.005302011055277056, 0.1683984744071303, 0.10808239076243453, 0.07166967032556892, -0.0196796406546631, -0.03212296724277064, -0.06154193226145244, -0.05432267813662062, -0.0824986442188837, -0.09439073249138169, -0.0184970638225731, 0.013841974435554238, 0.036419386019350464, 0.12306487124528598, 0.07673832215079102, 0.08235821229162255, -0.052075053589452414, -0.04324034220684425, -0.07163132225857827, -0.06900921567621898, -0.08580607411254143, -0.14041168267835785]",C:\Users\einob\OneDrive - King's College London\AA - Individual Project Files\Visual Python Code\Residual Outputs\diagnostics_borough_simple\diag_Good_job_Barnet_Q1_1516-Q4_2526.png,"[0.6795782048114275, -5.800576506830056e-05]","[0.011575961690044293, 8.7529191264462e-06]","[1.085685913938671e-42, 4.47394975910265e-08]",Good job,Q1_1516-Q4_2526
Bexley,False,45,"[0.7577044203460368, -8.642665532718351e-05]","[2.8813630858004666e-27, 3.439828196907914e-06]",0.3976216867017387,0.3836128887180582,0.6361402320717888,0.23959486460468973,-0.04044417079536977,"[5.1667614760582904e-08, 0.0021315388934906917, 0.012499339770660511, 0.07221294254770359, 0.01801039224862757, 0.00012711119707168393, 7.5738649989959065e-06, 0.023149681007733965, 0.002025112528142987, 0.00205479369208566, 0.03968115926349775, 8.914436523971302e-06, 0.0004165594623087703, 0.012085837940564014, 0.052169556306265456, 0.023601434385340347, 2.495973308126198e-05, 1.2056903068209955e-06, 0.014207772912021964, 0.005426707107143736, 0.006741852039045687, 0.01855159881385568, 9.163598307687374e-05, 0.0031517739247657016, 0.016865531661569743, 0.05085649272978752, 0.015643394077365237, 0.00011779640290373346, 0.0012376745904244173, 0.01963984836289291, 0.001157093693989591, 0.014354502970940687, 0.023598287570208695, 0.012191392251852057, 0.012083861340305294, 0.0005566202951854857, 0.02029235425957552, 0.026061817967327382, 0.008874191999504497, 0.0005521013330670875, 0.010985567936758051, 0.01021196427360741, 0.0006034991650777665, 0.018627989256055306, 0.09739650093599941]","[0.10844675127702727, 0.10271115145474588, 0.022626269979226506, 0.02481538780641534, 0.03777470669976624, 0.022487260816237926, 0.0246957326947936, 0.028454268610328327, 0.03270355255632919, 0.0325822051007319, 0.0297339262643977, 0.10979838233532062, 0.09970450892341325, 0.02359107090582467, 0.02388147924685471, 0.03796589350470186, 0.03453306579347318, 0.027281930365485946, 0.02914259743945527, 0.035278876159966055, 0.03132639310679147, 0.028521479323142362, 0.10445492807558457, 0.09787193399040896, 0.02413984984859679, 0.028162824003007125, 0.039761616097565365, 0.026135444465264925, 0.030334191684494072, 0.026339887403925368, 0.036856828545281425, 0.02880770078306736, 0.027403446526773474, 0.11166768992836068, 0.10353227281040027, 0.10455235248753117, 0.02222903200417855, 0.030334191684494066, 0.033267281418730615, 0.02224077891890787, 0.028374091591513773, 0.030166818817249905, 0.03384577563385239, 0.028347481272893736, 0.03311669164348806]","[0.7299325391509601, 0.7258298748835056, 0.6003654924138285, 0.5876367135327517, 0.5571647883325982, 0.6019434402090034, 0.5881276306245838, 0.5760650963681364, 0.5663870165577309, 0.566632475103647, 0.5728741352712274, 0.730879307828065, 0.7236207479702609, 0.5933874566084999, 0.5918445743198846, 0.5568491987735632, 0.5628454003952275, 0.5792911229716049, 0.5743118210401644, 0.5614778456394093, 0.569262388095605, 0.5758897688353393, 0.7270922331196454, 0.7222531932144427, 0.5905822160837446, 0.5768365375124441, 0.5539738272356891, 0.5828327391341084, 0.5714715150088497, 0.5821664945094791, 0.5587076706212135, 0.575153393197591, 0.5789404679060106, 0.7321767315707643, 0.7264259884950162, 0.7271623641327644, 0.6075889867650732, 0.5714715150088497, 0.5652649203478288, 0.6068876766338844, 0.5762754894074931, 0.5718572355810037, 0.5641428241379267, 0.5763456204206119, 0.6517715250299679]","[6.74608490398576e-05, 0.014170125116494403, 0.07963450758617152, 0.1823632864672483, 0.07283521166740181, 0.00805655979099662, 0.0018723693754161275, -0.09606509636813643, -0.026387016557730902, -0.02663247510364697, -0.12287413527122742, -0.0008793078280650013, 0.006379252029739102, 0.07661254339150014, 0.15815542568011542, 0.08315080122643681, -0.0028454003952274043, 0.0007088770283950607, -0.07431182104016443, -0.04147784563940926, -0.049262388095605014, -0.08588976883533928, 0.0029077668803545453, 0.01774680678555729, 0.08941778391625543, 0.14316346248755585, 0.06602617276431089, 0.007167260865891589, -0.021471515008849695, -0.09216649450947911, -0.01870767062121348, -0.07515339319759096, -0.09894046790601063, -0.032176731570764394, 0.03357401150498385, -0.007162364132764387, 0.10241101323492674, 0.0985284849911503, 0.05473507965217117, -0.016887676633884463, -0.06627548940749306, -0.061857235581003644, -0.014142824137926668, -0.08634562042061189, -0.18177152502996796]",C:\Users\einob\OneDrive - King's College London\AA - Individual Project Files\Visual Python Code\Residual Outputs\diagnostics_borough_simple\diag_Good_job_Bexley_Q1_1516-Q4_2526.png,"[0.7577044203460368, -8.642665532718351e-05]","[0.014487215905594505, 9.26817381495511e-06]","[1.4578455924042813e-40, 6.8883778062679705e-12]",Good job,Q1_1516-Q4_2526
Brent,False,45,"[0.6350760831961599, -3.5268780684854844e-05]","[3.0189090520429764e-27, 0.0010520903129119768]",0.22312420858236726,0.2050573297121897,0.11040722874193609,0.1317674136898318,0.15954684446455047,"[0.00014464634591827277, 0.0003815892792327234, 0.03591620946014444, 0.03956808829121715, 0.002550741370960966, 0.009326930999495789, 0.0006557786636106166, 0.0018232222034019535, 3.06300008880163e-05, 0.010081681976565787, 0.07563559370240204, 0.0013471187089556921, 0.00040569951642452443, 0.04638328910081268, 0.021922838440311468, 0.0008862870287909086, 0.00527938324965865, 0.0035913578975108576, 6.587743934576771e-05, 0.0011914077557612314, 0.028098616722032656, 0.03779772930290363, 0.012587757838517195, 0.0034453336466760557, 0.08281825890767826, 0.00010697796788174914, 0.0007877191381917817, 0.0024731482928732726, 0.004621049060853922, 0.0002355877041718162, 0.006733461751829127, 0.042764446960059876, 0.02734510224682396, 0.00543749016243549, 0.0028759285434644256, 0.0006416131368041617, 0.06609343752303942, 0.0010500835707688305, 0.0025498280710414215, 4.075948829346158e-05, 0.0010608937381778563, 0.0011227023048294212, 0.02094326616608564, 0.04925180808528338, 0.05933276802129812]","[0.10702087337444549, 0.10191476152757767, 0.026288697413397663, 0.030809958367506704, 0.027033404319753276, 0.02336122049295594, 0.023377006836544506, 0.026753078839550408, 0.03462383685074821, 0.0374471000012646, 0.03505316238135875, 0.11150382772826248, 0.10149422115692983, 0.027288908409341936, 0.028831270031306103, 0.027833705665298636, 0.029507105890168313, 0.026402439485681703, 0.027694898834130344, 0.03652957337507011, 0.03720648483476868, 0.044112928669854744, 0.1077282058679006, 0.10233641443888866, 0.031923857112460444, 0.028443028106783546, 0.027946002738479248, 0.024287864737553407, 0.024360525376680462, 0.02614142701605216, 0.03293129527685284, 0.03210838241150258, 0.031859683941751434, 0.1090417687220522, 0.10645171104338107, 0.10497013064686211, 0.02550964950579309, 0.026721756039436283, 0.024430059168123564, 0.022269177087825155, 0.02442130660212567, 0.024613317648402848, 0.031018559741836017, 0.028289569201999605, 0.03010784308134098]","[0.6170585080175609, 0.6150761595964133, 0.5380240408602848, 0.5315891925822137, 0.5367785863548517, 0.5447079800394424, 0.544656086101716, 0.5372352530068438, 0.527427298776558, 0.5247495715898768, 0.5270017684872017, 0.6187502503874409, 0.6149100989956888, 0.5363738136405859, 0.534121616743261, 0.5355435106369638, 0.533218662226822, 0.5378268438969245, 0.5357510863878693, 0.5255902533810441, 0.5249675261283276, 0.5192799505535164, 0.6173283564937381, 0.6152422201971376, 0.5302918441390542, 0.5346613136956153, 0.5353774500362394, 0.5421029043655782, 0.5419264649773085, 0.5382835105489167, 0.5291813138717096, 0.5300842683881487, 0.5303644956518712, 0.6178265382959114, 0.6168405534791102, 0.61626972016412, 0.5394563135415328, 0.5372871469445701, 0.5417604043765841, 0.5537479039913777, 0.5417811619516746, 0.5413348740872278, 0.531340101681127, 0.5348792682340662, 0.5719938124959728]","[0.002941491982439093, 0.004923840403586732, 0.10197595913971524, 0.0984108074177863, -0.02677858635485164, 0.05529201996055755, -0.014656086101715982, 0.022764746993156226, 0.0025727012234419977, -0.0447495715898768, -0.12700176848720168, -0.008750250387440928, 0.00508990100431117, 0.11362618635941413, 0.07587838325673901, -0.015543510636963798, 0.036781337773177936, 0.03217315610307547, 0.004248913612130756, -0.015590253381044139, -0.07496752612832763, -0.07927995055351639, -0.027328356493738104, 0.014757779802862414, 0.13970815586094587, 0.005338686304384721, 0.014622549963760667, 0.027897095634421776, 0.03807353502269151, -0.008283510548916628, -0.039181313871709644, -0.10008426838814871, -0.08036449565187115, -0.01782653829591141, 0.01315944652088985, -0.006269720164119974, 0.14054368645846727, -0.01728714694457012, 0.028239595623415825, -0.003747903991377699, 0.01821883804832547, 0.01866512591277225, -0.07134010168112698, -0.11487926823406619, -0.1219938124959728]",C:\Users\einob\OneDrive - King's College London\AA - Individual Project Files\Visual Python Code\Residual Outputs\diagnostics_borough_simple\diag_Good_job_Brent_Q1_1516-Q4_2526.png,"[0.6350760831961599, -3.5268780684854844e-05]","[0.010723912366835633, 6.477402407147229e-06]","[7.493334151103208e-43, 2.331570755252744e-06]",Good job,Q1_1516-Q4_2526
Bromley,False,45,"[0.7342336782477853, -6.937250858674581e-05]","[2.0397746994751177e-25, 0.00013802154822543635]",0.28945280520981764,0.27292845184260406,0.22166987746311256,-0.3567242375092528,-0.648006001662234,"[0.011401177853138466, 0.002733415388824456, 0.015495735464147665, 0.03645154574692052, 0.013016809660207837, 0.005577784276243948, 0.002044280464432987, 0.0011889437074331201, 0.0032803728868227, 0.022670640391710916, 0.046168869779392725, 0.005444822480661163, 0.0014487892762592245, 0.011805701438764315, 0.019691853531311428, 0.04248331708945806, 0.007181673970916869, 0.0007749391889627702, 0.0010935359453917444, 0.006921424361492173, 0.027563503593307483, 0.03975906077579603, 0.0006007399443732917, 0.00021029694789443044, 0.013445608235352383, 0.02077086365198839, 0.025588837651082406, 0.013918942051956783, 0.0004610213385381996, 0.0030186935262035497, 0.010751676524723431, 0.033260309485681344, 0.03847926658829237, 0.004444190734804259, 0.0011240630625432978, 0.0021621510510614872, 0.03322200873200321, 0.014431156150076604, 0.010773958886735782, 0.00023652667894625667, 5.722425611978292e-05, 0.0046534307107601956, 0.014508425777330528, 0.05165290307219902, 0.08898048496958447]","[0.10510274955038315, 0.10613290225465555, 0.02677589917286704, 0.02792820796342374, 0.03037612454120442, 0.02235617288996771, 0.02546008617818933, 0.027174388620754247, 0.030287506528700943, 0.03010080092299787, 0.0330668170727258, 0.10623983292026534, 0.09946514941388829, 0.024396676668984235, 0.026977295065506925, 0.03550930926392544, 0.0275356552552644, 0.028096685817854544, 0.027671003489390892, 0.03415608599934605, 0.03755329225285073, 0.034589965641914036, 0.10803203498112665, 0.10407895943998867, 0.025439121897902834, 0.02758058219555753, 0.040268356318161544, 0.025746116253909497, 0.032225544385780784, 0.025172782406836566, 0.030465226746345407, 0.03332452524159961, 0.028125003773823473, 0.11112218559799396, 0.11248438534014246, 0.10344670372011247, 0.02489246403895355, 0.02858735125351881, 0.02834437019039694, 0.022227633530745194, 0.026490008218468943, 0.025453090519250536, 0.029148787411504107, 0.029386250527905104, 0.031005908524915058]","[0.7059583543604147, 0.7065680081840086, 0.5844900856457476, 0.5817361321667546, 0.5766907212128742, 0.603599579633569, 0.5881059634960284, 0.5835020260006127, 0.5768589015780037, 0.5772162848539035, 0.5719606484436116, 0.7066310758209321, 0.7025527019665455, 0.5916167286181033, 0.5839855445503596, 0.5681555676825603, 0.5826401016293248, 0.5813577263452135, 0.5823247634447073, 0.5702157771553946, 0.5652334338384379, 0.5695430556948773, 0.7076822031029905, 0.7053487005368209, 0.5881690311329519, 0.5825349889011189, 0.5616385785337982, 0.5872650616703817, 0.5733691590015698, 0.5889889104129574, 0.576522540847745, 0.5715401975307882, 0.58129465870829, 0.7094691194824897, 0.7102469536712129, 0.7049702947152798, 0.5898928798755276, 0.580285576517514, 0.5808111401585432, 0.608350674948473, 0.5852258747431884, 0.5881269860416696, 0.5791083139616087, 0.5786247954118617, 0.6395901777712482]","[0.03404164563958534, -0.01656800818400861, 0.08550991435425248, 0.1282638678332454, 0.07330927878712579, 0.056400420366431, 0.0318940365039716, -0.023502026000612686, -0.036858901578003644, -0.09721628485390355, -0.1319606484436116, 0.023368924179067885, -0.012552701966545565, 0.07838327138189671, 0.09601445544964049, 0.12184443231743969, 0.05735989837067523, 0.018642273654786434, -0.02232476344470724, -0.0502157771553946, -0.09523343383843796, -0.11954305569487728, -0.007682203102990504, 0.004651299463179104, 0.0818309688670481, 0.09746501109888117, 0.08836142146620185, 0.08273493832961831, -0.013369159001569764, -0.03898891041295738, -0.066522540847745, -0.1115401975307882, -0.13129465870829, 0.020530880517510286, -0.010246953671212977, -0.014970294715279886, 0.13010712012447234, 0.07971442348248603, 0.06918885984145684, 0.011649325051527049, -0.0052258747431884744, -0.04812698604166954, -0.07910831396160867, -0.14862479541186174, -0.18959017777124815]",C:\Users\einob\OneDrive - King's College London\AA - Individual Project Files\Visual Python Code\Residual Outputs\diagnostics_borough_simple\diag_Good_job_Bromley_Q1_1516-Q4_2526.png,"[0.7342336782477853, -6.937250858674581e-05]","[0.015148623987889617, 1.0538241239029187e-05]","[3.646044168790385e-39, 5.1855234267922945e-08]",Good job,Q1_1516-Q4_2526
Camden,False,45,"[0.6939774495567282, -3.454569013214591e-05]","[2.1223850673169315e-24, 7.977557220407377e-06]",0.3743756429131514,0.3598262392599688,0.9609197694815166,-0.10854731019492135,-0.37815010035241814,"[0.0030901079432496723, 0.0041676146560993875, 0.08428105791947518, 0.016486854777845575, 0.017848286503369188, 6.229547189945522e-05, 0.0007939306370327923, 0.008947232689828326, 0.006517638610390891, 0.0022803422576851023, 0.04887714057186875, 0.0017876579264020209, 0.027040102898185866, 0.09004720081628224, 0.01792698375815842, 0.006765510837085049, 0.003932614423984514, 0.0037576496283164523, 0.007037261104689679, 0.0019888523457013943, 0.015593870646501513, 0.030323295810094384, 0.009396203695002233, 0.0028070616754356692, 0.050893088312437836, 0.01567112689379593, 0.04658284692255238, 4.350655575485818e-05, 0.003252504150666299, 0.020250248588669067, 0.0003363405670395462, 0.023383368551852038, 0.03120171366547468, 0.0001684839408014764, 0.009215368763082274, 0.008034203210931576, 0.008196596019898753, 0.019466859998480888, 0.03043361299820928, 0.004868936312206831, 0.009661109569166416, 0.010215791086729561, 0.00046262804040541434, 0.030841416940500348, 0.09645352411898567]","[0.09250169676260972, 0.10255636680655404, 0.03878978286778595, 0.02807481488171662, 0.034066133943652675, 0.02758214237878247, 0.02281243911836603, 0.02381552934032466, 0.03504469301375337, 0.03575020773449029, 0.03287269415994985, 0.09931510528118248, 0.09205084711053071, 0.04858806647099725, 0.02684925400256029, 0.036527714568547226, 0.022257736885861027, 0.02224328385099959, 0.02345179574187889, 0.030895208248050633, 0.037619617808017564, 0.03663420890203874, 0.1004502404649314, 0.09386295039484224, 0.04515983148542717, 0.027581419457360805, 0.04334642176838463, 0.023075996541025892, 0.02238442721950871, 0.024882802423903203, 0.03493590202435948, 0.044008134654587194, 0.03055377688516252, 0.09978878893840822, 0.10101052458691617, 0.08840098222501065, 0.028774458014189618, 0.032351845456365956, 0.03315736787233996, 0.03235283933619605, 0.022242945335822006, 0.025507863888793274, 0.03380961787436946, 0.032933927103593635, 0.029127596169851715]","[0.6594705570740627, 0.6676081996557298, 0.4846345391830912, 0.5078144907793554, 0.4934626484080513, 0.5742801250372959, 0.5525633051375335, 0.5240568965787235, 0.4915063262520546, 0.4901418326474518, 0.4959614800694926, 0.6650436092663559, 0.6590924443884498, 0.4696908682603932, 0.5115791779535004, 0.48867870095095, 0.5391320849572867, 0.5397403531906639, 0.5262104949185182, 0.5004330735689138, 0.48668949943098694, 0.488481424767152, 0.6659477917754301, 0.660604895130901, 0.4745405744454272, 0.5092776224758572, 0.4772531219726496, 0.5547497828412946, 0.5361236231543673, 0.5188783967540261, 0.4917200421178357, 0.47625030137167645, 0.5012550576680721, 0.6654217219519687, 0.6663916631889756, 0.6559853444936314, 0.5058417289413755, 0.4970958181263311, 0.49535321183611547, 0.586461929386822, 0.5397567928726471, 0.5163302460466355, 0.4939887182315127, 0.4958299626136273, 0.5786695201268013]","[0.02052944292593739, 0.02239180034427013, 0.17536546081690885, 0.09218550922064461, 0.08653735159194864, 0.005719874962704097, -0.022563305137533463, -0.07405689657872344, -0.05150632625205459, -0.030141832647451794, -0.1459614800694926, 0.014956390733644187, 0.060907555611550146, 0.1603091317396068, 0.0984208220464996, 0.05132129904905003, 0.05086791504271326, -0.049740353190663944, -0.06621049491851821, -0.030433073568913782, -0.07668949943098696, -0.108481424767152, 0.03405220822456989, 0.01939510486909901, 0.1254594255545728, 0.0907223775241428, 0.1227468780273504, 0.005250217158705439, -0.046123623154367355, -0.10887839675402616, -0.011720042117835727, -0.08625030137167644, -0.1212550576680721, 0.004578278048031348, 0.033608336811024375, 0.03401465550636851, 0.06415827105862448, 0.09290418187366889, 0.11464678816388452, -0.04646192938682192, -0.07975679287264709, -0.07633024604663546, -0.013988718231512709, -0.11582996261362727, -0.2186695201268013]",C:\Users\einob\OneDrive - King's College London\AA - Individual Project Files\Visual Python Code\Residual Outputs\diagnostics_borough_simple\diag_Good_job_Camden_Q1_1516-Q4_2526.png,"[0.6939774495567282, -3.454569013214591e-05]","[0.019754652751457033, 5.426088157677776e-06]","[2.66370742374953e-33, 1.0704181233497932e-07]",Good job,Q1_1516-Q4_2526
