date,crime_type,crime_count,headline_count,crime_z,headline_z,divergence
3/1/2018,ARSON AND CRIMINAL DAMAGE,4600,14,0.046161404,-0.236864894,-0.283026298
3/1/2018,HATE CRIME,4974,116,-0.489899674,1.884510029,2.374409703
3/1/2018,BURGLARY,6360,23,0.639826197,0.2249363,-0.414889897
3/1/2018,DOMESTIC ABUSE,8250,6,-1.10722569,0.027482234,1.134707924
3/1/2018,VEHICLE OFFENCES,8939,40,0.151960107,5.135734268,4.983774161
3/1/2018,VIOLENCE AGAINST THE PERSON,17187,445,-1.084671698,1.387094536,2.471766233
3/1/2018,THEFT,17207,26,-0.651715007,-1.151363772,-0.499648766
4/1/2018,LETHAL BARREL DISCHARGE,24,175,0.213115297,4.077816098,3.864700801
4/1/2018,GUN CRIME,273,56,1.54405508,2.913975169,1.369920089
4/1/2018,SEXUAL OFFENCES,1594,74,-0.882480437,-0.285630167,0.59685027
4/1/2018,KNIFE CRIME,2091,458,1.385180729,3.119426225,1.734245496
4/1/2018,ROBBERY,2560,102,-0.072501239,4.150878724,4.223379963
4/1/2018,MISCELLANEOUS,2610,0,-0.729232188,-0.436446594,0.292785594
4/1/2018,DRUG OFFENCES,3032,173,-0.963410984,2.274143651,3.237554635
4/1/2018,PUBLIC ORDER OFFENCES,3992,4,-0.895158796,-0.131447746,0.763711051
4/1/2018,HATE CRIME,4753,122,-0.698865083,2.055986585,2.754851668
4/1/2018,ARSON AND CRIMINAL DAMAGE,4765,24,0.471516096,0.217338397,-0.254177699
4/1/2018,BURGLARY,6356,251,0.63634866,9.510124087,8.873775427
4/1/2018,VEHICLE OFFENCES,8927,40,0.141985831,5.135734268,4.993748437
4/1/2018,DOMESTIC ABUSE,8946,2,-0.231050713,-0.826083625,-0.595032912
4/1/2018,VIOLENCE AGAINST THE PERSON,16601,308,-1.457932393,0.547391096,2.005323489
4/1/2018,THEFT,17373,46,-0.612549219,0.246207681,0.8587569
5/1/2018,LETHAL BARREL DISCHARGE,47,116,2.428930507,2.081961914,-0.346968592
5/1/2018,GUN CRIME,303,32,2.097850761,0.901884206,-1.195966554
5/1/2018,SEXUAL OFFENCES,1803,83,-0.131675415,-0.083971919,0.047703496
5/1/2018,KNIFE CRIME,2093,277,1.392442345,1.290799698,-0.101642647
5/1/2018,MISCELLANEOUS,2273,1,-0.938912131,0.492762283,1.431674415
5/1/2018,ROBBERY,2609,32,0.023952452,-0.152246763,-0.176199215
5/1/2018,DRUG OFFENCES,3106,116,-0.860927063,0.706911772,1.567838835
5/1/2018,PUBLIC ORDER OFFENCES,4404,0,-0.17520367,-0.736390059,-0.561186389
5/1/2018,ARSON AND CRIMINAL DAMAGE,5001,20,1.079902201,0.035657081,-1.044245121
5/1/2018,HATE CRIME,5317,62,-0.165577795,0.341221026,0.50679882
5/1/2018,BURGLARY,6385,53,0.661560804,1.446671535,0.785110731
5/1/2018,VEHICLE OFFENCES,8871,7,0.095439212,0.110996751,0.015557538
5/1/2018,DOMESTIC ABUSE,9534,3,0.509166077,-0.612692161,-1.121858237
5/1/2018,THEFT,18315,51,-0.390295169,0.595600545,0.985895714
5/1/2018,VIOLENCE AGAINST THE PERSON,18980,247,0.057404116,0.173508542,0.116104426
6/1/2018,LETHAL BARREL DISCHARGE,36,53,1.369192798,-0.049204417,-1.418397215
6/1/2018,GUN CRIME,217,25,0.510303141,0.315024343,-0.195278799
6/1/2018,SEXUAL OFFENCES,1859,77,0.069497223,-0.218410751,-0.287907974
6/1/2018,KNIFE CRIME,2206,315,1.80272364,1.67471024,-0.128013401
6/1/2018,DRUG OFFENCES,2745,117,-1.360882407,0.734407068,2.095289475
6/1/2018,MISCELLANEOUS,2806,0,-0.607281835,-0.436446594,0.170835241
6/1/2018,ROBBERY,2894,73,0.584958612,2.368155308,1.783196696
6/1/2018,PUBLIC ORDER OFFENCES,4364,3,-0.245102226,-0.282683324,-0.037581098
6/1/2018,ARSON AND CRIMINAL DAMAGE,4839,71,0.662281231,2.352093863,1.689812632
6/1/2018,HATE CRIME,5600,40,0.102011394,-0.287526346,-0.38953774
6/1/2018,BURGLARY,6092,35,0.406831213,0.713630394,0.306799181
6/1/2018,VEHICLE OFFENCES,9026,2,0.224273604,-0.650327116,-0.87460072
6/1/2018,DOMESTIC ABUSE,9790,5,0.831437332,-0.185909231,-1.017346563
6/1/2018,THEFT,18209,43,-0.415304648,0.036571963,0.451876611
6/1/2018,VIOLENCE AGAINST THE PERSON,18827,314,-0.040051321,0.584166429,0.62421775
7/1/2018,LETHAL BARREL DISCHARGE,43,62,2.04357134,0.255247916,-1.788323424
7/1/2018,GUN CRIME,311,26,2.245529609,0.398861466,-1.846668143
7/1/2018,SEXUAL OFFENCES,2037,65,0.708938821,-0.487288416,-1.196227237
7/1/2018,KNIFE CRIME,2116,210,1.475950927,0.613904796,-0.862046132
7/1/2018,MISCELLANEOUS,2631,0,-0.716166079,-0.436446594,0.279719485
7/1/2018,DRUG OFFENCES,2680,117,-1.450902067,0.734407068,2.185309136
7/1/2018,ROBBERY,2970,49,0.734560255,0.892797998,0.158237743
7/1/2018,PUBLIC ORDER OFFENCES,4961,6,0.798133721,0.171023411,-0.62711031
7/1/2018,ARSON AND CRIMINAL DAMAGE,5026,39,1.144349882,0.898643333,-0.245706549
7/1/2018,HATE CRIME,5761,40,0.254244113,-0.287526346,-0.541770459
7/1/2018,BURGLARY,6301,14,0.588532526,-0.14158427,-0.730116796
7/1/2018,VEHICLE OFFENCES,9078,5,0.267495465,-0.193532796,-0.461028261
7/1/2018,DOMESTIC ABUSE,10811,7,2.116745739,0.240873699,-1.87587204
7/1/2018,THEFT,19713,29,-0.060453172,-0.941728054,-0.881274882
7/1/2018,VIOLENCE AGAINST THE PERSON,20222,349,0.848512962,0.798689206,-0.049823756
8/1/2018,LETHAL BARREL DISCHARGE,33,66,1.080173422,0.390560064,-0.689613359
8/1/2018,GUN CRIME,244,24,1.008719254,0.231187219,-0.777532035
8/1/2018,SEXUAL OFFENCES,1650,91,-0.6813078,0.095279858,0.776587657
8/1/2018,KNIFE CRIME,1951,293,0.87686762,1.452446242,0.575578622
8/1/2018,MISCELLANEOUS,2427,0,-0.843093997,-0.436446594,0.406647403
8/1/2018,ROBBERY,2556,54,-0.080375009,1.200164104,1.280539114
8/1/2018,DRUG OFFENCES,3395,118,-0.460685804,0.761902364,1.222588169
8/1/2018,PUBLIC ORDER OFFENCES,3956,5,-0.958067497,0.019787833,0.977855329
8/1/2018,HATE CRIME,4493,71,-0.94470674,0.598435859,1.5431426
8/1/2018,ARSON AND CRIMINAL DAMAGE,4565,73,-0.044065349,2.442934521,2.486999869
8/1/2018,BURGLARY,6506,27,0.766756301,0.387834332,-0.378921969
8/1/2018,VEHICLE OFFENCES,9231,25,0.394667477,2.851762669,2.457095192
8/1/2018,DOMESTIC ABUSE,9611,2,0.606099228,-0.826083625,-1.432182853
8/1/2018,VIOLENCE AGAINST THE PERSON,17304,435,-1.010146951,1.325802314,2.335949265
8/1/2018,THEFT,18431,73,-0.362926305,2.132929144,2.495855449
9/1/2018,LETHAL BARREL DISCHARGE,26,100,0.40579488,1.540713322,1.134918442
9/1/2018,GUN CRIME,279,22,1.654814216,0.063512972,-1.591301243
9/1/2018,KNIFE CRIME,1709,228,-0.001787898,0.795757157,0.797545055
9/1/2018,SEXUAL OFFENCES,1718,102,-0.43702674,0.34175105,0.77877779
9/1/2018,MISCELLANEOUS,2211,0,-0.977488263,-0.436446594,0.541041669
9/1/2018,ROBBERY,2658,51,0.120406143,1.015744441,0.895338298
9/1/2018,DRUG OFFENCES,3068,169,-0.913553941,2.164162467,3.077716408
9/1/2018,PUBLIC ORDER OFFENCES,4032,9,-0.82526024,0.624730146,1.449990386
9/1/2018,ARSON AND CRIMINAL DAMAGE,4469,39,-0.291544442,0.898643333,1.190187775
9/1/2018,HATE CRIME,4658,82,-0.788691842,0.912809545,1.701501387
9/1/2018,BURGLARY,6089,24,0.40422306,0.265660808,-0.138562252
9/1/2018,DOMESTIC ABUSE,9142,11,0.015688217,1.094439559,1.078751342
9/1/2018,VEHICLE OFFENCES,9799,23,0.866783184,2.547233123,1.680449938
9/1/2018,VIOLENCE AGAINST THE PERSON,17362,402,-0.97320306,1.123537982,2.096741042
9/1/2018,THEFT,18073,86,-0.447392282,3.041350589,3.488742871
10/1/2018,LETHAL BARREL DISCHARGE,48,79,2.525270298,0.830324545,-1.694945753
10/1/2018,GUN CRIME,270,24,1.488675511,0.231187219,-1.257488292
10/1/2018,SEXUAL OFFENCES,1780,138,-0.214299891,1.148384044,1.362683935
10/1/2018,KNIFE CRIME,1888,184,0.648126721,0.351229162,-0.296897559
10/1/2018,MISCELLANEOUS,2729,0,-0.655190902,-0.436446594,0.218744309
10/1/2018,ROBBERY,2936,33,0.667633204,-0.090773542,-0.758406746
10/1/2018,DRUG OFFENCES,3220,129,-0.703046428,1.064350622,1.76739705
10/1/2018,PUBLIC ORDER OFFENCES,4118,5,-0.674978345,0.019787833,0.694766178
10/1/2018,HATE CRIME,4718,91,-0.731959152,1.170024379,1.901983531
10/1/2018,ARSON AND CRIMINAL DAMAGE,4813,14,0.595255643,-0.236864894,-0.832120537
10/1/2018,BURGLARY,7149,29,1.325770387,0.469283347,-0.856487039
10/1/2018,DOMESTIC ABUSE,9171,10,0.052195507,0.881048094,0.828852586
10/1/2018,VEHICLE OFFENCES,10509,13,1.456927818,1.02458539,-0.432342428
10/1/2018,VIOLENCE AGAINST THE PERSON,18000,275,-0.566820255,0.345126764,0.911947019
10/1/2018,THEFT,20043,40,0.017406527,-0.173063755,-0.190470282
11/1/2018,LETHAL BARREL DISCHARGE,42,79,1.947231548,0.830324545,-1.116907003
11/1/2018,GUN CRIME,282,41,1.710193784,1.656418317,-0.053775467
11/1/2018,SEXUAL OFFENCES,1729,128,-0.397510686,0.924319324,1.32183001
11/1/2018,KNIFE CRIME,1823,419,0.412124205,2.725412774,2.313288569
11/1/2018,ROBBERY,3040,46,0.872351242,0.708378335,-0.163972907
11/1/2018,MISCELLANEOUS,3125,0,-0.408801414,-0.436446594,-0.02764518
11/1/2018,DRUG OFFENCES,3391,127,-0.466225476,1.00936003,1.475585505
11/1/2018,PUBLIC ORDER OFFENCES,3951,4,-0.966804816,-0.131447746,0.835357071
11/1/2018,ARSON AND CRIMINAL DAMAGE,4724,27,0.3658219,0.353599384,-0.012222516
11/1/2018,HATE CRIME,5032,66,-0.435058073,0.45553873,0.890596803
11/1/2018,BURGLARY,7887,30,1.967375978,0.510007855,-1.457368123
11/1/2018,DOMESTIC ABUSE,8509,12,-0.781177818,1.307831023,2.089008841
11/1/2018,VEHICLE OFFENCES,10529,6,1.473551611,-0.041268023,-1.514819633
11/1/2018,VIOLENCE AGAINST THE PERSON,17665,265,-0.780203076,0.283834542,1.064037617
11/1/2018,THEFT,19924,71,-0.010670152,1.993171999,2.003842151
12/1/2018,LETHAL BARREL DISCHARGE,31,70,0.887493839,0.525872212,-0.361621627
12/1/2018,GUN CRIME,193,24,0.067266597,0.231187219,0.163920623
12/1/2018,SEXUAL OFFENCES,1484,88,-1.277640975,0.028060442,1.305701417
12/1/2018,KNIFE CRIME,1916,215,0.749789342,0.66441934,-0.085370002
12/1/2018,ROBBERY,3005,48,0.803455748,0.831324777,0.027869029
12/1/2018,MISCELLANEOUS,3148,1,-0.394490914,0.492762283,0.887253197
12/1/2018,DRUG OFFENCES,3276,128,-0.625491028,1.036855326,1.662346354
12/1/2018,PUBLIC ORDER OFFENCES,3689,2,-1.424640358,-0.433918902,0.990721455
12/1/2018,ARSON AND CRIMINAL DAMAGE,4688,15,0.27301724,-0.191444565,-0.464461804
12/1/2018,HATE CRIME,4789,35,-0.664825468,-0.430423476,0.234401992
12/1/2018,BURGLARY,7159,38,1.334464229,0.835803918,-0.498660311
12/1/2018,DOMESTIC ABUSE,9642,11,0.645124263,1.094439559,0.449315296
12/1/2018,VEHICLE OFFENCES,9644,10,0.737948792,0.56779107,-0.170157722
12/1/2018,VIOLENCE AGAINST THE PERSON,17923,202,-0.615866456,-0.102306456,0.513559999
12/1/2018,THEFT,19411,42,-0.131706593,-0.033306609,0.098399984
1/1/2019,LETHAL BARREL DISCHARGE,21,45,-0.075904078,-0.319828714,-0.243924635
1/1/2019,GUN CRIME,197,39,0.141106021,1.48874407,1.34763805
1/1/2019,SEXUAL OFFENCES,1659,79,-0.648976483,-0.173597807,0.475378676
1/1/2019,KNIFE CRIME,1918,400,0.757050958,2.533457504,1.776406545
1/1/2019,MISCELLANEOUS,2815,0,-0.601682074,-0.436446594,0.16523548
1/1/2019,ROBBERY,2969,36,0.732591812,0.093646122,-0.63894569
1/1/2019,DRUG OFFENCES,3509,155,-0.302805169,1.779228321,2.08203349
1/1/2019,PUBLIC ORDER OFFENCES,3538,10,-1.688507406,0.775965724,2.464473131
1/1/2019,HATE CRIME,4328,40,-1.100721638,-0.287526346,0.813195292
1/1/2019,ARSON AND CRIMINAL DAMAGE,4547,20,-0.090467679,0.035657081,0.12612476
1/1/2019,BURGLARY,7455,17,1.591801973,-0.019410747,-1.61121272
1/1/2019,DOMESTIC ABUSE,9412,15,0.355583682,1.948005418,1.592421737
1/1/2019,VEHICLE OFFENCES,10859,25,1.747844187,2.851762669,1.103918483
1/1/2019,VIOLENCE AGAINST THE PERSON,17412,307,-0.941354878,0.541261874,1.482616751
1/1/2019,THEFT,19039,71,-0.219475709,1.993171999,2.212647707
2/1/2019,LETHAL BARREL DISCHARGE,19,69,-0.268583662,0.492044175,0.760627836
2/1/2019,GUN CRIME,225,30,0.65798199,0.73420996,0.07622797
2/1/2019,SEXUAL OFFENCES,1574,99,-0.954327808,0.274531634,1.228859442
2/1/2019,KNIFE CRIME,1759,311,0.179752498,1.634298604,1.454546105
2/1/2019,ROBBERY,2996,77,0.785739764,2.614048193,1.828308429
2/1/2019,MISCELLANEOUS,3250,0,-0.331026955,-0.436446594,-0.105419639
2/1/2019,DRUG OFFENCES,3480,156,-0.342967787,1.806723617,2.149691404
2/1/2019,PUBLIC ORDER OFFENCES,3667,3,-1.463084563,-0.282683324,1.180401239
2/1/2019,ARSON AND CRIMINAL DAMAGE,4370,20,-0.546757258,0.035657081,0.582414338
2/1/2019,HATE CRIME,4703,95,-0.746142324,1.284342083,2.030484408
2/1/2019,BURGLARY,6680,36,0.918029164,0.754354902,-0.163674262
2/1/2019,DOMESTIC ABUSE,8752,13,-0.475271899,1.521222488,1.996494388
2/1/2019,VEHICLE OFFENCES,9675,15,0.763715671,1.329114937,0.565399266
2/1/2019,VIOLENCE AGAINST THE PERSON,16813,257,-1.3228961,0.234800764,1.557696864
2/1/2019,THEFT,19755,53,-0.050543756,0.73535769,0.785901446
3/1/2019,LETHAL BARREL DISCHARGE,23,102,0.116775505,1.608369396,1.491593891
3/1/2019,GUN CRIME,194,52,0.085726453,2.578626675,2.492900222
3/1/2019,SEXUAL OFFENCES,1704,93,-0.487319899,0.140092802,0.627412701
3/1/2019,KNIFE CRIME,1950,759,0.873236812,6.160401831,5.287165019
3/1/2019,ROBBERY,3202,59,1.191238954,1.507530211,0.316291257
3/1/2019,MISCELLANEOUS,3599,0,-0.113880663,-0.436446594,-0.322565931
3/1/2019,DRUG OFFENCES,4429,127,0.971319253,1.00936003,0.038040776
3/1/2019,PUBLIC ORDER OFFENCES,4464,9,-0.070355836,0.624730146,0.695085982
3/1/2019,ARSON AND CRIMINAL DAMAGE,4968,13,0.994831263,-0.282285223,-1.277116485
3/1/2019,HATE CRIME,5718,101,0.213585685,1.455818639,1.242232955
3/1/2019,BURGLARY,7219,21,1.386627286,0.143487285,-1.243140001
3/1/2019,DOMESTIC ABUSE,9198,12,0.086185054,1.307831023,1.22164597
3/1/2019,VEHICLE OFFENCES,10794,8,1.693816861,0.263261524,-1.430555337
3/1/2019,VIOLENCE AGAINST THE PERSON,18723,339,-0.10629554,0.737396984,0.843692524
3/1/2019,THEFT,21397,39,0.336867231,-0.242942327,-0.579809558
4/1/2019,LETHAL BARREL DISCHARGE,25,107,0.309455089,1.777509581,1.468054493
4/1/2019,GUN CRIME,217,33,0.510303141,0.98572133,0.475418188
4/1/2019,SEXUAL OFFENCES,1596,128,-0.8752957,0.924319324,1.799615024
4/1/2019,KNIFE CRIME,2090,366,1.381549921,2.189958598,0.808408677
4/1/2019,ROBBERY,3441,37,1.661696751,0.155119343,-1.506577408
4/1/2019,MISCELLANEOUS,3586,0,-0.121969207,-0.436446594,-0.314477387
4/1/2019,DRUG OFFENCES,3714,124,-0.01889701,0.926874141,0.945771151
4/1/2019,PUBLIC ORDER OFFENCES,4135,18,-0.645271459,1.985850351,2.63112181
4/1/2019,ARSON AND CRIMINAL DAMAGE,4727,28,0.373555622,0.399019713,0.025464092
4/1/2019,HATE CRIME,5334,42,-0.149503532,-0.230367494,-0.080863962
4/1/2019,BURGLARY,6316,12,0.60157329,-0.223033286,-0.824606575
4/1/2019,DOMESTIC ABUSE,9070,4,-0.074950574,-0.399300696,-0.324350122
4/1/2019,VEHICLE OFFENCES,10297,8,1.280715618,0.263261524,-1.017454094
4/1/2019,VIOLENCE AGAINST THE PERSON,17522,267,-0.871288877,0.296092986,1.167381863
4/1/2019,THEFT,21576,58,0.379100219,1.084750554,0.705650335
5/1/2019,LETHAL BARREL DISCHARGE,17,42,-0.461263245,-0.421312825,0.039950421
5/1/2019,GUN CRIME,186,47,-0.061952396,2.159441058,2.221393453
5/1/2019,SEXUAL OFFENCES,1697,246,-0.512466479,3.568283026,4.080749505
5/1/2019,KNIFE CRIME,2072,221,1.316195379,0.725036794,-0.591158584
5/1/2019,MISCELLANEOUS,3237,0,-0.339115498,-0.436446594,-0.097331095
5/1/2019,ROBBERY,3331,53,1.445168058,1.138690883,-0.306477175
5/1/2019,DRUG OFFENCES,3932,163,0.283015081,1.99919069,1.716175608
5/1/2019,PUBLIC ORDER OFFENCES,4576,7,0.12536012,0.322258989,0.196898869
5/1/2019,ARSON AND CRIMINAL DAMAGE,4895,21,0.806644035,0.08107741,-0.725566626
5/1/2019,HATE CRIME,5442,66,-0.04738469,0.45553873,0.50292342
5/1/2019,BURGLARY,6408,33,0.681556642,0.632181379,-0.049375264
5/1/2019,DOMESTIC ABUSE,9484,8,0.446222472,0.454265164,0.008042692
5/1/2019,VEHICLE OFFENCES,10070,6,1.092035573,-0.041268023,-1.133303595
5/1/2019,VIOLENCE AGAINST THE PERSON,18884,256,-0.003744394,0.228671542,0.232415936
5/1/2019,THEFT,21758,45,0.422041023,0.176329109,-0.245711914
6/1/2019,LETHAL BARREL DISCHARGE,24,78,0.213115297,0.796496508,0.583381211
6/1/2019,GUN CRIME,222,32,0.602602422,0.901884206,0.299281785
6/1/2019,SEXUAL OFFENCES,1824,109,-0.056235676,0.498596355,0.55483203
6/1/2019,KNIFE CRIME,2024,322,1.141916598,1.745430602,0.603514004
6/1/2019,MISCELLANEOUS,3096,0,-0.426845089,-0.436446594,-0.009601505
6/1/2019,ROBBERY,3174,52,1.136122559,1.077217662,-0.058904897
6/1/2019,DRUG OFFENCES,4109,195,0.528145541,2.879040166,2.350894625
6/1/2019,PUBLIC ORDER OFFENCES,4640,14,0.23719781,1.380908038,1.143710228
6/1/2019,ARSON AND CRIMINAL DAMAGE,4711,59,0.332309106,1.807049914,1.474740808
6/1/2019,HATE CRIME,5625,84,0.125650015,0.969968397,0.844318382
6/1/2019,BURGLARY,6368,20,0.646781272,0.102762777,-0.544018495
6/1/2019,DOMESTIC ABUSE,9685,11,0.699255763,1.094439559,0.395183796
6/1/2019,VEHICLE OFFENCES,10049,7,1.074580591,0.110996751,-0.96358384
6/1/2019,VIOLENCE AGAINST THE PERSON,19034,378,0.091800153,0.976436649,0.884636496
6/1/2019,THEFT,21152,53,0.279062303,0.73535769,0.456295387
7/1/2019,LETHAL BARREL DISCHARGE,25,101,0.309455089,1.574541359,1.26508627
7/1/2019,GUN CRIME,251,23,1.137938247,0.147350096,-0.990588151
7/1/2019,SEXUAL OFFENCES,1850,102,0.037165906,0.34175105,0.304585144
7/1/2019,KNIFE CRIME,1983,274,0.993053473,1.260490971,0.267437498
7/1/2019,MISCELLANEOUS,3392,0,-0.242675169,-0.436446594,-0.193771425
7/1/2019,ROBBERY,3428,48,1.636106997,0.831324777,-0.80478222
7/1/2019,DRUG OFFENCES,4586,170,1.188751356,2.191657763,1.002906407
7/1/2019,ARSON AND CRIMINAL DAMAGE,4924,30,0.881403345,0.489860371,-0.391542974
7/1/2019,PUBLIC ORDER OFFENCES,5289,10,1.37130188,0.775965724,-0.595336156
7/1/2019,HATE CRIME,6218,123,0.686358103,2.084566011,1.398207908
7/1/2019,BURGLARY,6304,9,0.591140678,-0.345206809,-0.936347488
7/1/2019,DOMESTIC ABUSE,10228,6,1.382823309,0.027482234,-1.355341075
7/1/2019,VEHICLE OFFENCES,10519,10,1.465239714,0.56779107,-0.897448644
7/1/2019,VIOLENCE AGAINST THE PERSON,20302,256,0.899470053,0.228671542,-0.670798511
7/1/2019,THEFT,22775,51,0.661990458,0.595600545,-0.066389913
8/1/2019,LETHAL BARREL DISCHARGE,32,38,0.983833631,-0.556624973,-1.540458603
8/1/2019,GUN CRIME,226,17,0.676441846,-0.355672645,-1.032114491
8/1/2019,SEXUAL OFFENCES,1555,93,-1.02258281,0.140092802,1.162675612
8/1/2019,KNIFE CRIME,1952,311,0.880498428,1.634298604,0.753800176
8/1/2019,ROBBERY,3083,29,0.956994276,-0.336666427,-1.293660703
8/1/2019,MISCELLANEOUS,3198,0,-0.36338113,-0.436446594,-0.073065464
8/1/2019,ARSON AND CRIMINAL DAMAGE,4597,22,0.038427682,0.126497739,0.088070056
8/1/2019,PUBLIC ORDER OFFENCES,4676,5,0.30010651,0.019787833,-0.280318678
8/1/2019,DRUG OFFENCES,4865,128,1.575143436,1.036855326,-0.53828811
8/1/2019,HATE CRIME,5653,48,0.15212527,-0.058890938,-0.211016209
8/1/2019,BURGLARY,6163,15,0.468557496,-0.100859762,-0.569417259
8/1/2019,DOMESTIC ABUSE,10037,4,1.142378739,-0.399300696,-1.541679435
8/1/2019,VEHICLE OFFENCES,10480,4,1.432823319,-0.345797569,-1.778620888
8/1/2019,VIOLENCE AGAINST THE PERSON,18629,255,-0.166170123,0.22254232,0.388712443
8/1/2019,THEFT,20914,51,0.222908944,0.595600545,0.372691601
9/1/2019,LETHAL BARREL DISCHARGE,20,69,-0.17224387,0.492044175,0.664288045
9/1/2019,GUN CRIME,212,44,0.418003861,1.907929687,1.489925826
9/1/2019,SEXUAL OFFENCES,1611,81,-0.821410172,-0.128784863,0.69262531
9/1/2019,KNIFE CRIME,1813,292,0.375816126,1.442343333,1.066527206
9/1/2019,MISCELLANEOUS,3340,0,-0.275029344,-0.436446594,-0.16141725
9/1/2019,ROBBERY,3352,35,1.486505354,0.032172901,-1.454332453
9/1/2019,DRUG OFFENCES,4012,168,0.39380851,2.13666717,1.742858661
9/1/2019,PUBLIC ORDER OFFENCES,4472,4,-0.056376125,-0.131447746,-0.075071621
9/1/2019,ARSON AND CRIMINAL DAMAGE,4578,30,-0.010552555,0.489860371,0.500412926
9/1/2019,HATE CRIME,5349,66,-0.13532036,0.45553873,0.590859089
9/1/2019,BURGLARY,6526,7,0.784143986,-0.426655825,-1.210799811
9/1/2019,DOMESTIC ABUSE,9170,15,0.050936635,1.948005418,1.897068783
9/1/2019,VEHICLE OFFENCES,11616,3,2.377054733,-0.498062342,-2.875117075
9/1/2019,VIOLENCE AGAINST THE PERSON,18470,279,-0.267447342,0.369643652,0.637090995
9/1/2019,THEFT,19883,40,-0.02034363,-0.173063755,-0.152720125
10/1/2019,LETHAL BARREL DISCHARGE,17,30,-0.461263245,-0.827249269,-0.365986023
10/1/2019,GUN CRIME,257,22,1.248697383,0.063512972,-1.185184411
10/1/2019,SEXUAL OFFENCES,1672,110,-0.602275692,0.521002827,1.123278519
10/1/2019,KNIFE CRIME,2021,249,1.131024174,1.007918246,-0.123105928
10/1/2019,ROBBERY,3750,54,2.269945536,1.200164104,-1.069781431
10/1/2019,DRUG OFFENCES,4005,197,0.384114085,2.934030758,2.549916673
10/1/2019,MISCELLANEOUS,4347,0,0.351521703,-0.436446594,-0.787968297
10/1/2019,PUBLIC ORDER OFFENCES,4680,1,0.307096366,-0.585154481,-0.892250847
10/1/2019,ARSON AND CRIMINAL DAMAGE,4880,11,0.767975427,-0.373125881,-1.141101308
10/1/2019,HATE CRIME,5703,41,0.199402512,-0.25894692,-0.458349433
10/1/2019,BURGLARY,7293,23,1.450961722,0.2249363,-1.226025421
10/1/2019,DOMESTIC ABUSE,9410,12,0.353065937,1.307831023,0.954765086
10/1/2019,VEHICLE OFFENCES,12309,6,2.953069143,-0.041268023,-2.994337166
10/1/2019,VIOLENCE AGAINST THE PERSON,18907,200,0.01090577,-0.114564901,-0.125470671
10/1/2019,THEFT,22266,42,0.541897771,-0.033306609,-0.575204381
11/1/2019,LETHAL BARREL DISCHARGE,14,68,-0.75028262,0.458216138,1.208498758
11/1/2019,GUN CRIME,220,7,0.56568271,-1.194043879,-1.759726589
11/1/2019,SEXUAL OFFENCES,1755,163,-0.304109104,1.708545846,2.01265495
11/1/2019,KNIFE CRIME,2145,241,1.581244357,0.927094974,-0.654149383
11/1/2019,ROBBERY,3839,41,2.445136933,0.401012228,-2.044124705
11/1/2019,DRUG OFFENCES,4056,145,0.454744895,1.50427536,1.049530465
11/1/2019,MISCELLANEOUS,4180,0,0.247615025,-0.436446594,-0.684061619
11/1/2019,PUBLIC ORDER OFFENCES,4389,10,-0.201415629,0.775965724,0.977381353
11/1/2019,ARSON AND CRIMINAL DAMAGE,4574,12,-0.020864184,-0.327705552,-0.306841368
11/1/2019,HATE CRIME,5602,100,0.103902484,1.427239213,1.32333673
11/1/2019,BURGLARY,7096,20,1.27969302,0.102762777,-1.176930244
11/1/2019,DOMESTIC ABUSE,9211,10,0.102550391,0.881048094,0.778497703
11/1/2019,VEHICLE OFFENCES,11391,4,2.190037067,-0.345797569,-2.535834636
11/1/2019,VIOLENCE AGAINST THE PERSON,18911,339,0.013453625,0.737396984,0.723943359
11/1/2019,THEFT,21261,63,0.304779597,1.434143417,1.12936382
12/1/2019,LETHAL BARREL DISCHARGE,33,84,1.080173422,0.99946473,-0.080708693
12/1/2019,GUN CRIME,175,11,-0.265010812,-0.858695385,-0.593684573
12/1/2019,SEXUAL OFFENCES,1529,128,-1.115984392,0.924319324,2.040303715
12/1/2019,KNIFE CRIME,1858,208,0.539202483,0.593698978,0.054496495
12/1/2019,ROBBERY,3366,68,1.514063551,2.060789202,0.546725651
12/1/2019,DRUG OFFENCES,3510,99,-0.301420251,0.239491738,0.54091199
12/1/2019,MISCELLANEOUS,3685,2,-0.060371835,1.421971161,1.482342996
12/1/2019,PUBLIC ORDER OFFENCES,4128,8,-0.657503706,0.473494568,1.130998274
12/1/2019,ARSON AND CRIMINAL DAMAGE,4547,20,-0.090467679,0.035657081,0.12612476
12/1/2019,HATE CRIME,5375,76,-0.110736194,0.741332989,0.852069184
12/1/2019,BURGLARY,6836,13,1.05365311,-0.182308778,-1.235961888
12/1/2019,DOMESTIC ABUSE,9570,15,0.554485472,1.948005418,1.393519946
12/1/2019,VEHICLE OFFENCES,10972,11,1.841768614,0.720055844,-1.121712771
12/1/2019,VIOLENCE AGAINST THE PERSON,18244,340,-0.411401126,0.743526206,1.154927332
12/1/2019,THEFT,20203,61,0.055156684,1.294386272,1.239229588
1/1/2020,LETHAL BARREL DISCHARGE,29,66,0.694814255,0.390560064,-0.304254192
1/1/2020,GUN CRIME,229,74,0.731821414,4.42304339,3.691221976
1/1/2020,SEXUAL OFFENCES,1707,163,-0.476542793,1.708545846,2.185088639
